,C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2,C2_NM,C2_NM_ENG,C2_OBJ_NM,C2_OBJ_NM_ENG,DT,ITM_ID,ITM_NM,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
39,01,아파트,Apartments,주택유형,Type,c2,충북,Chungbuk,지역,Region,98.23808788,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
40,01,아파트,Apartments,주택유형,Type,c3,충남,Chungnam,지역,Region,98.1949439,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
41,01,아파트,Apartments,주택유형,Type,c4,전북,Jeonbuk,지역,Region,99.69087509,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
42,01,아파트,Apartments,주택유형,Type,c5,전남,Jeonnam,지역,Region,99.15953779,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
43,01,아파트,Apartments,주택유형,Type,c6,경북,Gyeongbuk,지역,Region,96.84228008,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
44,01,아파트,Apartments,주택유형,Type,c7,경남,Gyeongnam,지역,Region,93.01776846,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
45,01,아파트,Apartments,주택유형,Type,c8,제주,Jeju,지역,Region,97.25388495,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
46,01,아파트,Apartments,주택유형,Type,d1,6대광역시,6MetropolitanCities,지역,Region,98.67893686,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
47,01,아파트,Apartments,주택유형,Type,d2,9개도,9Provinces,지역,Region,98.51625402,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
48,02,연립다세대,Row Houses,주택유형,Type,a0,전국,TheWholeCountry,지역,Region,99.24258678,rent,월세가격,408,201903,M,DT_30404_N0002,유형별 월세가격지수,2017.11 ＝ 100.0,2017.11 ＝ 100.0
