bjdongCd,block,bun,crtnDay,hjdongCd,ji,jimokCd,jimokCdNm,lot,mainDongGbCd,mainDongGbCdNm,mgmDongOulnPk,mgmPlatPlcPk,platGbCd,platPlc,relJibunNm,reprYn,rnum,sigunguCd,splotNm,mgmPmsrgstPk
10200, ,0006,20131010,510,0053,08,대, ,0,전체,,11110-1915,0,서울특별시 종로구 신교동 6-53번지, ,1,41,11110, ,11110-1541
10200, ,0006,20100325,510,0056, , , ,0,전체,,11110-5427,0,서울특별시 종로구 신교동 6-56번지, ,1,42,11110, ,11110-5053
10200, ,0006,20140916,515,0080,08,대, ,0,전체,,11110-100027673,0,서울특별시 종로구 신교동 6-80번지, ,1,43,11110, ,11110-100020703
10200, ,0006,20150331,515,0080,08,대, ,0,전체,,11110-100030037,0,서울특별시 종로구 신교동 6-80번지, ,1,44,11110, ,11110-100020854
10200,12,0012,20131126,510,0000,08,대, ,0,전체,,11110-446,0,서울특별시 종로구 신교동 12번지, ,1,45,11110,서울특별시 종로구 신교동,11110-265
10200, ,0017,20130618,510,0006,08,대, ,0,전체,,11110-179,0,서울특별시 종로구 신교동 17-6번지, ,1,46,11110, ,11110-166
10200, ,0017,20140905,515,0006,08,대, ,0,전체,,11110-100027619,0,서울특별시 종로구 신교동 17-6번지, ,1,47,11110, ,11110-100020680
10200, ,0017,20090326,520,0009,08,대, ,0,전체,,11110-4989,0,서울특별시 종로구 신교동 17-9번지, ,1,48,11110, ,11110-4615
10200, ,0017,20130618,510,0009,08,대, ,0,전체,,11110-153,0,서울특별시 종로구 신교동 17-9번지, ,1,49,11110, ,11110-145
10200, ,0017,20160601,515,0010,08,대, ,0,전체,,11110-100034874,0,서울특별시 종로구 신교동 17-10번지, ,1,50,11110, ,11110-100025523
10200, ,0017,20170524,515,0010,08,대, ,0,전체,,11110-100038957,0,서울특별시 종로구 신교동 17-10번지, ,1,51,11110, ,11110-100026235
10200, ,0017,20110723,510,0021,08,대, ,0,전체,,11110-5001,0,서울특별시 종로구 신교동 17-21번지, ,1,52,11110, ,11110-4627
10200, ,0017,20110723,510,0021,08,대, ,0,전체,,11110-5151,0,서울특별시 종로구 신교동 17-21번지, ,1,53,11110, ,11110-4777
10200,17,0017,20100112,640,0031,08,대,31,0,전체,,11110-144,0,서울특별시 종로구 신교동 17-31번지, ,1,54,11110,서울특별시 종로구 신교동,11110-142
10200, ,0017,20110813,510,0031,08,대, ,0,전체,,11110-100011352,0,서울특별시 종로구 신교동 17-31번지, ,1,55,11110, ,11110-100011095
10200, ,0017,20110813,510,0032,08,대, ,0,전체,,11110-100011353,0,서울특별시 종로구 신교동 17-32번지, ,0,56,11110, ,11110-100011095
10200, ,0017,20100827,510,0044,08,대, ,0,전체,,11110-143,0,서울특별시 종로구 신교동 17-44번지, ,1,57,11110, ,11110-141
10200, ,0017,20090326,510,0046,08,대, ,0,전체,,11110-3612,0,서울특별시 종로구 신교동 17-46번지, ,1,58,11110, ,11110-3238
10200, ,0017,20100325,520,0046, , , ,0,전체,,11110-6614,0,서울특별시 종로구 신교동 17-46번지, ,1,59,11110, ,11110-6240
10200, ,0039,20090326,510,0002,08,대, ,0,전체,,11110-548,0,서울특별시 종로구 신교동 39-2번지, ,1,60,11110, ,11110-349
10200, ,0039,20090326,510,0002,08,대, ,0,전체,,11110-743,0,서울특별시 종로구 신교동 39-2번지, ,1,61,11110, ,11110-405
10200, ,0039,20110723,510,0002,08,대, ,0,전체,,11110-4422,0,서울특별시 종로구 신교동 39-2번지, ,1,62,11110, ,11110-4048
10200, ,0039,20171118,510,0002,08,대, ,0,전체,,11110-100023242,0,서울특별시 종로구 신교동 39-2번지, ,1,63,11110, ,11110-100017643
10200, ,0039,20171118,510,0003,08,대, ,0,전체,,11110-100023243,0,서울특별시 종로구 신교동 39-3번지, ,0,64,11110, ,11110-100017643
10200, ,0045,20130514,510,0000,08,대, ,0,전체,,11110-100023045,0,서울특별시 종로구 신교동 45번지, ,1,65,11110, ,11110-100017493
10200, ,0045,20131205,510,0000,08,대, ,0,전체,,11110-100024993,0,서울특별시 종로구 신교동 45번지, ,1,66,11110, ,11110-100017032
10200, ,0050,20121020,510,0001,08,대, ,0,전체,,11110-100021479,0,서울특별시 종로구 신교동 50-1번지, ,1,67,11110, ,11110-100016521
10200, ,0051,20150814,515,0001,08,대, ,0,전체,,11110-100031601,0,서울특별시 종로구 신교동 51-1번지, ,1,68,11110, ,11110-100023387
10200, ,0058,20100414,510,0001,08,대, ,0,전체,,11110-100006143,0,서울특별시 종로구 신교동 58-1번지, ,1,69,11110, ,11110-100005657
10200, ,0058,20100908,510,0001,08,대, ,0,전체,,11110-100014533,0,서울특별시 종로구 신교동 58-1번지, ,1,70,11110, ,11110-100011109
10200, ,0058,20120831,510,0002,08,대, ,0,전체,,11110-100021032,0,서울특별시 종로구 신교동 58-2번지, ,0,71,11110, ,11110-100016304
10200, ,0059,20120831,510,0000,08,대, ,0,전체,,11110-100021031,0,서울특별시 종로구 신교동 59번지, ,1,72,11110, ,11110-100016304
10200, ,0059,20130417,510,0000,08,대, ,0,전체,,11110-100022837,0,서울특별시 종로구 신교동 59번지, ,1,73,11110, ,11110-100017374
10200, ,0060,20120831,510,0000,08,대, ,0,전체,,11110-100021033,0,서울특별시 종로구 신교동 60번지, ,0,74,11110, ,11110-100016304
10200, ,0066,20120929,510,0000,08,대, ,0,전체,,11110-100021376,0,서울특별시 종로구 신교동 66번지, ,1,75,11110, ,11110-100014228
10200, ,0070,20100325,520,0001, , , ,0,전체,,11110-6276,0,서울특별시 종로구 신교동 70-1번지, ,1,76,11110, ,11110-5902
10200, ,0070,20131126,510,0001,08,대, ,0,전체,,11110-888,0,서울특별시 종로구 신교동 70-1번지, ,1,77,11110, ,11110-550
10200, ,0070,20171229,515,0002,08,대, ,0,전체,,11110-100042188,0,서울특별시 종로구 신교동 70-2번지, ,1,78,11110, ,11110-100029606
10200, ,0070,20090326,510,0010,08,대, ,0,전체,,11110-4083,0,서울특별시 종로구 신교동 70-10번지, ,1,79,11110, ,11110-3709
10200, ,0070,20090326,510,0010,08,대, ,0,전체,,11110-4090,0,서울특별시 종로구 신교동 70-10번지, ,1,80,11110, ,11110-3716
10200, ,0070,20131126,510,0019, , , ,1,동별,,11110-919,0,서울특별시 종로구 신교동 70-19번지,70-19,0,81,11110, ,11110-10172
10200, ,0076,20161109,515,0000,08,대, ,0,전체,,11110-100036894,0,서울특별시 종로구 신교동 76번지, ,1,82,11110, ,11110-100026679
10200, ,0076,20170517,515,0000,08,대, ,0,전체,,11110-100038887,0,서울특별시 종로구 신교동 76번지, ,1,83,11110, ,11110-100026683
10200, ,0077,20161130,515,0002,08,대, ,0,전체,,11110-100037168,0,서울특별시 종로구 신교동 77-2번지, ,1,84,11110, ,11110-100026798
10200, ,0077,20170708,515,0002,08,대, ,0,전체,,11110-100040319,0,서울특별시 종로구 신교동 77-2번지, ,1,85,11110, ,11110-100026918
10200, ,0079,20090326,510,0000,08,대, ,0,전체,,11110-2929,0,서울특별시 종로구 신교동 79번지, ,1,86,11110, ,11110-2555
10200, ,0079,20100325,510,0000, , , ,0,전체,,11110-6073,0,서울특별시 종로구 신교동 79번지, ,1,87,11110, ,11110-5699
10200, ,0082,20090326,510,0003, , , ,0,전체,,11110-2334,0,서울특별시 종로구 신교동 82-3번지, ,1,88,11110, ,11110-1960
10200, ,0082,20100325,510,0003, , , ,0,전체,,11110-5844,0,서울특별시 종로구 신교동 82-3번지, ,1,89,11110, ,11110-5470
10200, ,0000,20090326,0000,08,대, ,0,전체,11110-8563,,11110-1960,서울특별시 종로구 신교동,82-6,0,90,11110, ,,0
10200, ,0000,20090326,520,0000,08,대, ,0,전체,,11110-8300,0,서울특별시 종로구 신교동,17-5,0,91,11110, ,11110-1519
10200, ,0000,20090326,0000,08,대, ,0,전체,11110-7920,,11110-825,서울특별시 종로구 신교동,6-39호,0,92,11110, ,,0
10200, ,0000,20090326,0000,08,대, ,0,전체,11110-7921,,11110-825,서울특별시 종로구 신교동,6-12,0,93,11110, ,,0
10200, ,0000,20090326,0000, , , ,1,동별,11110-1224,,11110-10230,서울특별시 종로구 신교동,6-39호,0,94,11110, ,,0
10200, ,0000,20090326,0000, , , ,1,동별,11110-1224,,11110-10231,서울특별시 종로구 신교동,6-12,0,95,11110, ,,0
10200, ,0000,20090326,0000, , , ,1,동별,11110-1331,,11110-10270,서울특별시 종로구 신교동,6-41,0,96,11110, ,,0
10200, ,0000,20090326,0000, , , ,1,동별,11110-1331,,11110-10271,서울특별시 종로구 신교동,6-56,0,97,11110, ,,0
10200, ,0000,20090326,510,0000,08,대, ,0,전체,,11110-7474,0,서울특별시 종로구 신교동,0^38-4,0,98,11110, ,11110-349
10200, ,0000,20090326,510,0000, , , ,1,동별,,11110-1898,0,서울특별시 종로구 신교동,0^6-50,0,99,11110, ,11110-10416
10200, ,0000,20090326,0000, , , ,1,동별,11110-2444,,11110-10729,서울특별시 종로구 신교동,82-6,0,100,11110, ,,0
10200, ,0000,20090326,0000,08,대, ,0,전체,11110-7993,,11110-931,서울특별시 종로구 신교동,6-41,0,101,11110, ,,0
10200, ,0000,20090326,0000,08,대, ,0,전체,11110-7994,,11110-931,서울특별시 종로구 신교동,6-56,0,102,11110, ,,0
10200, ,0000,20090326,510,0000,08,대, ,0,전체,,11110-8259,0,서울특별시 종로구 신교동,6-50,0,103,11110, ,11110-1444
10200, ,0000,20090326,520,0000, , , ,1,동별,,11110-1975,0,서울특별시 종로구 신교동,17-5,0,104,11110, ,11110-10445
10200, ,0000,20100112,640,0000,08,대, ,0,전체,,11110-7218,0,서울특별시 종로구 신교동,17-32,0,105,11110, ,11110-142
10200, ,0000,20100818,520,0000,08,대, ,0,전체,,11110-8617,0,서울특별시 종로구 신교동,17-5,0,106,11110, ,11110-2229
10200, ,0000,20131126,510,0000,08,대, ,0,전체,,11110-7410,0,서울특별시 종로구 신교동,11-3,0,107,11110, ,11110-265
10200, ,0000,20131126,510,0000,08,대, ,0,전체,,11110-7411,0,서울특별시 종로구 신교동,23-6,0,108,11110, ,11110-265
10200, ,0000,20131126,510,0000,08,대, ,0,전체,,11110-7434,0,서울특별시 종로구 신교동,6-46,0,109,11110, ,11110-291
10200, ,0000,20131126,510,0000,08,대, ,0,전체,,11110-7457,0,서울특별시 종로구 신교동,"6-14,20,21,22,78",0,110,11110, ,11110-321
10200, ,0000,20131126,510,0000,08,대, ,0,전체,,11110-7711,0,서울특별시 종로구 신교동,70-19,0,111,11110, ,11110-550
