bjdongCd,block,bun,crtnDay,hjdongCd,ji,jimokCd,jimokCdNm,lot,mainDongGbCd,mainDongGbCdNm,mgmDongOulnPk,mgmPlatPlcPk,platGbCd,platPlc,relJibunNm,reprYn,rnum,sigunguCd,splotNm,mgmPmsrgstPk
10100, ,0053,20140411,510,0083,08,대, ,0,전체,11110-4492,11110-4118,0,서울특별시 종로구 청운동 53-83번지, ,1,177,11110, ,
10100, ,0053,20130801,510,0088,08,대, ,0,전체,11110-100023743,11110-100017954,0,서울특별시 종로구 청운동 53-88번지, ,1,178,11110, ,
10100, ,0053,20141021,510,0088,08,대, ,0,전체,11110-100028095,11110-100017623,0,서울특별시 종로구 청운동 53-88번지, ,1,179,11110, ,
10100, ,0055,20110908,510,0013,08,대, ,0,전체,11110-100017767,11110-100014357,0,서울특별시 종로구 청운동 55-13번지, ,1,180,11110, ,
10100, ,0056,20090326,510,0001,08,대, ,0,전체,11110-510,11110-311,0,서울특별시 종로구 청운동 56-1번지, ,1,181,11110, ,
10100, ,0056,20090326,510,0003,08,대, ,0,전체,11110-4566,11110-4192,0,서울특별시 종로구 청운동 56-3번지, ,1,182,11110, ,
10100, ,0056,20150402,510,0004,08,대, ,0,전체,11110-2328,11110-1954,0,서울특별시 종로구 청운동 56-4번지, ,1,183,11110, ,
10100, ,0056,20100325,510,0013, , , ,0,전체,11110-5852,11110-5478,0,서울특별시 종로구 청운동 56-13번지, ,1,184,11110, ,
10100, ,0056,20140517,510,0014,08,대, ,0,전체,11110-3231,11110-2857,0,서울특별시 종로구 청운동 56-14번지, ,1,185,11110, ,
10100, ,0056,20100325,510,0021, , , ,0,전체,11110-6456,11110-6082,0,서울특별시 종로구 청운동 56-21번지, ,1,186,11110, ,
10100, ,0056,20090326,510,0041,08,대, ,0,전체,11110-4037,11110-3663,0,서울특별시 종로구 청운동 56-41번지, ,1,187,11110, ,
10100, ,0056,20100325,510,0041, , , ,0,전체,11110-5976,11110-5602,0,서울특별시 종로구 청운동 56-41번지, ,1,188,11110, ,
10100, ,0056,20130618,510,0042,08,대, ,0,전체,11110-767,11110-429,0,서울특별시 종로구 청운동 56-42번지, ,1,189,11110, ,
10100, ,0056,20171118,515,0044,08,대, ,0,전체,11110-100031616,11110-100023469,0,서울특별시 종로구 청운동 56-44번지, ,1,190,11110, ,
10100, ,0056,20100325,510,0046, , , ,0,전체,11110-7102,11110-6728,0,서울특별시 종로구 청운동 56-46번지, ,1,191,11110, ,
10100, ,0056,20090326,510,0048,10,학교용지, ,0,전체,11110-2032,11110-1658,0,서울특별시 종로구 청운동 56-48번지, ,1,192,11110, ,
10100, ,0056,20100325,510,0048, , , ,0,전체,11110-5761,11110-5387,0,서울특별시 종로구 청운동 56-48번지, ,1,193,11110, ,
10100, ,0056,20100325,510,0049, , , ,0,전체,11110-6364,11110-5990,0,서울특별시 종로구 청운동 56-49번지, ,1,194,11110, ,
10100, ,0056,20140711,510,0049,08,대, ,0,전체,11110-2235,11110-1861,0,서울특별시 종로구 청운동 56-49번지, ,1,195,11110, ,
10100, ,0056,20140711,510,0049,08,대, ,0,전체,11110-2737,11110-2363,0,서울특별시 종로구 청운동 56-49번지, ,1,196,11110, ,
10100, ,0056,20100529,510,0060,08,대, ,0,전체,11110-100013503,11110-100012046,0,서울특별시 종로구 청운동 56-60번지, ,1,197,11110, ,
10100, ,0056,20150207,510,0070,08,대, ,0,전체,11110-100013197,11110-100011630,0,서울특별시 종로구 청운동 56-70번지, ,1,198,11110, ,
10100, ,0056,20150523,515,0077,08,대, ,0,전체,11110-100030617,11110-100022814,0,서울특별시 종로구 청운동 56-77번지, ,1,199,11110, ,
10100, ,0056,20160629,515,0077,08,대, ,0,전체,11110-100035136,11110-100023518,0,서울특별시 종로구 청운동 56-77번지, ,1,200,11110, ,
10100, ,0057,20160420,515,0027,08,대, ,0,전체,11110-100034440,11110-100025286,0,서울특별시 종로구 청운동 57-27번지, ,1,201,11110, ,
10100, ,0057,20161108,515,0027,08,대, ,0,전체,11110-100036881,11110-100024788,0,서울특별시 종로구 청운동 57-27번지, ,1,202,11110, ,
10100, ,0057,20160421,515,0042,08,대, ,0,전체,11110-100034450,11110-100025288,0,서울특별시 종로구 청운동 57-42번지, ,1,203,11110, ,
10100, ,0057,20170603,515,0042,08,대, ,0,전체,11110-100039099,11110-100025790,0,서울특별시 종로구 청운동 57-42번지, ,1,204,11110, ,
10100, ,0057,20161108,515,0043,08,대, ,0,전체,11110-100036882,11110-100024788,0,서울특별시 종로구 청운동 57-43번지, ,0,205,11110, ,
10100, ,0057,20161108,515,0043,08,대, ,1,동별,11110-100026545,11110-100036888,0,서울특별시 종로구 청운동 57-43번지, ,0,206,11110, ,
10100, ,0057,20161108,515,0049,08,대, ,0,전체,11110-100036883,11110-100024788,0,서울특별시 종로구 청운동 57-49번지, ,0,207,11110, ,
10100, ,0057,20161108,515,0049,08,대, ,1,동별,11110-100026545,11110-100036889,0,서울특별시 종로구 청운동 57-49번지, ,0,208,11110, ,
10100, ,0057,20160419,515,0051,08,대, ,0,전체,11110-100034439,11110-100025285,0,서울특별시 종로구 청운동 57-51번지, ,1,209,11110, ,
10100, ,0057,20161108,515,0051,08,대, ,0,전체,11110-100036884,11110-100024788,0,서울특별시 종로구 청운동 57-51번지, ,0,210,11110, ,
10100, ,0057,20161108,515,0051,08,대, ,1,동별,11110-100026545,11110-100036890,0,서울특별시 종로구 청운동 57-51번지, ,0,211,11110, ,
10100, ,0057,20100325,510,0064, , , ,0,전체,11110-5604,11110-5230,0,서울특별시 종로구 청운동 57-64번지, ,1,212,11110, ,
10100,57,0057,20130618,510,0064,08,대,64,0,전체,11110-1369,11110-1006,0,서울특별시 종로구 청운동 57-64번지, ,1,213,11110,서울시 종로구 청운동,
10100, ,0057,20150109,515,0064,08,대, ,0,전체,11110-100029023,11110-100021666,0,서울특별시 종로구 청운동 57-64번지, ,1,214,11110, ,
10100, ,0057,20150109,515,0065,08,대, ,0,전체,11110-100029024,11110-100021666,0,서울특별시 종로구 청운동 57-65번지, ,0,215,11110, ,
10100, ,0057,20161108,515,0067,08,대, ,0,전체,11110-100036885,11110-100024788,0,서울특별시 종로구 청운동 57-67번지, ,0,216,11110, ,
10100, ,0057,20161108,515,0067,08,대, ,1,동별,11110-100026545,11110-100036891,0,서울특별시 종로구 청운동 57-67번지, ,0,217,11110, ,
10100, ,0057,20161108,515,0068,08,대, ,0,전체,11110-100036886,11110-100024788,0,서울특별시 종로구 청운동 57-68번지, ,0,218,11110, ,
10100, ,0057,20161108,515,0068,08,대, ,1,동별,11110-100026545,11110-100036892,0,서울특별시 종로구 청운동 57-68번지, ,0,219,11110, ,
10100, ,0057,20161108,515,0069,08,대, ,0,전체,11110-100036887,11110-100024788,0,서울특별시 종로구 청운동 57-69번지, ,0,220,11110, ,
10100, ,0057,20161108,515,0069,08,대, ,1,동별,11110-100026545,11110-100036893,0,서울특별시 종로구 청운동 57-69번지, ,0,221,11110, ,
10100, ,0059,20131018,510,0005,08,대, ,0,전체,11110-100016414,11110-100013670,0,서울특별시 종로구 청운동 59-5번지, ,1,222,11110, ,
10100, ,0060,20090326,510,0000,08,대, ,0,전체,11110-100008287,11110-100005957,0,서울특별시 종로구 청운동 60번지, ,1,223,11110, ,
10100, ,0060,20100325,510,0000,08,대, ,0,전체,11110-100006384,11110-100006197,0,서울특별시 종로구 청운동 60번지, ,1,224,11110, ,
10100, ,0063,20190214,515,0000,08,대, ,0,전체,11110-100047188,11110-100034893,0,서울특별시 종로구 청운동 63번지, ,1,225,11110, ,
10100, ,0063,20190329,515,0000,08,대, ,0,전체,11110-100048413,11110-100034531,0,서울특별시 종로구 청운동 63번지, ,1,226,11110, ,
10100, ,0065,20180616,515,0000,08,대, ,0,전체,11110-100042795,11110-100030046,0,서울특별시 종로구 청운동 65번지, ,1,227,11110, ,
10100, ,0065,20180719,515,0000,08,대, ,0,전체,11110-100044631,11110-100031167,0,서울특별시 종로구 청운동 65번지, ,1,228,11110, ,
10100, ,0065,20190112,515,0000,08,대, ,0,전체,11110-100046840,11110-100030967,0,서울특별시 종로구 청운동 65번지, ,1,229,11110, ,
10100, ,0068,20121113,510,0000,08,대, ,0,전체,11110-100021657,11110-100016626,0,서울특별시 종로구 청운동 68번지, ,1,230,11110, ,
10100, ,0069,20090326,510,0000,08,대, ,0,전체,11110-2425,11110-2051,0,서울특별시 종로구 청운동 69번지, ,1,231,11110, ,
10100, ,0071,20130221,510,0002,08,대, ,0,전체,11110-1173,11110-810,0,서울특별시 종로구 청운동 71-2번지, ,1,232,11110, ,
10100, ,0075,20130309,510,0000,08,대, ,0,전체,11110-100022585,11110-100017234,0,서울특별시 종로구 청운동 75번지, ,1,233,11110, ,
10100, ,0079,20090326,510,0002,08,대, ,0,전체,11110-2164,11110-1790,0,서울특별시 종로구 청운동 79-2번지, ,1,234,11110, ,
10100, ,0079,20100325,510,0002, , , ,0,전체,11110-5931,11110-5557,0,서울특별시 종로구 청운동 79-2번지, ,1,235,11110, ,
10100, ,0079,20170112,515,0002,08,대, ,0,전체,11110-100037619,11110-100027082,0,서울특별시 종로구 청운동 79-2번지, ,1,236,11110, ,
10100, ,0081,20170126,515,0001,08,대, ,0,전체,11110-100037763,11110-100027184,0,서울특별시 종로구 청운동 81-1번지, ,1,237,11110, ,
10100, ,0081,20180531,515,0001,08,대, ,0,전체,11110-100043749,11110-100027370,0,서울특별시 종로구 청운동 81-1번지, ,1,238,11110, ,
10100, ,0081,20170126,515,0002,08,대, ,0,전체,11110-100037762,11110-100027183,0,서울특별시 종로구 청운동 81-2번지, ,1,239,11110, ,
10100, ,0081,20180531,515,0002,08,대, ,0,전체,11110-100043750,11110-100027370,0,서울특별시 종로구 청운동 81-2번지, ,0,240,11110, ,
10100, ,0089,20100325,510,0000, , , ,0,전체,11110-5631,11110-5257,0,서울특별시 종로구 청운동 89번지, ,1,241,11110, ,
10100, ,0089,20160805,515,0002,08,대, ,0,전체,11110-100035657,11110-100025951,0,서울특별시 종로구 청운동 89-2번지, ,1,242,11110, ,
10100, ,0089,20090326,510,0005,08,대, ,0,전체,11110-1904,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,1,243,11110, ,
10100, ,0089,20100325,510,0005, , , ,0,전체,11110-5576,11110-5202,0,서울특별시 종로구 청운동 89-5번지, ,1,244,11110, ,
10100, ,0089,20150310,515,0012,08,대, ,0,전체,11110-100029837,11110-100022249,0,서울특별시 종로구 청운동 89-12번지, ,1,245,11110, ,
10100, ,0089,20150310,515,0013,14,도로, ,0,전체,11110-100029838,11110-100022249,0,서울특별시 종로구 청운동 89-13번지, ,0,246,11110, ,
10100, ,0089,20090326,510,0017,08,대, ,0,전체,11110-1162,11110-799,0,서울특별시 종로구 청운동 89-17번지, ,1,247,11110, ,
10100, ,0089,20090326,510,0020,08,대, ,0,전체,11110-2910,11110-2536,0,서울특별시 종로구 청운동 89-20번지, ,1,248,11110, ,
10100, ,0089,20090326,510,0021,08,대, ,0,전체,11110-1988,11110-1614,0,서울특별시 종로구 청운동 89-21번지, ,1,249,11110, ,
10100, ,0089,20100325,510,0021, , , ,0,전체,11110-6010,11110-5636,0,서울특별시 종로구 청운동 89-21번지, ,1,250,11110, ,
10100, ,0089,20090326,510,0022,08,대, ,0,전체,11110-1310,11110-947,0,서울특별시 종로구 청운동 89-22번지, ,1,251,11110, ,
10100, ,0089,20100325,510,0022, , , ,0,전체,11110-5455,11110-5081,0,서울특별시 종로구 청운동 89-22번지, ,1,252,11110, ,
10100, ,0089,20090326,510,0023,08,대, ,0,전체,11110-829,11110-491,0,서울특별시 종로구 청운동 89-23번지, ,1,253,11110, ,
10100, ,0089,20160223,510,0107, , , ,0,전체,11110-1713,11110-1350,0,서울특별시 종로구 청운동 89-107번지, ,1,254,11110, ,
10100, ,0089,20090326,510,0108,08,대, ,0,전체,11110-2435,11110-2061,0,서울특별시 종로구 청운동 89-108번지, ,1,255,11110, ,
10100, ,0089,20100325,510,0109,08,대, ,0,전체,11110-100011174,11110-100011015,0,서울특별시 종로구 청운동 89-109번지, ,1,256,11110, ,
10100, ,0089,20170727,515,0109,08,대, ,0,전체,11110-100040602,11110-100026815,0,서울특별시 종로구 청운동 89-109번지, ,1,257,11110, ,
10100, ,0089,20171118,510,0109,08,대, ,0,전체,11110-100025049,11110-100018883,0,서울특별시 종로구 청운동 89-109번지, ,1,258,11110, ,
10100, ,0089,20121219,510,0112,08,대, ,0,전체,11110-100022016,11110-100014909,0,서울특별시 종로구 청운동 89-112번지, ,1,259,11110, ,
10100, ,0091,20090326,510,0000,08,대, ,0,전체,11110-4267,11110-3893,0,서울특별시 종로구 청운동 91번지, ,1,260,11110, ,
10100, ,0091,20090326,510,0000, , , ,0,전체,11110-997,11110-659,0,서울특별시 종로구 청운동 91번지, ,1,261,11110, ,
10100, ,0094,20111201,510,0001,08,대, ,0,전체,11110-100018466,11110-100014894,0,서울특별시 종로구 청운동 94-1번지, ,1,262,11110, ,
10100, ,0094,20090326,510,0002,08,대, ,0,전체,11110-100007481,11110-100007115,0,서울특별시 종로구 청운동 94-2번지, ,1,263,11110, ,
10100, ,0095,20170715,515,0000,08,대, ,0,전체,11110-100040444,11110-100028424,0,서울특별시 종로구 청운동 95번지, ,1,264,11110, ,
10100,100,0100,20090326,510,0000,08,대,0,0,전체,11110-1597,11110-1234,0,서울특별시 종로구 청운동 100번지, ,1,265,11110,서울특별시 종로구 청운동,
10100, ,0107,20100325,510,0000, , , ,0,전체,11110-6051,11110-5677,0,서울특별시 종로구 청운동 107번지, ,1,266,11110, ,
10100, ,0107,20180608,510,0000,08,대, ,0,전체,11110-2700,11110-2326,0,서울특별시 종로구 청운동 107번지, ,1,267,11110, ,
10100, ,0108,20100604,510,0001,08,대, ,0,전체,11110-793,11110-455,0,서울특별시 종로구 청운동 108-1번지, ,1,268,11110, ,
10100, ,0108,20161209,510,0005, , , ,0,전체,11110-4679,11110-4305,0,서울특별시 종로구 청운동 108-5번지, ,1,269,11110, ,
10100, ,0108,20171031,515,0008,08,대, ,0,전체,11110-100041590,11110-100029241,0,서울특별시 종로구 청운동 108-8번지, ,1,270,11110, ,
10100, ,0108,20171118,510,0008,08,대, ,0,전체,11110-100025516,11110-100019273,0,서울특별시 종로구 청운동 108-8번지, ,1,271,11110, ,
10100, ,0108,20180426,515,0008,08,대, ,0,전체,11110-100043377,11110-100027924,0,서울특별시 종로구 청운동 108-8번지, ,1,272,11110, ,
10100,108,0108,20100604,510,0014,08,대,14,0,전체,11110-779,11110-441,0,서울특별시 종로구 청운동 108-14번지, ,1,273,11110, ,
10100, ,0111,20090326,510,0001,08,대, ,0,전체,11110-4020,11110-3646,0,서울특별시 종로구 청운동 111-1번지, ,1,274,11110, ,
10100, ,0111,20100325,510,0001, , , ,0,전체,11110-6936,11110-6562,0,서울특별시 종로구 청운동 111-1번지, ,1,275,11110, ,
10100, ,0113,20100325,510,0003, , , ,0,전체,11110-6790,11110-6416,0,서울특별시 종로구 청운동 113-3번지, ,1,276,11110, ,
10100, ,0113,20120215,510,0003,08,대, ,0,전체,11110-100019128,11110-2432,0,서울특별시 종로구 청운동 113-3번지, ,1,277,11110, ,
10100, ,0113,20170106,515,0003,08,대, ,0,전체,11110-100037519,11110-100027038,0,서울특별시 종로구 청운동 113-3번지, ,1,278,11110, ,
10100, ,0114,20090326,510,0001,08,대, ,0,전체,11110-2767,11110-2393,0,서울특별시 종로구 청운동 114-1번지, ,1,279,11110, ,
10100, ,0114,20100325,510,0001, , , ,0,전체,11110-6255,11110-5881,0,서울특별시 종로구 청운동 114-1번지, ,1,280,11110, ,
10100, ,0115,20090326,510,0001,08,대, ,0,전체,11110-3512,11110-3138,0,서울특별시 종로구 청운동 115-1번지, ,1,281,11110, ,
10100, ,0115,20110723,510,0001,08,대, ,0,전체,11110-100010642,11110-100010850,0,서울특별시 종로구 청운동 115-1번지, ,1,282,11110, ,
10100, ,0117,20171118,515,0001,08,대, ,0,전체,11110-100041788,11110-100029381,0,서울특별시 종로구 청운동 117-1번지, ,1,283,11110, ,
10100, ,0117,20190227,515,0001,08,대, ,0,전체,11110-100047618,11110-100029242,0,서울특별시 종로구 청운동 117-1번지, ,1,284,11110, ,
10100, ,0117,20150207,510,0002,08,대, ,0,전체,11110-100014679,11110-100012332,0,서울특별시 종로구 청운동 117-2번지, ,1,285,11110, ,
10100, ,0140,20090326,510,0001,08,대, ,0,전체,11110-4124,11110-3750,0,서울특별시 종로구 청운동 140-1번지, ,1,286,11110, ,
10100, ,0500,20100325,510,0010, , , ,0,전체,11110-5689,11110-5315,0,서울특별시 종로구 청운동 500-10번지, ,1,287,11110, ,
10100, ,0001,20111129,510,0001,05,임야, ,0,전체,11110-100018443,11110-100014870,1,서울특별시 종로구 청운동 산 1-1번지, ,0,288,11110, ,
10100, ,0001,20160428,515,0001,05,임야, ,0,전체,11110-100034597,11110-100024421,1,서울특별시 종로구 청운동 산 1-1번지, ,1,289,11110, ,
10100, ,0001,20111129,510,0077,05,임야, ,0,전체,11110-100018442,11110-100014870,1,서울특별시 종로구 청운동 산 1-77번지, ,1,290,11110, ,
10100, ,0004,20161221,515,0043,05,임야, ,0,전체,11110-100037359,11110-100023513,1,서울특별시 종로구 청운동 산 4-43번지, ,0,291,11110, ,
10100, ,0004,20161221,515,0043,05,임야, ,1,동별,11110-100026886,11110-100037362,1,서울특별시 종로구 청운동 산 4-43번지, ,0,292,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-8307,11110-1530,0,서울특별시 종로구 청운동,89-83,0,293,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-8308,11110-1530,0,서울특별시 종로구 청운동,89-138,0,294,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-8129,11110-1234,0,서울특별시 종로구 청운동,99,0,295,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-8130,11110-1234,0,서울특별시 종로구 청운동,100-2,0,296,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-9266,11110-3306,0,서울특별시 종로구 청운동,3-94,0,297,11110, ,
10100, ,0000,20090326,510,0000, , , ,1,동별,11110-1986,11110-10452,0,서울특별시 종로구 청운동,89-83,0,298,11110, ,
10100, ,0000,20090326,510,0000, , , ,1,동별,11110-1986,11110-10453,0,서울특별시 종로구 청운동,89-138,0,299,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-9262,11110-3306,0,서울특별시 종로구 청운동,4-5,0,300,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-9263,11110-3306,0,서울특별시 종로구 청운동,4-27,0,301,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-9264,11110-3306,0,서울특별시 종로구 청운동,4-42,0,302,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-9265,11110-3306,0,서울특별시 종로구 청운동,3-138,0,303,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-7429,11110-284,0,서울특별시 종로구 청운동,4-9,0,304,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-7430,11110-284,0,서울특별시 종로구 청운동,4-11,0,305,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-7431,11110-284,0,서울특별시 종로구 청운동,4-12,0,306,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-9490,11110-3661,0,서울특별시 종로구 청운동,4-16,0,307,11110, ,
10100, ,0000,20090326,510,0000, , , ,1,동별,11110-5535,11110-11633,0,서울특별시 종로구 청운동,0^36-10,0,308,11110, ,
10100, ,0000,20090326,510,0000, , , ,1,동별,11110-5536,11110-11634,0,서울특별시 종로구 청운동,0^36-10,0,309,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-10007,11110-4882,0,서울특별시 종로구 청운동,0^36-10,0,310,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-10008,11110-4883,0,서울특별시 종로구 청운동,0^36-10,0,311,11110, ,
10100, ,0000,20090326,510,0000,08,대, ,0,전체,11110-10009,11110-4885,0,서울특별시 종로구 청운동,36-10,0,312,11110, ,
10100, ,0000,20100604,510,0000,08,대, ,0,전체,11110-7653,11110-441,0,서울특별시 종로구 청운동,141-2,0,313,11110, ,
10100, ,0000,20130618,510,0000, , , ,1,동별,11110-1406,11110-10287,0,서울특별시 종로구 청운동,57-65,0,314,11110, ,
10100, ,0000,20130618,510,0000, , , ,1,동별,11110-2338,11110-10573,0,서울특별시 종로구 청운동,0^1-3,0,315,11110, ,
10100, ,0000,20130618,510,0000,08,대, ,0,전체,11110-8013,11110-1006,0,서울특별시 종로구 청운동,57-65,0,316,11110, ,
10100, ,0000,20130618,510,0000,08,대, ,0,전체,11110-8446,11110-1864,0,서울특별시 종로구 청운동,0^1-3,0,317,11110, ,
10100, ,0000,20140711,510,0000,08,대, ,0,전체,11110-8798,11110-2469,0,서울특별시 종로구 청운동,30-4,0,318,11110, ,
10100, ,0000,20140711,510,0000,08,대, ,0,전체,11110-8799,11110-2469,0,서울특별시 종로구 청운동,30-5,0,319,11110, ,
10100, ,0000,20140902,510,0000,08,대, ,0,전체,11110-9360,11110-3380,0,서울특별시 종로구 청운동,52-66,0,320,11110, ,
10100, ,0000,20170307,510,0000,08,대, ,0,전체,11110-9572,11110-3771,0,서울특별시 종로구 청운동,8-5,0,321,11110, ,
10100, ,0000,20170307,510,0000,08,대, ,0,전체,11110-9573,11110-3771,0,서울특별시 종로구 청운동,8-9,0,322,11110, ,
10100, ,0000,20170307,510,0000,08,대, ,0,전체,11110-9574,11110-3771,0,서울특별시 종로구 청운동,8-10,0,323,11110, ,
10200, ,0001,20100317,510,0026,08,대, ,0,전체,,11110-100012838,0,서울특별시 종로구 신교동 1-26번지, ,1,1,11110, ,11110-2994
10200, ,0001,20100325,510,0026, , , ,0,전체,,11110-7118,0,서울특별시 종로구 신교동 1-26번지, ,1,2,11110, ,11110-6744
10200, ,0001,20100325,510,0027,08,대, ,0,전체,,11110-100006889,0,서울특별시 종로구 신교동 1-27번지, ,1,3,11110, ,11110-100006766
10200, ,0001,20120605,510,0027,08,대, ,0,전체,,11110-100020345,0,서울특별시 종로구 신교동 1-27번지, ,1,4,11110, ,11110-100010119
10200, ,0002,20131126,510,0007,08,대, ,0,전체,,11110-490,0,서울특별시 종로구 신교동 2-7번지, ,1,5,11110, ,11110-291
10200, ,0002,20100605,510,0048,08,대, ,0,전체,,11110-100013548,0,서울특별시 종로구 신교동 2-48번지, ,1,6,11110, ,11110-100011103
10200, ,0002,20120204,510,0048,08,대, ,0,전체,,11110-100013534,0,서울특별시 종로구 신교동 2-48번지, ,1,7,11110, ,11110-100012074
10200, ,0002,20110728,510,0051,08,대, ,0,전체,,11110-100017501,0,서울특별시 종로구 신교동 2-51번지, ,1,8,11110, ,11110-100014230
10200, ,0002,20120929,510,0051,08,대, ,0,전체,,11110-100021370,0,서울특별시 종로구 신교동 2-51번지, ,1,9,11110, ,11110-100015118
10200, ,0002,20130220,510,0062,08,대, ,0,전체,,11110-100022466,0,서울특별시 종로구 신교동 2-62번지, ,1,10,11110, ,11110-100015739
10200, ,0002,20090326,670,0084,08,대, ,0,전체,,11110-3225,0,서울특별시 종로구 신교동 2-84번지, ,1,11,11110, ,11110-2851
10200, ,0002,20100325,510,0084, , , ,0,전체,,11110-5474,0,서울특별시 종로구 신교동 2-84번지, ,1,12,11110, ,11110-5100
10200, ,0002,20141218,515,0116,08,대, ,0,전체,,11110-100028726,0,서울특별시 종로구 신교동 2-116번지, ,1,13,11110, ,11110-100021469
10200, ,0002,20141219,510,0116,08,대, ,0,전체,,11110-100013799,0,서울특별시 종로구 신교동 2-116번지, ,1,14,11110, ,11110-100008092
10200, ,0002,20111014,510,0118,08,대, ,0,전체,,11110-100018001,0,서울특별시 종로구 신교동 2-118번지, ,1,15,11110, ,11110-100013761
10200, ,0002,20141230,515,0121,08,대, ,0,전체,,11110-100028886,0,서울특별시 종로구 신교동 2-121번지, ,1,16,11110, ,11110-100021575
10200, ,0002,20170608,515,0121,08,대, ,0,전체,,11110-100039116,0,서울특별시 종로구 신교동 2-121번지, ,1,17,11110, ,11110-100028043
10200, ,0004,20110409,510,0002,08,대, ,0,전체,,11110-100016461,0,서울특별시 종로구 신교동 4-2번지, ,1,18,11110, ,11110-100013690
10200, ,0004,20111231,510,0002,08,대, ,0,전체,,11110-100018770,0,서울특별시 종로구 신교동 4-2번지, ,1,19,11110, ,11110-100013895
10200, ,0006,20131018,510,0001,08,대, ,0,전체,,11110-100015817,0,서울특별시 종로구 신교동 6-1번지, ,1,20,11110, ,11110-100013164
10200, ,0006,20111001,510,0002,08,대, ,0,전체,,11110-100017906,0,서울특별시 종로구 신교동 6-2번지, ,1,21,11110, ,11110-100014477
10200, ,0006,20111229,510,0002,08,대, ,0,전체,,11110-100018732,0,서울특별시 종로구 신교동 6-2번지, ,1,22,11110, ,11110-100014456
10200, ,0006,20140411,520,0004,08,대, ,0,전체,,11110-4808,0,서울특별시 종로구 신교동 6-4번지, ,1,23,11110, ,11110-4434
10200, ,0006,20170112,515,0004,08,대, ,0,전체,,11110-100037648,0,서울특별시 종로구 신교동 6-4번지, ,1,24,11110, ,11110-100027098
10200, ,0006,20131012,510,0006,08,대, ,0,전체,,11110-100024239,0,서울특별시 종로구 신교동 6-6번지, ,1,25,11110, ,11110-100018302
10200, ,0006,20150107,510,0006,08,대, ,0,전체,,11110-100028994,0,서울특별시 종로구 신교동 6-6번지, ,1,26,11110, ,11110-100017446
10200, ,0006,20090326,510,0011,08,대, ,0,전체,,11110-1188,0,서울특별시 종로구 신교동 6-11번지, ,1,27,11110, ,11110-825
10200, ,0006,20100325,510,0011, , , ,0,전체,,11110-5426,0,서울특별시 종로구 신교동 6-11번지, ,1,28,11110, ,11110-5052
10200, ,0006,20090326,510,0013, , , ,0,전체,,11110-1294,0,서울특별시 종로구 신교동 6-13번지, ,1,29,11110, ,11110-931
10200, ,0006,20100325,510,0013, , , ,0,전체,,11110-5425,0,서울특별시 종로구 신교동 6-13번지, ,1,30,11110, ,11110-5051
10200,6,0006,20131126,510,0017,08,대,17,0,전체,,11110-520,0,서울특별시 종로구 신교동 6-17번지, ,1,31,11110,서울특별시 종로구 신교동,11110-321
10200, ,0006,20140724,510,0025,08,대, ,0,전체,,11110-100014720,0,서울특별시 종로구 신교동 6-25번지, ,1,32,11110, ,11110-100012519
10200, ,0006,20100325,520,0039, , , ,0,전체,,11110-5424,0,서울특별시 종로구 신교동 6-39번지, ,1,33,11110, ,11110-5050
10200, ,0006,20090326,520,0046, , , ,0,전체,,11110-2000,0,서울특별시 종로구 신교동 6-46번지, ,1,34,11110, ,11110-1626
10200, ,0006,20131126,510,0046, , , ,1,동별,,11110-504,0,서울특별시 종로구 신교동 6-46번지,6-46,0,35,11110, ,11110-10110
10200, ,0006,20150107,515,0047,08,대, ,0,전체,,11110-100028978,0,서울특별시 종로구 신교동 6-47번지, ,1,36,11110, ,11110-100021632
10200, ,0006,20090326,510,0049,08,대, ,0,전체,,11110-140,0,서울특별시 종로구 신교동 6-49번지, ,1,37,11110, ,11110-139
10200, ,0006,20090326,510,0049,08,대, ,0,전체,,11110-1816,0,서울특별시 종로구 신교동 6-49번지, ,1,38,11110, ,11110-1444
10200, ,0006,20100325,510,0050, , , ,0,전체,,11110-5833,0,서울특별시 종로구 신교동 6-50번지, ,1,39,11110, ,11110-5459
10200, ,0006,20100325,510,0053, , , ,0,전체,,11110-5927,0,서울특별시 종로구 신교동 6-53번지, ,1,40,11110, ,11110-5553
