bjdongCd,block,bun,crtnDay,ji,jijiguCd,jijiguCdNm,jijiguGbCd,jijiguGbCdNm,jijiguNm,lot,mainDongGbCd,mainDongGbCdNm,mgmPmsrgstPk,platGbCd,platPlc,reprYn,rnum,sigunguCd,splotNm
10100,52,0052,20090326,0023,300, ,2,용도지구코드,자연환경지구,23,0,전체,11110-1080,0,서울특별시 종로구 청운동 52-23번지,1,159,11110,서울시 종로구 청운동
10100, ,0052,20100112,0026,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100008788,0,서울특별시 종로구 청운동 52-26번지,1,160,11110, 
10100, ,0052,20100112,0026,411, ,2,용도지구코드,자연경관지구, ,0,전체,11110-100008788,0,서울특별시 종로구 청운동 52-26번지,1,161,11110, 
10100, ,0052,20090326,0038,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-869,0,서울특별시 종로구 청운동 52-38번지,1,162,11110, 
10100, ,0052,20090326,0038,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-869,0,서울특별시 종로구 청운동 52-38번지,1,163,11110, 
10100, ,0052,20091024,0042,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100010883,0,서울특별시 종로구 청운동 52-42번지,1,164,11110, 
10100, ,0052,20091024,0042,411, ,2,용도지구코드,자연경관지구, ,0,전체,11110-100010883,0,서울특별시 종로구 청운동 52-42번지,1,165,11110, 
10100, ,0052,20090326,0051,0100, ,1,용도지역코드,도시지역, ,0,전체,11110-2556,0,서울특별시 종로구 청운동 52-51번지,1,166,11110, 
10100, ,0052,20090326,0051,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-2556,0,서울특별시 종로구 청운동 52-51번지,0,167,11110, 
10100, ,0052,20090326,0051,200, ,2,용도지구코드,경치지구, ,0,전체,11110-2556,0,서울특별시 종로구 청운동 52-51번지,1,168,11110, 
10100, ,0052,20140902,0057,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-3380,0,서울특별시 종로구 청운동 52-57번지,1,169,11110, 
10100, ,0052,20140902,0057,411, ,2,용도지구코드,자연경관지구, ,0,전체,11110-3380,0,서울특별시 종로구 청운동 52-57번지,1,170,11110, 
10100, ,0052,20120731,0083,UQA001,도시지역,1,용도지역코드,도시지역, ,0,전체,11110-100015218,0,서울특별시 종로구 청운동 52-83번지,1,171,11110, 
10100, ,0052,20120731,0083,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100015218,0,서울특별시 종로구 청운동 52-83번지,0,172,11110, 
10100, ,0052,20120731,0083,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100015218,0,서울특별시 종로구 청운동 52-83번지,1,173,11110, 
10100, ,0052,20120731,0083,UOA120,상대정화구역,3,용도구역코드,상대정화구역, ,0,전체,11110-100015218,0,서울특별시 종로구 청운동 52-83번지,1,174,11110, 
10100, ,0052,20140710,0083,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100020246,0,서울특별시 종로구 청운동 52-83번지,1,175,11110, 
10100, ,0052,20140710,0083,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100020246,0,서울특별시 종로구 청운동 52-83번지,1,176,11110, 
10100, ,0052,20090326,0106,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-3856,0,서울특별시 종로구 청운동 52-106번지,1,177,11110, 
10100, ,0052,20090326,0106,990, ,2,용도지구코드,기타지구, ,0,전체,11110-3856,0,서울특별시 종로구 청운동 52-106번지,1,178,11110, 
10100, ,0052,20100818,0108,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-674,0,서울특별시 종로구 청운동 52-108번지,1,179,11110, 
10100, ,0052,20190109,0127,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100033809,0,서울특별시 종로구 청운동 52-127번지,1,180,11110, 
10100, ,0052,20190109,0127,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100033809,0,서울특별시 종로구 청운동 52-127번지,1,181,11110, 
10100, ,0052,20190109,0127,UOA120,상대정화구역,3,용도구역코드,상대정화구역, ,0,전체,11110-100033809,0,서울특별시 종로구 청운동 52-127번지,1,182,11110, 
10100, ,0052,20190109,0127,ZQ0001,중점경관관리구역,3,용도구역코드,중점경관관리구역, ,0,전체,11110-100033809,0,서울특별시 종로구 청운동 52-127번지,0,183,11110, 
10100, ,0052,20190124,0128,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,1,184,11110, 
10100, ,0052,20190124,0128,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,1,185,11110, 
10100, ,0052,20190124,0128,ZQ0001,중점경관관리구역,3,용도구역코드,중점경관관리구역, ,0,전체,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,1,186,11110, 
10100, ,0052,20190124,0128,UOA120,상대정화구역,3,용도구역코드,상대정화구역, ,0,전체,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,0,187,11110, 
10100, ,0052,20190323,0131,UQA01X, ,1,용도지역코드,도시지역, ,0,전체,11110-100035831,0,서울특별시 종로구 청운동 52-131번지,1,188,11110, 
10100, ,0052,20190323,0131,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100035831,0,서울특별시 종로구 청운동 52-131번지,0,189,11110, 
10100, ,0052,20190323,0131,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100035831,0,서울특별시 종로구 청운동 52-131번지,1,190,11110, 
10100, ,0052,20190323,0131,ZQ0001,중점경관관리구역,3,용도구역코드,중점경관관리구역, ,0,전체,11110-100035831,0,서울특별시 종로구 청운동 52-131번지,1,191,11110, 
10100, ,0052,20190323,0131,UOA120,상대정화구역,3,용도구역코드,상대보호구역, ,0,전체,11110-100035831,0,서울특별시 종로구 청운동 52-131번지,0,192,11110, 
10100, ,0053,20180914,0003,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100017312,0,서울특별시 종로구 청운동 53-3번지,1,193,11110, 
10100, ,0053,20180914,0003,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100017312,0,서울특별시 종로구 청운동 53-3번지,1,194,11110, 
10100, ,0053,20130803,0008,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100016882,0,서울특별시 종로구 청운동 53-8번지,1,195,11110, 
10100, ,0053,20130803,0008,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100016882,0,서울특별시 종로구 청운동 53-8번지,1,196,11110, 
10100, ,0053,20141024,0008,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-1081,0,서울특별시 종로구 청운동 53-8번지,1,197,11110, 
10100, ,0053,20141024,0008,200, ,2,용도지구코드,경치지구, ,0,전체,11110-1081,0,서울특별시 종로구 청운동 53-8번지,1,198,11110, 
10100, ,0053,20120425,0016,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100013593,0,서울특별시 종로구 청운동 53-16번지,1,199,11110, 
10100, ,0053,20120425,0016,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100013593,0,서울특별시 종로구 청운동 53-16번지,1,200,11110, 
10100, ,0053,20090326,0017,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-92,0,서울특별시 종로구 청운동 53-17번지,1,201,11110, 
10100, ,0053,20090326,0017,411, ,2,용도지구코드,자연경관지구, ,0,전체,11110-92,0,서울특별시 종로구 청운동 53-17번지,1,202,11110, 
10100, ,0053,20090326,0018,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-4107,0,서울특별시 종로구 청운동 53-18번지,1,203,11110, 
10100, ,0053,20090326,0018,411, ,2,용도지구코드,자연경관지구, ,0,전체,11110-4107,0,서울특별시 종로구 청운동 53-18번지,1,204,11110, 
10100, ,0053,20140117,0019,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100018037,0,서울특별시 종로구 청운동 53-19번지,1,205,11110, 
10100, ,0053,20140117,0019,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100018037,0,서울특별시 종로구 청운동 53-19번지,1,206,11110, 
10100, ,0053,20120229,0031,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100013423,0,서울특별시 종로구 청운동 53-31번지,1,207,11110, 
10100, ,0053,20120229,0031,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100013423,0,서울특별시 종로구 청운동 53-31번지,1,208,11110, 
10100, ,0053,20090326,0056,0100, ,1,용도지역코드,도시지역, ,0,전체,11110-2635,0,서울특별시 종로구 청운동 53-56번지,0,209,11110, 
10100, ,0053,20090326,0056,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-2635,0,서울특별시 종로구 청운동 53-56번지,1,210,11110, 
10100, ,0053,20090326,0056,200, ,2,용도지구코드,경치지구, ,0,전체,11110-2635,0,서울특별시 종로구 청운동 53-56번지,1,211,11110, 
10100, ,0053,20090326,0057,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-4073,0,서울특별시 종로구 청운동 53-57번지,1,212,11110, 
10100, ,0053,20090326,0057,411, ,2,용도지구코드,자연경관지구, ,0,전체,11110-4073,0,서울특별시 종로구 청운동 53-57번지,1,213,11110, 
10100, ,0053,20130911,0060,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100018204,0,서울특별시 종로구 청운동 53-60번지,1,214,11110, 
10100, ,0053,20130911,0060,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100018204,0,서울특별시 종로구 청운동 53-60번지,1,215,11110, 
10100, ,0053,20131026,0060,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100018469,0,서울특별시 종로구 청운동 53-60번지,1,216,11110, 
10100, ,0053,20131026,0060,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100018469,0,서울특별시 종로구 청운동 53-60번지,1,217,11110, 
10100, ,0053,20150508,0060,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100022710,0,서울특별시 종로구 청운동 53-60번지,1,218,11110, 
10100, ,0053,20150508,0060,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100022710,0,서울특별시 종로구 청운동 53-60번지,1,219,11110, 
10100, ,0053,20180419,0060,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100030423,0,서울특별시 종로구 청운동 53-60번지,1,220,11110, 
10100, ,0053,20180419,0060,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100030423,0,서울특별시 종로구 청운동 53-60번지,1,221,11110, 
10100, ,0053,20090610,0078,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100007235,0,서울특별시 종로구 청운동 53-78번지,1,222,11110, 
10100, ,0053,20090610,0078,411, ,2,용도지구코드,자연경관지구, ,0,전체,11110-100007235,0,서울특별시 종로구 청운동 53-78번지,1,223,11110, 
10100, ,0053,20140411,0083,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-4118,0,서울특별시 종로구 청운동 53-83번지,1,224,11110, 
10100, ,0053,20140411,0083,411, ,2,용도지구코드,자연경관지구, ,0,전체,11110-4118,0,서울특별시 종로구 청운동 53-83번지,1,225,11110, 
10100, ,0053,20141021,0088,UQA001,도시지역,1,용도지역코드,도시지역, ,0,전체,11110-100017623,0,서울특별시 종로구 청운동 53-88번지,1,226,11110, 
10100, ,0053,20141021,0088,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100017623,0,서울특별시 종로구 청운동 53-88번지,0,227,11110, 
10100, ,0053,20141021,0088,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100017623,0,서울특별시 종로구 청운동 53-88번지,1,228,11110, 
10100, ,0056,20090326,0001,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-311,0,서울특별시 종로구 청운동 56-1번지,1,229,11110, 
10100, ,0056,20090326,0001,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-311,0,서울특별시 종로구 청운동 56-1번지,1,230,11110, 
10100, ,0056,20090326,0003,0100, ,1,용도지역코드,도시지역, ,0,전체,11110-4192,0,서울특별시 종로구 청운동 56-3번지,0,231,11110, 
10100, ,0056,20090326,0003,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-4192,0,서울특별시 종로구 청운동 56-3번지,1,232,11110, 
10100, ,0056,20150402,0004,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-1954,0,서울특별시 종로구 청운동 56-4번지,1,233,11110, 
10100, ,0056,20150402,0004,990, ,2,용도지구코드,기타지구, ,0,전체,11110-1954,0,서울특별시 종로구 청운동 56-4번지,1,234,11110, 
10100, ,0056,20140517,0014,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-2857,0,서울특별시 종로구 청운동 56-14번지,1,235,11110, 
10100, ,0056,20140517,0014,300, ,2,용도지구코드,자연환경지구, ,0,전체,11110-2857,0,서울특별시 종로구 청운동 56-14번지,1,236,11110, 
10100, ,0056,20090326,0041,0100, ,1,용도지역코드,도시지역, ,0,전체,11110-3663,0,서울특별시 종로구 청운동 56-41번지,0,237,11110, 
10100, ,0056,20090326,0041,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-3663,0,서울특별시 종로구 청운동 56-41번지,1,238,11110, 
10100, ,0056,20130618,0042,0100, ,1,용도지역코드,도시지역, ,0,전체,11110-429,0,서울특별시 종로구 청운동 56-42번지,0,239,11110, 
10100, ,0056,20130618,0042,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-429,0,서울특별시 종로구 청운동 56-42번지,1,240,11110, 
10100, ,0056,20171118,0044,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100023469,0,서울특별시 종로구 청운동 56-44번지,1,241,11110, 
10100, ,0056,20171118,0044,UQA001,도시지역,1,용도지역코드,도시지역, ,0,전체,11110-100023469,0,서울특별시 종로구 청운동 56-44번지,0,242,11110, 
10100, ,0056,20090326,0048,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-1658,0,서울특별시 종로구 청운동 56-48번지,1,243,11110, 
10100, ,0056,20140711,0049,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-2363,0,서울특별시 종로구 청운동 56-49번지,1,244,11110, 
10100, ,0056,20140711,0049,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-1861,0,서울특별시 종로구 청운동 56-49번지,1,245,11110, 
10100, ,0056,20100529,0060,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100012046,0,서울특별시 종로구 청운동 56-60번지,1,246,11110, 
10100, ,0056,20100529,0060,411, ,2,용도지구코드,자연경관지구, ,0,전체,11110-100012046,0,서울특별시 종로구 청운동 56-60번지,1,247,11110, 
10100, ,0056,20150207,0070,0100, ,1,용도지역코드,도시지역, ,0,전체,11110-100011630,0,서울특별시 종로구 청운동 56-70번지,1,248,11110, 
10100, ,0056,20150207,0070,1021, ,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100011630,0,서울특별시 종로구 청운동 56-70번지,0,249,11110, 
10100, ,0056,20150207,0070,318, ,3,용도구역코드,대공방어협조구역, ,0,전체,11110-100011630,0,서울특별시 종로구 청운동 56-70번지,1,250,11110, 
10100, ,0056,20150207,0070,272, ,3,용도구역코드,상대정화구역, ,0,전체,11110-100011630,0,서울특별시 종로구 청운동 56-70번지,0,251,11110, 
10100, ,0056,20160629,0077,UQA001,도시지역,1,용도지역코드,도시지역, ,0,전체,11110-100023518,0,서울특별시 종로구 청운동 56-77번지,1,252,11110, 
10100, ,0056,20160629,0077,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100023518,0,서울특별시 종로구 청운동 56-77번지,0,253,11110, 
10100, ,0056,20160629,0077,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100023518,0,서울특별시 종로구 청운동 56-77번지,1,254,11110, 
10100, ,0057,20161108,0027,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,1,255,11110, 
10100, ,0057,20170603,0042,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,1,256,11110, 
10100, ,0057,20170603,0042,UOA110,절대정화구역,3,용도구역코드,절대정화구역, ,0,전체,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,1,257,11110, 
10100,57,0057,20130618,0064,1020, ,1,용도지역코드,일반주거지역,64,0,전체,11110-1006,0,서울특별시 종로구 청운동 57-64번지,1,258,11110,서울시 종로구 청운동
10100,57,0057,20130618,0064,112, ,2,용도지구코드,최고고도지구,64,0,전체,11110-1006,0,서울특별시 종로구 청운동 57-64번지,1,259,11110,서울시 종로구 청운동
10100, ,0057,20150109,0064,UQA122,제2종일반주거지역,1,용도지역코드,제2종일반주거지역, ,0,전체,11110-100021666,0,서울특별시 종로구 청운동 57-64번지,1,260,11110, 
10100, ,0060,20090326,0000,1022, ,1,용도지역코드,제2종일반주거지역, ,0,전체,11110-100005957,0,서울특별시 종로구 청운동 60번지,1,261,11110, 
10100, ,0060,20090326,0000,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-100005957,0,서울특별시 종로구 청운동 60번지,1,262,11110, 
10100, ,0063,20190329,0000,UQA122,제2종일반주거지역,1,용도지역코드,제2종일반주거지역, ,0,전체,11110-100034531,0,서울특별시 종로구 청운동 63번지,1,263,11110, 
10100, ,0063,20190329,0000,UQH100,고도지구,2,용도지구코드,고도지구, ,0,전체,11110-100034531,0,서울특별시 종로구 청운동 63번지,1,264,11110, 
10100, ,0063,20190329,0000,ZQ0001,중점경관관리구역,3,용도구역코드,중점경관관리구역, ,0,전체,11110-100034531,0,서울특별시 종로구 청운동 63번지,1,265,11110, 
10100, ,0065,20180616,0000,UQA122,제2종일반주거지역,1,용도지역코드,제2종일반주거지역, ,0,전체,11110-100030046,0,서울특별시 종로구 청운동 65번지,1,266,11110, 
10100, ,0065,20180616,0000,UQA001,도시지역,1,용도지역코드,도시지역, ,0,전체,11110-100030046,0,서울특별시 종로구 청운동 65번지,0,267,11110, 
10100, ,0065,20180616,0000,UQH110,최고고도지구,2,용도지구코드,최고고도지구, ,0,전체,11110-100030046,0,서울특별시 종로구 청운동 65번지,1,268,11110, 
10100, ,0065,20180616,0000,ZQ0001,중점경관관리구역,3,용도구역코드,중점경관관리구역, ,0,전체,11110-100030046,0,서울특별시 종로구 청운동 65번지,1,269,11110, 
10100, ,0065,20180616,0000,UOA120,상대정화구역,3,용도구역코드,상대보호구역, ,0,전체,11110-100030046,0,서울특별시 종로구 청운동 65번지,0,270,11110, 
10100, ,0065,20190112,0000,UQA122,제2종일반주거지역,1,용도지역코드,제2종일반주거지역, ,0,전체,11110-100030967,0,서울특별시 종로구 청운동 65번지,1,271,11110, 
10100, ,0065,20190112,0000,UQA001,도시지역,1,용도지역코드,도시지역, ,0,전체,11110-100030967,0,서울특별시 종로구 청운동 65번지,0,272,11110, 
10100, ,0065,20190112,0000,UQH100,고도지구,2,용도지구코드,고도지구, ,0,전체,11110-100030967,0,서울특별시 종로구 청운동 65번지,1,273,11110, 
10100, ,0065,20190112,0000,ZQ0001,중점경관관리구역,3,용도구역코드,중점경관관리구역, ,0,전체,11110-100030967,0,서울특별시 종로구 청운동 65번지,1,274,11110, 
10100, ,0065,20190112,0000,UOA120,상대정화구역,3,용도구역코드,상대보호구역, ,0,전체,11110-100030967,0,서울특별시 종로구 청운동 65번지,0,275,11110, 
10100, ,0069,20090326,0000,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-2051,0,서울특별시 종로구 청운동 69번지,1,276,11110, 
10100, ,0069,20090326,0000,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-2051,0,서울특별시 종로구 청운동 69번지,1,277,11110, 
10100, ,0071,20130221,0002,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-810,0,서울특별시 종로구 청운동 71-2번지,1,278,11110, 
10100, ,0071,20130221,0002,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-810,0,서울특별시 종로구 청운동 71-2번지,1,279,11110, 
10100, ,0079,20090326,0002,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-1790,0,서울특별시 종로구 청운동 79-2번지,1,280,11110, 
10100, ,0079,20170112,0002,UQA120,일반주거지역,1,용도지역코드,일반주거지역, ,0,전체,11110-100027082,0,서울특별시 종로구 청운동 79-2번지,1,281,11110, 
10100, ,0081,20180531,0001,UQA001,도시지역,1,용도지역코드,도시지역, ,0,전체,11110-100027370,0,서울특별시 종로구 청운동 81-1번지,1,282,11110, 
10100, ,0081,20180531,0001,UQA122,제2종일반주거지역,1,용도지역코드,제2종일반주거지역, ,0,전체,11110-100027370,0,서울특별시 종로구 청운동 81-1번지,0,283,11110, 
10100, ,0081,20180531,0001,UQH110,최고고도지구,2,용도지구코드,최고고도지구, ,0,전체,11110-100027370,0,서울특별시 종로구 청운동 81-1번지,1,284,11110, 
10100, ,0081,20180531,0001,ZQ0001,중점경관관리구역,3,용도구역코드,중점경관관리구역, ,0,전체,11110-100027370,0,서울특별시 종로구 청운동 81-1번지,1,285,11110, 
10100, ,0081,20180531,0001,UOA110,절대정화구역,3,용도구역코드,절대정화구역, ,0,전체,11110-100027370,0,서울특별시 종로구 청운동 81-1번지,0,286,11110, 
10100, ,0081,20180531,0001,UOA120,상대정화구역,3,용도구역코드,상대정화구역, ,0,전체,11110-100027370,0,서울특별시 종로구 청운동 81-1번지,0,287,11110, 
10100, ,0089,20160805,0002,UQA122,제2종일반주거지역,1,용도지역코드,제2종일반주거지역, ,0,전체,11110-100025951,0,서울특별시 종로구 청운동 89-2번지,1,288,11110, 
10100, ,0089,20090326,0005,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-1530,0,서울특별시 종로구 청운동 89-5번지,1,289,11110, 
10100, ,0089,20090326,0005,102, ,2,용도지구코드,역사문화미관지구, ,0,전체,11110-1530,0,서울특별시 종로구 청운동 89-5번지,1,290,11110, 
10100, ,0089,20090326,0005,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-1530,0,서울특별시 종로구 청운동 89-5번지,0,291,11110, 
10100, ,0089,20090326,0005,200, ,2,용도지구코드,경치지구, ,0,전체,11110-1530,0,서울특별시 종로구 청운동 89-5번지,0,292,11110, 
10100, ,0089,20150310,0012,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100022249,0,서울특별시 종로구 청운동 89-12번지,1,293,11110, 
10100, ,0089,20150310,0012,UQG120,역사문화미관지구,2,용도지구코드,역사문화미관지구, ,0,전체,11110-100022249,0,서울특별시 종로구 청운동 89-12번지,1,294,11110, 
10100, ,0089,20150310,0012,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100022249,0,서울특별시 종로구 청운동 89-12번지,0,295,11110, 
10100, ,0089,20150310,0012,UQH110,최고고도지구,2,용도지구코드,최고고도지구, ,0,전체,11110-100022249,0,서울특별시 종로구 청운동 89-12번지,0,296,11110, 
10100, ,0089,20090326,0017,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-799,0,서울특별시 종로구 청운동 89-17번지,1,297,11110, 
10100, ,0089,20090326,0017,300, ,2,용도지구코드,자연환경지구, ,0,전체,11110-799,0,서울특별시 종로구 청운동 89-17번지,1,298,11110, 
10100, ,0089,20090326,0017,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-799,0,서울특별시 종로구 청운동 89-17번지,0,299,11110, 
10100, ,0089,20090326,0020,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-2536,0,서울특별시 종로구 청운동 89-20번지,1,300,11110, 
10100, ,0089,20090326,0020,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-2536,0,서울특별시 종로구 청운동 89-20번지,1,301,11110, 
10100, ,0089,20090326,0020,200, ,2,용도지구코드,경치지구, ,0,전체,11110-2536,0,서울특별시 종로구 청운동 89-20번지,0,302,11110, 
10100, ,0089,20090326,0021,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-1614,0,서울특별시 종로구 청운동 89-21번지,1,303,11110, 
10100, ,0089,20090326,0021,300, ,2,용도지구코드,자연환경지구, ,0,전체,11110-1614,0,서울특별시 종로구 청운동 89-21번지,1,304,11110, 
10100, ,0089,20090326,0021,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-1614,0,서울특별시 종로구 청운동 89-21번지,0,305,11110, 
10100, ,0089,20090326,0022,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-947,0,서울특별시 종로구 청운동 89-22번지,1,306,11110, 
10100, ,0089,20090326,0022,200, ,2,용도지구코드,경치지구, ,0,전체,11110-947,0,서울특별시 종로구 청운동 89-22번지,1,307,11110, 
10100, ,0089,20090326,0022,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-947,0,서울특별시 종로구 청운동 89-22번지,0,308,11110, 
10100, ,0089,20090326,0023,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-491,0,서울특별시 종로구 청운동 89-23번지,1,309,11110, 
10100, ,0089,20090326,0023,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-491,0,서울특별시 종로구 청운동 89-23번지,1,310,11110, 
10100, ,0089,20090326,0023,200, ,2,용도지구코드,경치지구, ,0,전체,11110-491,0,서울특별시 종로구 청운동 89-23번지,0,311,11110, 
10100, ,0089,20090326,0108,1020, ,1,용도지역코드,일반주거지역, ,0,전체,11110-2061,0,서울특별시 종로구 청운동 89-108번지,1,312,11110, 
10100, ,0089,20090326,0108,112, ,2,용도지구코드,최고고도지구, ,0,전체,11110-2061,0,서울특별시 종로구 청운동 89-108번지,1,313,11110, 
10100, ,0089,20170727,0109,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100026815,0,서울특별시 종로구 청운동 89-109번지,1,314,11110, 
10100, ,0089,20170727,0109,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100026815,0,서울특별시 종로구 청운동 89-109번지,1,315,11110, 
10100, ,0089,20170727,0109,UQH110,최고고도지구,2,용도지구코드,최고고도지구, ,0,전체,11110-100026815,0,서울특별시 종로구 청운동 89-109번지,0,316,11110, 
10100, ,0089,20171118,0109,UQA001,도시지역,1,용도지역코드,도시지역, ,0,전체,11110-100018883,0,서울특별시 종로구 청운동 89-109번지,1,317,11110, 
10100, ,0089,20171118,0109,UQA121,제1종일반주거지역,1,용도지역코드,제1종일반주거지역, ,0,전체,11110-100018883,0,서울특별시 종로구 청운동 89-109번지,0,318,11110, 
10100, ,0089,20171118,0109,UQF110,자연경관지구,2,용도지구코드,자연경관지구, ,0,전체,11110-100018883,0,서울특별시 종로구 청운동 89-109번지,1,319,11110, 
10100, ,0089,20171118,0109,UQH110,최고고도지구,2,용도지구코드,최고고도지구, ,0,전체,11110-100018883,0,서울특별시 종로구 청운동 89-109번지,0,320,11110, 
10100, ,0089,20171118,0109,UNA200, ,3,용도구역코드,대공방어 협조구역, ,0,전체,11110-100018883,0,서울특별시 종로구 청운동 89-109번지,1,321,11110, 
