area,bjdongCd,block,bun,crtnDay,etcPurps,exposPubuseGbCd,exposPubuseGbCdNm,flrGbCd,flrGbCdNm,flrNo,ji,lot,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,mgmHoDetlPk,mgmHoExposPubuseAreaPk,platGbCd,platPlc,pngtypGbNm,rnum,sigunguCd,splotNm,strctCd,strctCdNm
19.89,10200, ,0006,20131010,주차장,2,공용,20,지상,2,0053, ,0,주건축물,02003,다세대주택,11110-12035,11110-48539,0,서울특별시 종로구 신교동 6-53번지,26A,104,11110, ,21,철근콘크리트구조
6.17,10200, ,0006,20131010,계단실,2,공용,20,지상,2,0053, ,0,주건축물,02003,다세대주택,11110-12035,11110-48540,0,서울특별시 종로구 신교동 6-53번지,26A,105,11110, ,21,철근콘크리트구조
60.82,10200, ,0006,20131010, ,1,전유,20,지상,3,0053, ,0,주건축물,02003,다세대주택,11110-12035,11110-48541,0,서울특별시 종로구 신교동 6-53번지,26A,106,11110, ,21,철근콘크리트구조
19.89,10200, ,0006,20131010,주차장,2,공용,20,지상,2,0053, ,0,주건축물,02003,다세대주택,11110-12035,11110-48542,0,서울특별시 종로구 신교동 6-53번지,26A,107,11110, ,21,철근콘크리트구조
6.17,10200, ,0006,20131010,계단실,2,공용,20,지상,2,0053, ,0,주건축물,02003,다세대주택,11110-12035,11110-48543,0,서울특별시 종로구 신교동 6-53번지,26A,108,11110, ,21,철근콘크리트구조
64.83,10200, ,0006,20131010, ,1,전유,20,지상,1,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48523,0,서울특별시 종로구 신교동 6-53번지,28B,109,11110, ,21,철근콘크리트구조
21.2,10200, ,0006,20131010,주차장,2,공용,20,지상,1,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48524,0,서울특별시 종로구 신교동 6-53번지,28B,110,11110, ,21,철근콘크리트구조
6.58,10200, ,0006,20131010,계단실,2,공용,20,지상,1,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48525,0,서울특별시 종로구 신교동 6-53번지,28B,111,11110, ,21,철근콘크리트구조
64.83,10200, ,0006,20131010, ,1,전유,20,지상,2,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48526,0,서울특별시 종로구 신교동 6-53번지,28B,112,11110, ,21,철근콘크리트구조
21.2,10200, ,0006,20131010,주차장,2,공용,20,지상,1,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48527,0,서울특별시 종로구 신교동 6-53번지,28B,113,11110, ,21,철근콘크리트구조
6.58,10200, ,0006,20131010,계단실,2,공용,20,지상,1,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48528,0,서울특별시 종로구 신교동 6-53번지,28B,114,11110, ,21,철근콘크리트구조
64.83,10200, ,0006,20131010, ,1,전유,20,지상,3,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48529,0,서울특별시 종로구 신교동 6-53번지,28B,115,11110, ,21,철근콘크리트구조
21.2,10200, ,0006,20131010,주차장,2,공용,20,지상,1,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48530,0,서울특별시 종로구 신교동 6-53번지,28B,116,11110, ,21,철근콘크리트구조
6.58,10200, ,0006,20131010,계단실,2,공용,20,지상,1,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48531,0,서울특별시 종로구 신교동 6-53번지,28B,117,11110, ,21,철근콘크리트구조
64.83,10200, ,0006,20131010, ,1,전유,20,지상,4,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48532,0,서울특별시 종로구 신교동 6-53번지,28B,118,11110, ,21,철근콘크리트구조
21.2,10200, ,0006,20131010,주차장,2,공용,20,지상,1,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48533,0,서울특별시 종로구 신교동 6-53번지,28B,119,11110, ,21,철근콘크리트구조
6.58,10200, ,0006,20131010,계단실,2,공용,20,지상,1,0053, ,0,주건축물,02003,다세대주택,11110-12034,11110-48534,0,서울특별시 종로구 신교동 6-53번지,28B,120,11110, ,21,철근콘크리트구조
52.14,10200, ,0006,20150331,다세대주택,1,전유,21,복수층(하층),0,0080, ,0,주건축물,02003,다세대주택,11110-100011163,11110-100027508,0,서울특별시 종로구 신교동 6-80번지,30B,121,11110, ,21,철근콘크리트구조
31.16,10200, ,0006,20150331,다세대주택,1,전유,22,복수층(상층),0,0080, ,0,주건축물,02003,다세대주택,11110-100011163,11110-100027509,0,서울특별시 종로구 신교동 6-80번지,30B,122,11110, ,21,철근콘크리트구조
13.16,10200, ,0006,20150331,계단실,2,공용,40,각층,0,0080, ,0,주건축물,02003,다세대주택,11110-100011163,11110-100027510,0,서울특별시 종로구 신교동 6-80번지,30B,123,11110, ,21,철근콘크리트구조
84.84,10200, ,0006,20150331,다세대주택,1,전유,20,지상,2,0080, ,0,주건축물,02003,다세대주택,11110-100011162,11110-100027506,0,서울특별시 종로구 신교동 6-80번지,30A,124,11110, ,21,철근콘크리트구조
13.16,10200, ,0006,20150331,계단실,2,공용,40,각층,0,0080, ,0,주건축물,02003,다세대주택,11110-100011162,11110-100027507,0,서울특별시 종로구 신교동 6-80번지,30A,125,11110, ,21,철근콘크리트구조
84.84,10200, ,0006,20150331,다세대주택,1,전유,20,지상,3,0080, ,0,주건축물,02003,다세대주택,11110-100011161,11110-100027504,0,서울특별시 종로구 신교동 6-80번지,30A,126,11110, ,21,철근콘크리트구조
13.16,10200, ,0006,20150331,계단실,2,공용,40,각층,0,0080, ,0,주건축물,02003,다세대주택,11110-100011161,11110-100027505,0,서울특별시 종로구 신교동 6-80번지,30A,127,11110, ,21,철근콘크리트구조
30.53,10200,12,0012,20131126, ,1,전유,20,지상,3,0000, ,0,주건축물,02003,다세대주택,11110-1596,11110-5730,0,서울특별시 종로구 신교동 12번지,11.12,128,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
4.29,10200,12,0012,20131126,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1596,11110-5731,0,서울특별시 종로구 신교동 12번지,11.12,129,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
1.87,10200,12,0012,20131126,복도,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1596,11110-5732,0,서울특별시 종로구 신교동 12번지,11.12,130,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
30.53,10200,12,0012,20131126, ,1,전유,20,지상,2,0000, ,0,주건축물,02003,다세대주택,11110-1594,11110-5724,0,서울특별시 종로구 신교동 12번지,11.12,131,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
4.29,10200,12,0012,20131126,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1594,11110-5725,0,서울특별시 종로구 신교동 12번지,11.12,132,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
1.87,10200,12,0012,20131126,복도,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1594,11110-5726,0,서울특별시 종로구 신교동 12번지,11.12,133,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
30.53,10200,12,0012,20131126, ,1,전유,20,지상,4,0000, ,0,주건축물,02003,다세대주택,11110-1598,11110-5736,0,서울특별시 종로구 신교동 12번지,11.12,134,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
4.29,10200,12,0012,20131126,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1598,11110-5737,0,서울특별시 종로구 신교동 12번지,11.12,135,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
1.87,10200,12,0012,20131126,복도,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1598,11110-5738,0,서울특별시 종로구 신교동 12번지,11.12,136,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
30.53,10200,12,0012,20131126, ,1,전유,20,지상,5,0000, ,0,주건축물,02003,다세대주택,11110-1600,11110-5742,0,서울특별시 종로구 신교동 12번지,11.12,137,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
4.29,10200,12,0012,20131126,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1600,11110-5743,0,서울특별시 종로구 신교동 12번지,11.12,138,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
1.87,10200,12,0012,20131126,복도,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1600,11110-5744,0,서울특별시 종로구 신교동 12번지,11.12,139,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
49.46,10200,12,0012,20131126, ,1,전유,20,지상,2,0000, ,0,주건축물,02003,다세대주택,11110-1595,11110-5727,0,서울특별시 종로구 신교동 12번지,18,140,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
6.94,10200,12,0012,20131126,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1595,11110-5728,0,서울특별시 종로구 신교동 12번지,18,141,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
3.02,10200,12,0012,20131126,복도,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1595,11110-5729,0,서울특별시 종로구 신교동 12번지,18,142,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
49.46,10200,12,0012,20131126, ,1,전유,20,지상,3,0000, ,0,주건축물,02003,다세대주택,11110-1597,11110-5733,0,서울특별시 종로구 신교동 12번지,18,143,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
6.94,10200,12,0012,20131126,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1597,11110-5734,0,서울특별시 종로구 신교동 12번지,18,144,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
3.02,10200,12,0012,20131126,복도,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1597,11110-5735,0,서울특별시 종로구 신교동 12번지,18,145,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
49.46,10200,12,0012,20131126, ,1,전유,20,지상,4,0000, ,0,주건축물,02003,다세대주택,11110-1599,11110-5739,0,서울특별시 종로구 신교동 12번지,18,146,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
6.94,10200,12,0012,20131126,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1599,11110-5740,0,서울특별시 종로구 신교동 12번지,18,147,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
3.02,10200,12,0012,20131126,복도,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1599,11110-5741,0,서울특별시 종로구 신교동 12번지,18,148,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
49.46,10200,12,0012,20131126, ,1,전유,20,지상,5,0000, ,0,주건축물,02003,다세대주택,11110-1601,11110-5745,0,서울특별시 종로구 신교동 12번지,18,149,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
6.94,10200,12,0012,20131126,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1601,11110-5746,0,서울특별시 종로구 신교동 12번지,18,150,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
3.02,10200,12,0012,20131126,복도,2,공용,40,각층,0,0000, ,0,주건축물,02005,부대시설,11110-1601,11110-5747,0,서울특별시 종로구 신교동 12번지,18,151,11110,서울특별시 종로구 신교동,21,철근콘크리트구조
34.61,10200, ,0017,20140905,1세대,1,전유,20,지상,6,0006, ,0,주건축물,02003,다세대주택,11110-100009498,11110-100024533,0,서울특별시 종로구 신교동 17-6번지,a,152,11110, ,32,경량철골구조
9.5,10200, ,0017,20140905,계단실,2,공용,20,지상,6,0006, ,0,주건축물,02003,다세대주택,11110-100009498,11110-100024534,0,서울특별시 종로구 신교동 17-6번지,a,153,11110, ,21,철근콘크리트구조
57.77,10200, ,0017,20170524, ,1,전유,20,지상,2,0010, ,0,주건축물,02003,다세대주택,11110-100013689,11110-100034985,0,서울특별시 종로구 신교동 17-10번지,D,154,11110, ,21,철근콘크리트구조
6.9,10200, ,0017,20170524,계단실,2,공용,40,각층,0,0010, ,0,주건축물,02003,다세대주택,11110-100013689,11110-100034986,0,서울특별시 종로구 신교동 17-10번지,D,155,11110, ,21,철근콘크리트구조
58.05,10200, ,0017,20170524, ,1,전유,20,지상,3,0010, ,0,주건축물,02003,다세대주택,11110-100013693,11110-100034993,0,서울특별시 종로구 신교동 17-10번지,C,156,11110, ,21,철근콘크리트구조
6.93,10200, ,0017,20170524,계단실,2,공용,40,각층,0,0010, ,0,주건축물,02003,다세대주택,11110-100013693,11110-100034994,0,서울특별시 종로구 신교동 17-10번지,C,157,11110, ,21,철근콘크리트구조
53.56,10200, ,0017,20170524, ,1,전유,20,지상,4,0010, ,0,주건축물,02003,다세대주택,11110-100013692,11110-100034991,0,서울특별시 종로구 신교동 17-10번지,E,158,11110, ,21,철근콘크리트구조
6.4,10200, ,0017,20170524,계단실,2,공용,40,각층,0,0010, ,0,주건축물,02003,다세대주택,11110-100013692,11110-100034992,0,서울특별시 종로구 신교동 17-10번지,E,159,11110, ,21,철근콘크리트구조
58.05,10200, ,0017,20170524, ,1,전유,20,지상,2,0010, ,0,주건축물,02003,다세대주택,11110-100013690,11110-100034987,0,서울특별시 종로구 신교동 17-10번지,C,160,11110, ,21,철근콘크리트구조
6.93,10200, ,0017,20170524,계단실,2,공용,40,각층,0,0010, ,0,주건축물,02003,다세대주택,11110-100013690,11110-100034988,0,서울특별시 종로구 신교동 17-10번지,C,161,11110, ,21,철근콘크리트구조
55.63,10200, ,0017,20170524, ,1,전유,20,지상,4,0010, ,0,주건축물,02003,다세대주택,11110-100013691,11110-100034989,0,서울특별시 종로구 신교동 17-10번지,F,162,11110, ,21,철근콘크리트구조
6.65,10200, ,0017,20170524,계단실,2,공용,40,각층,0,0010, ,0,주건축물,02003,다세대주택,11110-100013691,11110-100034990,0,서울특별시 종로구 신교동 17-10번지,F,163,11110, ,21,철근콘크리트구조
57.77,10200, ,0017,20170524, ,1,전유,20,지상,3,0010, ,0,주건축물,02003,다세대주택,11110-100013688,11110-100034983,0,서울특별시 종로구 신교동 17-10번지,D,164,11110, ,21,철근콘크리트구조
6.9,10200, ,0017,20170524,계단실,2,공용,40,각층,0,0010, ,0,주건축물,02003,다세대주택,11110-100013688,11110-100034984,0,서울특별시 종로구 신교동 17-10번지,D,165,11110, ,21,철근콘크리트구조
59.12,10200, ,0017,20170524, ,1,전유,20,지상,3,0010, ,0,주건축물,02003,다세대주택,11110-100013686,11110-100034979,0,서울특별시 종로구 신교동 17-10번지,B,166,11110, ,21,철근콘크리트구조
7.07,10200, ,0017,20170524,계단실,2,공용,40,각층,0,0010, ,0,주건축물,02003,다세대주택,11110-100013686,11110-100034980,0,서울특별시 종로구 신교동 17-10번지,B,167,11110, ,21,철근콘크리트구조
59.12,10200, ,0017,20170524, ,1,전유,20,지상,2,0010, ,0,주건축물,02003,다세대주택,11110-100013687,11110-100034981,0,서울특별시 종로구 신교동 17-10번지,B,168,11110, ,21,철근콘크리트구조
7.07,10200, ,0017,20170524,계단실,2,공용,40,각층,0,0010, ,0,주건축물,02003,다세대주택,11110-100013687,11110-100034982,0,서울특별시 종로구 신교동 17-10번지,B,169,11110, ,21,철근콘크리트구조
58.05,10200, ,0017,20170524, ,1,전유,20,지상,4,0010, ,0,주건축물,02003,다세대주택,11110-100013695,11110-100034997,0,서울특별시 종로구 신교동 17-10번지,C,170,11110, ,21,철근콘크리트구조
6.93,10200, ,0017,20170524,계단실,2,공용,40,각층,0,0010, ,0,주건축물,02003,다세대주택,11110-100013695,11110-100034998,0,서울특별시 종로구 신교동 17-10번지,C,171,11110, ,21,철근콘크리트구조
59.95,10200, ,0017,20170524, ,1,전유,20,지상,1,0010, ,0,주건축물,02003,다세대주택,11110-100013694,11110-100034995,0,서울특별시 종로구 신교동 17-10번지,A,172,11110, ,21,철근콘크리트구조
7.16,10200, ,0017,20170524,계단실,2,공용,40,각층,0,0010, ,0,주건축물,02003,다세대주택,11110-100013694,11110-100034996,0,서울특별시 종로구 신교동 17-10번지,A,173,11110, ,21,철근콘크리트구조
38.16,10200, ,0017,20110723, ,1,전유,20,지상,1,0021, ,0,주건축물,02003,다세대주택,11110-20044,11110-87546,0,서울특별시 종로구 신교동 17-21번지,14.83b,174,11110, ,21,철근콘크리트구조
10.86,10200, ,0017,20110723,계단실,2,공용,40,각층,0,0021, ,0,주건축물,02003,다세대주택,11110-20044,11110-87547,0,서울특별시 종로구 신교동 17-21번지,14.83b,175,11110, ,21,철근콘크리트구조
38.16,10200, ,0017,20110723, ,1,전유,21,복수층(하층),4,0021, ,0,주건축물,02003,다세대주택,11110-20047,11110-87552,0,서울특별시 종로구 신교동 17-21번지,17.36a,176,11110, ,21,철근콘크리트구조
6.5,10200, ,0017,20110723, ,1,전유,22,복수층(상층),4,0021, ,0,주건축물,02003,다세대주택,11110-20047,11110-87553,0,서울특별시 종로구 신교동 17-21번지,17.36a,177,11110, ,21,철근콘크리트구조
12.72,10200, ,0017,20110723,계단실,2,공용,40,각층,0,0021, ,0,주건축물,02003,다세대주택,11110-20047,11110-87554,0,서울특별시 종로구 신교동 17-21번지,17.36a,178,11110, ,21,철근콘크리트구조
38.16,10200, ,0017,20110723, ,1,전유,20,지상,3,0021, ,0,주건축물,02003,다세대주택,11110-20046,11110-87550,0,서울특별시 종로구 신교동 17-21번지,14.83d,179,11110, ,21,철근콘크리트구조
10.86,10200, ,0017,20110723,계단실,2,공용,40,각층,0,0021, ,0,주건축물,02003,다세대주택,11110-20046,11110-87551,0,서울특별시 종로구 신교동 17-21번지,14.83d,180,11110, ,21,철근콘크리트구조
38.16,10200, ,0017,20110723, ,1,전유,20,지상,2,0021, ,0,주건축물,02003,다세대주택,11110-20045,11110-87548,0,서울특별시 종로구 신교동 17-21번지,14.83c,181,11110, ,21,철근콘크리트구조
10.86,10200, ,0017,20110723,계단실,2,공용,40,각층,0,0021, ,0,주건축물,02003,다세대주택,11110-20045,11110-87549,0,서울특별시 종로구 신교동 17-21번지,14.83c,182,11110, ,21,철근콘크리트구조
38.16,10200, ,0017,20110723, ,1,전유,10,지하,1,0021, ,0,주건축물,02003,다세대주택,11110-20043,11110-87544,0,서울특별시 종로구 신교동 17-21번지,14.83a,183,11110, ,21,철근콘크리트구조
10.86,10200, ,0017,20110723,계단실,2,공용,40,각층,0,0021, ,0,주건축물,02003,다세대주택,11110-20043,11110-87545,0,서울특별시 종로구 신교동 17-21번지,14.83a,184,11110, ,21,철근콘크리트구조
31.2,10200, ,0017,20100827, ,1,전유,20,지상,2,0044, ,0,주건축물,02003,다세대주택,11110-69,11110-475,0,서울특별시 종로구 신교동 17-44번지,9.44,185,11110, ,21,철근콘크리트구조
6.97,10200, ,0017,20100827,계단실,2,공용,40,각층,0,0044, ,0,주건축물,02003,다세대주택,11110-69,11110-476,0,서울특별시 종로구 신교동 17-44번지,9.44,186,11110, ,21,철근콘크리트구조
31.8,10200, ,0017,20100827, ,1,전유,20,지상,3,0044, ,0,주건축물,02003,다세대주택,11110-70,11110-477,0,서울특별시 종로구 신교동 17-44번지,9.62,187,11110, ,21,철근콘크리트구조
7.11,10200, ,0017,20100827,계단실,2,공용,40,각층,0,0044, ,0,주건축물,02003,다세대주택,11110-70,11110-478,0,서울특별시 종로구 신교동 17-44번지,9.62,188,11110, ,21,철근콘크리트구조
31.2,10200, ,0017,20100827, ,1,전유,20,지상,1,0044, ,0,주건축물,02003,다세대주택,11110-68,11110-473,0,서울특별시 종로구 신교동 17-44번지,9.44,189,11110, ,21,철근콘크리트구조
6.97,10200, ,0017,20100827,계단실,2,공용,40,각층,0,0044, ,0,주건축물,02003,다세대주택,11110-68,11110-474,0,서울특별시 종로구 신교동 17-44번지,9.44,190,11110, ,21,철근콘크리트구조
31.8,10200, ,0017,20100827, ,1,전유,20,지상,4,0044, ,0,주건축물,02003,다세대주택,11110-71,11110-479,0,서울특별시 종로구 신교동 17-44번지,9.62,191,11110, ,21,철근콘크리트구조
7.11,10200, ,0017,20100827,계단실,2,공용,40,각층,0,0044, ,0,주건축물,02003,다세대주택,11110-71,11110-480,0,서울특별시 종로구 신교동 17-44번지,9.62,192,11110, ,21,철근콘크리트구조
31.2,10200, ,0017,20100827, ,1,전유,20,지상,-1,0044, ,0,주건축물,02003,다세대주택,11110-67,11110-471,0,서울특별시 종로구 신교동 17-44번지,9.44,193,11110, ,21,철근콘크리트구조
6.97,10200, ,0017,20100827,계단실,2,공용,40,각층,0,0044, ,0,주건축물,02003,다세대주택,11110-67,11110-472,0,서울특별시 종로구 신교동 17-44번지,9.44,194,11110, ,21,철근콘크리트구조
32.21,10200, ,0017,20090326, ,1,전유,20,지상,1,0046, ,0,주건축물,02003,다세대주택,11110-19081,11110-84930,0,서울특별시 종로구 신교동 17-46번지,11.91,195,11110, ,21,철근콘크리트구조
7.17,10200, ,0017,20090326,계단실,2,공용,40,각층,0,0046, ,0,주건축물,02003,다세대주택,11110-19081,11110-84931,0,서울특별시 종로구 신교동 17-46번지,11.91,196,11110, ,21,철근콘크리트구조
34.12,10200, ,0017,20090326, ,1,전유,20,지상,3,0046, ,0,주건축물,02003,다세대주택,11110-19082,11110-84932,0,서울특별시 종로구 신교동 17-46번지,12.62,197,11110, ,21,철근콘크리트구조
7.59,10200, ,0017,20090326,계단실,2,공용,40,각층,0,0046, ,0,주건축물,02003,다세대주택,11110-19082,11110-84933,0,서울특별시 종로구 신교동 17-46번지,12.62,198,11110, ,21,철근콘크리트구조
97.5,10200, ,0059,20120831,학원,1,전유,20,지상,2,0000, ,0,주건축물,04010,학원,11110-100005416,11110-100010564,0,서울특별시 종로구 신교동 59번지,202,199,11110, ,21,철근콘크리트구조
116.79,10200, ,0059,20130417, ,1,전유,20,지상,2,0000, ,0,주건축물,03020,체육도장,11110-100006664,11110-100014976,0,서울특별시 종로구 신교동 59번지,201,200,11110, ,21,철근콘크리트구조
15.21,10200, ,0059,20130417,주차장,2,공용,20,지상,2,0000, ,0,주건축물,03020,체육도장,11110-100006664,11110-100014977,0,서울특별시 종로구 신교동 59번지,201,201,11110, ,21,철근콘크리트구조
27.58,10200, ,0059,20130417,"계단실, 화장실",2,공용,20,지상,2,0000, ,0,주건축물,03020,체육도장,11110-100006664,11110-100014978,0,서울특별시 종로구 신교동 59번지,201,202,11110, ,21,철근콘크리트구조
67.44,10200, ,0070,20131126, ,1,전유,20,지상,3,0001, ,0,주건축물,02003,다세대주택,11110-6385,11110-23488,0,서울특별시 종로구 신교동 70-1번지,24.14,203,11110, ,21,철근콘크리트구조
9.63,10200, ,0070,20131126,계단실,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6385,11110-23489,0,서울특별시 종로구 신교동 70-1번지,24.14,204,11110, ,21,철근콘크리트구조
2.73,10200, ,0070,20131126,ELEV,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6385,11110-23490,0,서울특별시 종로구 신교동 70-1번지,24.14,205,11110, ,21,철근콘크리트구조
74.67,10200, ,0070,20131126, ,1,전유,20,지상,3,0001, ,0,주건축물,02003,다세대주택,11110-6386,11110-23491,0,서울특별시 종로구 신교동 70-1번지,26.73,206,11110, ,21,철근콘크리트구조
10.67,10200, ,0070,20131126,계단실,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6386,11110-23492,0,서울특별시 종로구 신교동 70-1번지,26.73,207,11110, ,21,철근콘크리트구조
3.02,10200, ,0070,20131126,ELEV,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6386,11110-23493,0,서울특별시 종로구 신교동 70-1번지,26.73,208,11110, ,21,철근콘크리트구조
130.74,10200, ,0070,20131126, ,1,전유,20,지상,5,0001, ,0,주건축물,02003,다세대주택,11110-6389,11110-23500,0,서울특별시 종로구 신교동 70-1번지,46.80,209,11110, ,21,철근콘크리트구조
18.68,10200, ,0070,20131126,계단실,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6389,11110-23501,0,서울특별시 종로구 신교동 70-1번지,46.80,210,11110, ,21,철근콘크리트구조
5.3,10200, ,0070,20131126,ELEV,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6389,11110-23502,0,서울특별시 종로구 신교동 70-1번지,46.80,211,11110, ,21,철근콘크리트구조
74.67,10200, ,0070,20131126, ,1,전유,20,지상,4,0001, ,0,주건축물,02003,다세대주택,11110-6388,11110-23497,0,서울특별시 종로구 신교동 70-1번지,26.73,212,11110, ,21,철근콘크리트구조
10.67,10200, ,0070,20131126,계단실,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6388,11110-23498,0,서울특별시 종로구 신교동 70-1번지,26.73,213,11110, ,21,철근콘크리트구조
3.02,10200, ,0070,20131126,ELEV,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6388,11110-23499,0,서울특별시 종로구 신교동 70-1번지,26.73,214,11110, ,21,철근콘크리트구조
74.67,10200, ,0070,20131126, ,1,전유,20,지상,2,0001, ,0,주건축물,02003,다세대주택,11110-6384,11110-23485,0,서울특별시 종로구 신교동 70-1번지,26.73,215,11110, ,21,철근콘크리트구조
10.67,10200, ,0070,20131126,계단실,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6384,11110-23486,0,서울특별시 종로구 신교동 70-1번지,26.73,216,11110, ,21,철근콘크리트구조
3.02,10200, ,0070,20131126,ELEV,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6384,11110-23487,0,서울특별시 종로구 신교동 70-1번지,26.73,217,11110, ,21,철근콘크리트구조
67.44,10200, ,0070,20131126, ,1,전유,20,지상,2,0001, ,0,주건축물,02003,다세대주택,11110-6383,11110-23482,0,서울특별시 종로구 신교동 70-1번지,24.14,218,11110, ,21,철근콘크리트구조
9.63,10200, ,0070,20131126,계단실,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6383,11110-23483,0,서울특별시 종로구 신교동 70-1번지,24.14,219,11110, ,21,철근콘크리트구조
2.73,10200, ,0070,20131126,ELEV,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6383,11110-23484,0,서울특별시 종로구 신교동 70-1번지,24.14,220,11110, ,21,철근콘크리트구조
67.44,10200, ,0070,20131126, ,1,전유,20,지상,4,0001, ,0,주건축물,02003,다세대주택,11110-6387,11110-23494,0,서울특별시 종로구 신교동 70-1번지,24.14,221,11110, ,21,철근콘크리트구조
9.63,10200, ,0070,20131126,계단실,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6387,11110-23495,0,서울특별시 종로구 신교동 70-1번지,24.14,222,11110, ,21,철근콘크리트구조
2.73,10200, ,0070,20131126,ELEV,2,공용,40,각층,0,0001, ,0,주건축물,02003,다세대주택,11110-6387,11110-23496,0,서울특별시 종로구 신교동 70-1번지,24.14,223,11110, ,21,철근콘크리트구조
