archArea,archGbCd,archGbCdNm,archPmsDay,atchBldDongCnt,bcRat,bjdongCd,bldNm,block,bun,crtnDay,fmlyCnt,guyukCd,guyukCdNm,hhldCnt,hoCnt,ji,jiguCd,jiguCdNm,jimokCd,jimokCdNm,jiyukCd,jiyukCdNm,lot,mainBldCnt,mainPurpsCd,mainPurpsCdNm,mgmPmsrgstPk,platArea,platGbCd,platPlc,realStcnsDay,rnum,sigunguCd,splotNm,stcnsDelayDay,stcnsSchedDay,totArea,totPkngCnt,useAprDay,vlRat,vlRatEstmTotArea
131.13,0200,증축,20020911,0,38.19,10100,1, ,0089,20090326,1, , ,0,0,0108,112,최고고도지구,08,대,1020,일반주거지역, ,1,04000,제2종근린생활시설,11110-2061,343.4,0,서울특별시 종로구 청운동 89-108번지,20020913,195,11110, , ,20020912,237.08,2,20021001,64.45,221.31
0, , ,20091015,0,0,10100, , ,0089,20100325,0, , ,0,0,0109, , ,08,대, , , ,0, , ,11110-100011015,0,0,서울특별시 종로구 청운동 89-109번지, ,196,11110, , , ,0,0, ,0,0
177.12,0100,신축,20161205,0,29.46,10100, , ,0089,20170727,0, , ,0,0,0109,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,04000,제2종근린생활시설,11110-100026815,601.2,0,서울특별시 종로구 청운동 89-109번지,20161226,197,11110, , ,20161226,285.84,0,20170726,47.54,285.84
238.15,0100,신축,20131212,0,39.61,10100,청운동 89-109 제1종근린생활시설 (이봉주), ,0089,20171118,0,UNA200,대공방어 협조구역,0,0,0109,UQF110,자연경관지구,08,대,UQA001,도시지역, ,1,04000,제2종근린생활시설,11110-100018883,601.2,0,서울특별시 종로구 청운동 89-109번지, ,198,11110, , , ,303.55,0, ,50.49,303.55
69.55,0200,증축,20111202,0,55.6,10100,청운동 단독주택 증축공사, ,0089,20121219,1,ZA0006,문화재보존영향 검토대상구역,0,0,0112,UQF110,자연경관지구,08,대,UQA001,도시지역, ,1,01000,단독주택,11110-100014909,125.1,0,서울특별시 종로구 청운동 89-112번지,20121218,199,11110, , ,20121216,152.9,0, ,122.22,152.9
69.22,0200,증축,20060921,0,59.83,10100,청운동주택, ,0091,20090326,3, , ,0,0,0000, , ,08,대,0100,도시지역, ,1,01000,단독주택,11110-3893,115.7,0,서울특별시 종로구 청운동 91번지,20060922,200,11110, , ,20060922,195.41,0,20061213,119.65,138.44
56.97,0200,증축,20001026,0,49.43,10100, , ,0091,20090326,1, , ,0,0,0000,112,최고고도지구, , ,1020,일반주거지역, ,1,01000,단독주택,11110-659,115.25,0,서울특별시 종로구 청운동 91번지, ,201,11110, ,20021025, ,212.07,0, ,134.58,155.1
58.38,0700,용도변경,20111130,0,0,10100, , ,0094,20111201,0, , ,0,0,0001, , ,08,대, , , ,1,04000,제2종근린생활시설,11110-100014894,1,0,서울특별시 종로구 청운동 94-1번지, ,202,11110, , , ,81.52,0, ,0,81.52
66.25,0700,용도변경,20081014,0,43.9,10100,청운동 94-2 제2종근린생활시설 (강태호), ,0094,20090326,0, , ,0,0,0002,111,최저고도지구,08,대,1022,제2종일반주거지역, ,1,04000,제2종근린생활시설,11110-100007115,150.9,0,서울특별시 종로구 청운동 94-2번지,20081118,203,11110, , ,20081118,132.5,0,20081121,87.81,132.5
83.6,0100,신축,20170714,0,59.834,10100,청운동 95 단독주택, ,0095,20170715,0, , ,1,0,0000,UQH110,최고고도지구,08,대,UQA001,도시지역, ,1,01000,단독주택,11110-100028424,139.72,0,서울특별시 종로구 청운동 95번지, ,204,11110, , , ,328.72,0, ,199.98,279.28
57.67,0200,증축,20011029,0,50.86,10100, ,100,0100,20090326,1, , ,0,0,0000,112,최고고도지구,08,대,1020,일반주거지역,0,0,01000,단독주택,11110-1234,113.4,0,서울특별시 종로구 청운동 100번지,20011101,205,11110,서울특별시 종로구 청운동, ,20011101,159.68,0,20011103,95.3,108.07
0, , ,20030219,0,0,10100, , ,0107,20100325,0, , ,0,0,0000, , , , , , , ,0, , ,11110-5677,0,0,서울특별시 종로구 청운동 107번지, ,206,11110, , , ,0,0, ,0,0
98.38,0100,신축,20030304,0,59.25,10100,청운주택, ,0107,20180608,0, , ,4,0,0000,102,역사문화미관지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-2326,166.03,0,서울특별시 종로구 청운동 107번지,20030311,207,11110, , ,20030315,457.42,4,20030808,218.73,363.16
150.88,0100,신축,20000504,0,53.18,10100, , ,0108,20100604,0, , ,5,0,0001,112,최고고도지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-455,283.69,0,서울특별시 종로구 청운동 108-1번지,20000504,208,11110, , , ,659.35,5,20001213,180.57,512.26
68.98,0700,용도변경,20070616,0,46.48,10100,1, ,0108,20161209,0, , ,0,0,0005, , , , , , , ,1,04000,제2종근린생활시설,11110-4305,148.4,0,서울특별시 종로구 청운동 108-5번지, ,209,11110, , , ,207.64,0, ,88.35,131.11
0, , ,20171030,0,0,10100, , ,0108,20171031,0, , ,0,0,0008, , ,08,대, , , ,0, , ,11110-100029241,0,0,서울특별시 종로구 청운동 108-8번지, ,210,11110, , , ,0,0, ,0,0
117.78,0200,증축,20140129,0,56.33,10100,청운동 108-8 제2종근린생활시설 (김민주), ,0108,20171118,0, , ,0,0,0008,UQG120,역사문화미관지구,08,대,UQA122,제2종일반주거지역, ,1,04000,제2종근린생활시설,11110-100019273,209.1,0,서울특별시 종로구 청운동 108-8번지, ,211,11110, , , ,297.76,0, ,95.21,199.09
122.96,0100,신축,20170523,0,59.97,10100,송강문화회관, ,0108,20180426,3,ZQ0001,중점경관관리구역,0,0,0008,UQG120,역사문화미관지구,08,대,UQA01X,도시지역, ,1,04000,제2종근린생활시설,11110-100027924,205.04,0,서울특별시 종로구 청운동 108-8번지, ,212,11110, , , ,484.66,0, ,188.13,385.74
195.97,0100,신축,20000329,0,57.01,10100,청운동다세대주택,108,0108,20100604,0, , ,7,0,0014,Z03,3종미관지구,08,대,1020,일반주거지역,14,1,02000,공동주택,11110-441,343.69,0,서울특별시 종로구 청운동 108-14번지,20000329,213,11110, , , ,624.15,6,20010113,181.6,624.15
48.05,0100,신축,20060630,0,48.58,10100,운경채, ,0111,20090326,1, , ,0,0,0001,102,역사문화미관지구,08,대,1022,제2종일반주거지역, ,1,04000,제2종근린생활시설,11110-3646,98.9,0,서울특별시 종로구 청운동 111-1번지,20061024,214,11110, , ,20061025,197.21,2,20070423,199.4,197.21
0, , ,20061020,0,0,10100, , ,0111,20100325,0, , ,0,0,0001, , , , , , , ,0, , ,11110-6562,0,0,서울특별시 종로구 청운동 111-1번지, ,215,11110, , , ,0,0, ,0,0
0, , ,20050929,0,0,10100, , ,0113,20100325,0, , ,0,0,0003, , , , , , , ,0, , ,11110-6416,0,0,서울특별시 종로구 청운동 113-3번지, ,216,11110, , , ,0,0, ,0,0
130.07,0100,신축,20030628,0,56.32,10100,유니세프 별관, ,0113,20120215,0,UNA200,대공방어 협조구역,0,0,0003,UQG120,역사문화미관지구,08,대,1022,제2종일반주거지역, ,1,10000,교육연구시설,11110-2432,230.95,0,서울특별시 종로구 청운동 113-3번지,20040625,217,11110, , ,20040626,781.02,6,20120214,268.86,620.94
130.07,0700,용도변경,20170102,0,56.32,10100,아카이브 빌딩, ,0113,20170106,0, , ,0,0,0003,UQG120,역사문화미관지구,08,대,UQA122,제2종일반주거지역, ,1,04000,제2종근린생활시설,11110-100027038,230.95,0,서울특별시 종로구 청운동 113-3번지, ,218,11110, , , ,781.02,0, ,268.86,620.94
98,0100,신축,20030612,0,59.35,10100,경기상고 총동문회관, ,0114,20090326,0, , ,0,0,0001,112,최고고도지구,08,대,1020,일반주거지역, ,1,04000,제2종근린생활시설,11110-2393,165.12,0,서울특별시 종로구 청운동 114-1번지,20030626,219,11110, , ,20030628,579.89,4,20050502,294.46,486.21
0, , ,20030829,0,0,10100, , ,0114,20100325,0, , ,0,0,0001, , , , , , , ,0, , ,11110-5881,0,0,서울특별시 종로구 청운동 114-1번지, ,220,11110, , , ,0,0, ,0,0
136.51,0700,용도변경,20040625,0,48.15,10100,청운동00빌딩용도변경, ,0115,20090326,3, , ,0,0,0001,112,최고고도지구,08,대,1022,제2종일반주거지역, ,1,01000,단독주택,11110-3138,283.52,0,서울특별시 종로구 청운동 115-1번지, ,221,11110, , , ,568.35,5,20040901,132.74,376.34
136.51,0700,용도변경,20090827,0,48.1483,10100, , ,0115,20110723,0, , ,0,0,0001, , ,08,대,1022,제2종일반주거지역, ,1,01000,단독주택,11110-100010850,283.52,0,서울특별시 종로구 청운동 115-1번지, ,222,11110, , , ,568.35,0, ,132.7384,376.34
0, , ,20171113,0,0,10100, , ,0117,20171118,0, , ,0,0,0001, , ,08,대, , , ,0, , ,11110-100029381,0,0,서울특별시 종로구 청운동 117-1번지, ,223,11110, , , ,0,0, ,0,0
45.54,0100,신축,20171030,0,59.8974,10100,由荷軒(유하헌), ,0117,20190227,1, , ,0,0,0001,UQH110,최고고도지구,08,대,UQA122,제2종일반주거지역, ,1,01000,단독주택,11110-100029242,76.03,0,서울특별시 종로구 청운동 117-1번지,20180404,224,11110, , ,20180409,169.2,0,20190226,198.51,150.93
56.13,0200,증축,20100726,0,58.77,10100, , ,0117,20150207,1, , ,0,0,0002,112,최고고도지구,08,대,1022,제2종일반주거지역, ,1,01000,단독주택,11110-100012332,95.5,0,서울특별시 종로구 청운동 117-2번지,20100813,225,11110, , ,20100817,66.05,0,20101001,58.77,56.13
36.43,0700,용도변경,20060619,0,80.24,10100,청운동 근생, ,0140,20090326,0, , ,0,0,0001,111,최저고도지구,08,대,1022,제2종일반주거지역, ,1,03000,제1종근린생활시설,11110-3750,45.4,0,서울특별시 종로구 청운동 140-1번지, ,226,11110, , , ,72.79,0, ,160.33,72.79
0, , ,20020412,0,0,10100, , ,0500,20100325,0, , ,0,0,0010, , , , , , , ,0, , ,11110-5315,0,0,서울특별시 종로구 청운동 500-10번지, ,227,11110, , , ,0,0, ,0,0
45.68,0100,신축,20151216,0,10.43,10100,북악3대기 소초, ,0001,20160428,0,UDV100,개발제한구역,0,0,0001,UQG120,역사문화미관지구,05,임야,UQA430,자연녹지지역, ,1,23000,교정및군사시설,11110-100024421,438,1,서울특별시 종로구 청운동 산 1-1번지,20160427,228,11110, , ,20160429,45.68,0, ,10.43,45.68
1010.83,0100,신축,20111128,0,19.4561,10100, , ,0001,20111129,0, , ,0,0,0077,UQG120,역사문화미관지구,05,임야,UQA001,도시지역, ,1,23000,교정및군사시설,11110-100014870,5195.44,1,서울특별시 종로구 청운동 산 1-77번지, ,229,11110, , , ,1402.94,0, ,21.9937,1142.67
88.17,0100,신축,20040522,0,38.01,10200,1, ,0001,20100317,1, , ,0,0,0026,411,자연경관지구,08,대,1021,제1종일반주거지역, ,1,01000,단독주택,11110-2994,231.95,0,서울특별시 종로구 신교동 1-26번지,20060515,1,11110, ,20060301,20060522,119.92,0,20100316,51.7,119.92
0, , ,20071026,0,0,10200, , ,0001,20100325,0, , ,0,0,0026, , , , , , , ,0, , ,11110-6744,0,0,서울특별시 종로구 신교동 1-26번지, ,2,11110, , , ,0,0, ,0,0
0, , ,20080917,0,0,10200, , ,0001,20100325,0, , ,0,0,0027, , ,08,대, , , ,0, , ,11110-100006766,0,0,서울특별시 종로구 신교동 1-27번지, ,3,11110, , , ,0,0, ,0,0
92.75,0100,신축,20090603,0,29.3596,10200, , ,0001,20120605,3, , ,0,0,0027,300,자연환경지구,08,대,0100,도시지역, ,1,01000,단독주택,11110-100010119,315.91,0,서울특별시 종로구 신교동 1-27번지,20090617,4,11110, , ,20090701,278.25,0,20120604,88.0789,278.25
274.96,0100,신축,19990805,0,29.81,10200,코리아나하우스, ,0002,20131126,0, , ,3,0,0007,411,자연경관지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-291,922.5,0,서울특별시 종로구 신교동 2-7번지,20010614,5,11110, , ,200106,1207.89,0,20051014,83.22,767.68
105.17,0200,증축,20091104,0,36.4414,10200,신교동 2-48 단독주택 (이성수), ,0002,20100605,0, , ,0,0,0048, , ,08,대,1021,제1종일반주거지역, ,1,01000,단독주택,11110-100011103,288.6,0,서울특별시 종로구 신교동 2-48번지,20091112,6,11110, , ,20091114,157.05,0,20100604,48.7,140.55
0, , ,20100601,0,0,10200, , ,0002,20120204,0, , ,0,0,0048, , ,08,대, , , ,0, , ,11110-100012074,0,0,서울특별시 종로구 신교동 2-48번지, ,7,11110, , , ,0,0, ,0,0
0, , ,20110727,0,0,10200, , ,0002,20110728,0, , ,0,0,0051, , ,08,대, , , ,0, , ,11110-100014230,0,0,서울특별시 종로구 신교동 2-51번지, ,8,11110, , , ,0,0, ,0,0
34.4,0100,신축,20120106,0,37.61,10200,신교동 2-51 단독주택 (방인숙), ,0002,20120929,1,UNA200,대공방어 협조구역,0,0,0051,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100015118,91.46,0,서울특별시 종로구 신교동 2-51번지,20120502,9,11110, , ,20120430,62.49,0,20120927,68.33,62.49
75.06,0200,증축,20120507,0,52.45,10200, , ,0002,20130220,1, , ,0,0,0062, , ,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100015739,143.1,0,서울특별시 종로구 신교동 2-62번지,20120704,10,11110, , ,20120703,139.79,0,20130215,97.69,139.79
147.75,0100,신축,20040130,0,27.72,10200,경복교회 선교관, ,0002,20090326,1, , ,0,0,0084,200,경치지구,08,대,1021,제1종일반주거지역, ,1,Z5000, ,11110-2851,532.92,0,서울특별시 종로구 신교동 2-84번지,20040221,11,11110, , ,20040228,539.48,5,20040730,77.7,414.08
0, , ,20010924,0,0,10200, , ,0002,20100325,0, , ,0,0,0084, , , , , , , ,0, , ,11110-5100,0,0,서울특별시 종로구 신교동 2-84번지, ,12,11110, , , ,0,0, ,0,0
91.96,0200,증축, ,0,48.97,10200, , ,0002,20141218,1, , ,0,0,0116,UQF110,자연경관지구,08,대,UQA001,도시지역, ,1,01000,단독주택,11110-100021469,187.8,0,서울특별시 종로구 신교동 2-116번지, ,13,11110, , , ,164.32,0,20141217,87.5,164.32
70.54,0600,대수선,20081218,0,37.5612,10200,신교동 2-116 단독주택 (김미애), ,0002,20141219,0,318,대공방어협조구역,0,0,0116,411,자연경관지구,08,대,0100,도시지역, ,1,01000,단독주택,11110-100008092,187.8,0,서울특별시 종로구 신교동 2-116번지,20090113,14,11110, , ,20090201,119.04,0,20100624,63.3866,119.04
95.49,0200,증축,20110426,0,57.043,10200,신교동 2-118 단독주택 (박철호), ,0002,20111014,0,UNA200,대공방어 협조구역,0,0,0118,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100013761,167.4,0,서울특별시 종로구 신교동 2-118번지,20110524,15,11110, , ,20110511,145,0,20111011,86.6189,145
48.2,0700,용도변경,20141229,0,28.47,10200, , ,0002,20141230,1, , ,0,0,0121, , ,08,대,UQA121,제1종일반주거지역, ,1,04000,제2종근린생활시설,11110-100021575,169.3,0,서울특별시 종로구 신교동 2-121번지, ,16,11110, , , ,56.99,0, ,28.47,48.2
48.2,0700,용도변경,20170607,0,28.4702,10200, , ,0002,20170608,0,ZQ0001,중점경관관리구역,0,0,0121, , ,08,대,UQA01X,도시지역, ,1,04000,제2종근린생활시설,11110-100028043,169.3,0,서울특별시 종로구 신교동 2-121번지, ,17,11110, , , ,56.99,0, ,28.4702,48.2
0, , ,20110408,0,0,10200, , ,0004,20110409,0, , ,0,0,0002, , ,08,대, , , ,0, , ,11110-100013690,0,0,서울특별시 종로구 신교동 4-2번지, ,18,11110, , , ,0,0, ,0,0
127.32,0100,신축,20110527,0,59.47,10200, , ,0004,20111231,0, , ,0,0,0002,UQH110,최고고도지구,08,대,UQA122,제2종일반주거지역, ,1,04000,제2종근린생활시설,11110-100013895,214.1,0,서울특별시 종로구 신교동 4-2번지,20110602,19,11110, , ,20110531,544.28,0,20111230,194.75,416.96
139.7,0700,용도변경,20110114,0,59.78,10200,신교동 6-1 근생및다세대주택, ,0006,20131018,0, , ,4,0,0001,UQH110,최고고도지구,08,대,UQA122,제2종일반주거지역, ,1,02000,공동주택,11110-100013164,233.69,0,서울특별시 종로구 신교동 6-1번지, ,20,11110, , , ,555.9,0, ,179.34,419.1
0, , ,20110930,0,0,10200, , ,0006,20111001,0, , ,0,0,0002, , ,08,대, , , ,0, , ,11110-100014477,0,0,서울특별시 종로구 신교동 6-2번지, ,21,11110, , , ,0,0, ,0,0
34.43,0100,신축,20110928,0,58.26,10200,신교동 단독주택(서윤기), ,0006,20111229,0,UQQ310,제1종지구단위계획구역,1,0,0002,UQH110,최고고도지구,08,대,UQA001,도시지역, ,1,01000,단독주택,11110-100014456,59.1,0,서울특별시 종로구 신교동 6-2번지,20110930,22,11110, , ,20111005,75.04,0,20111228,126.97,75.04
98.83,0200,증축,20071101,0,47.51,10200,신교동주택, ,0006,20140411,0, , ,1,0,0004,112,최고고도지구,08,대,1022,제2종일반주거지역, ,1,01000,단독주택,11110-4434,208,0,서울특별시 종로구 신교동 6-4번지,20071106,23,11110, , ,20071106,272.43,1,20071213,85.93,178.73
98.93,0700,용도변경,20170111,0,47.5625,10200,S&W, ,0006,20170112,1,ZQ0001,중점경관관리구역,1,0,0004,UQH110,최고고도지구,08,대,UQA001,도시지역, ,1,01000,단독주택,11110-100027098,208,0,서울특별시 종로구 신교동 6-4번지, ,24,11110, , , ,272.43,0, ,85.9279,178.73
0, , ,20131011,0,0,10200, , ,0006,20131012,0, , ,0,0,0006, , ,08,대, , , ,0, , ,11110-100018302,0,0,서울특별시 종로구 신교동 6-6번지, ,25,11110, , , ,0,0, ,0,0
174.24,0100,신축,20130506,0,59.93,10200,풍성애뜰안, ,0006,20150107,0,UQQ310,제1종지구단위계획구역,8,0,0006,UQH110,최고고도지구,08,대,UQA001,도시지역, ,1,02000,공동주택,11110-100017446,290.74,0,서울특별시 종로구 신교동 6-6번지,20140813,26,11110, ,20150501,20140813,580.19,0,20150106,199.56,580.19
217.69,0100,신축,20010420,0,50.95,10200,신현아파트102동, ,0006,20090326,0, , ,10,0,0011,112,최고고도지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-825,427.29,0,서울특별시 종로구 신교동 6-11번지, ,27,11110, , , ,1387.63,12,20020318,248.59,1062.21
0, , ,20010822,0,0,10200, , ,0006,20100325,0, , ,0,0,0011, , , , , , , ,0, , ,11110-5052,0,0,서울특별시 종로구 신교동 6-11번지, ,28,11110, , , ,0,0, ,0,0
230.89,0100,신축,20010821,0,52.49,10200,신교동6-12외3필지, ,0006,20090326,0, , ,10,0,0013,112,최고고도지구, , ,1020,일반주거지역, ,1,02000,공동주택,11110-931,439.83,0,서울특별시 종로구 신교동 6-13번지,20010830,29,11110, , , ,1388.06,12,20020311,240.86,1059.4
0, , ,20010822,0,0,10200, , ,0006,20100325,0, , ,0,0,0013, , , , , , , ,0, , ,11110-5051,0,0,서울특별시 종로구 신교동 6-13번지, ,30,11110, , , ,0,0, ,0,0
790.66,0100,신축,19990816,0,59.9757,10200,유니온빌,6,0006,20131126,0, , ,8,0,0017,112,최고고도지구,08,대,1020,일반주거지역,17,1,02000,공동주택,11110-321,1318.3,0,서울특별시 종로구 신교동 6-17번지,19991113,31,11110,서울특별시 종로구 신교동, , ,3845.27,31,20010423,203.9596,2688.8
186.3,0600,대수선,20100910,0,46.9624,10200,가원빌라, ,0006,20140724,0,UQQ310,제1종지구단위계획구역,6,0,0025,UQH110,최고고도지구,08,대,UQA001,도시지역, ,1,02000,공동주택,11110-100012519,396.7,0,서울특별시 종로구 신교동 6-25번지, ,32,11110, , , ,652.83,0,20101006,140.4386,557.12
0, , ,20010822,0,0,10200, , ,0006,20100325,0, , ,0,0,0039, , , , , , , ,0, , ,11110-5050,0,0,서울특별시 종로구 신교동 6-39번지, ,33,11110, , , ,0,0, ,0,0
72.05,0100,신축,20020426,0,59.74,10200,신교동6-46, ,0006,20090326,0, , ,0,0,0046,112,최고고도지구, , ,0100,도시지역, ,1,04000,제2종근린생활시설,11110-1626,120.6,0,서울특별시 종로구 신교동 6-46번지,20020501,34,11110, , , ,216.15,3, ,71.96,86.78
80.95,0200,증축, ,0,61.23,10200,신교동 6-47, ,0006,20150107,2,UQQ310,제1종지구단위계획구역,0,0,0047,UQH110,최고고도지구,08,대,UQA122,제2종일반주거지역, ,1,01000,단독주택,11110-100021632,132.2,0,서울특별시 종로구 신교동 6-47번지, ,35,11110, , , ,137.27,0,20150105,92.4,122.15
94.38,0100,신축,20020909,0,70.91,10200,1, ,0006,20090326,0, , ,6,0,0049,370,주거환경개선지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-1444,133.1,0,서울특별시 종로구 신교동 6-49번지,20030307,36,11110, , ,20030306,288.96,2,20031121,217.1,288.96
40.19,0100,신축,19960305,0,66.65,10200, , ,0006,20090326,0, , ,6,0,0049,112,최고고도지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-139,60.3,0,서울특별시 종로구 신교동 6-49번지,19960511,37,11110, , ,19960511,200.92,0, ,266.55,160.73
0, , ,20020722,0,0,10200, , ,0006,20100325,0, , ,0,0,0050, , , , , , , ,0, , ,11110-5459,0,0,서울특별시 종로구 신교동 6-50번지, ,38,11110, , , ,0,0, ,0,0
0, , ,20021002,0,0,10200, , ,0006,20100325,0, , ,0,0,0053, , , , , , , ,0, , ,11110-5553,0,0,서울특별시 종로구 신교동 6-53번지, ,39,11110, , , ,0,0, ,0,0
138.33,0100,신축,20020226,0,59.81,10200,신교동다세대주택, ,0006,20131010,0, , ,8,0,0053, , ,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-1541,231.3,0,서울특별시 종로구 신교동 6-53번지,20021009,40,11110, , ,20021009,704.13,6,20030507,234.73,542.94
0, , ,20010822,0,0,10200, , ,0006,20100325,0, , ,0,0,0056, , , , , , , ,0, , ,11110-5053,0,0,서울특별시 종로구 신교동 6-56번지, ,41,11110, , , ,0,0, ,0,0
0, , ,20140915,0,0,10200, , ,0006,20140916,0, , ,0,0,0080, , ,08,대, , , ,0, , ,11110-100020703,0,0,서울특별시 종로구 신교동 6-80번지, ,42,11110, , , ,0,0, ,0,0
111.6,0100,신축,20141007,0,56.63,10200,GB RAUM, ,0006,20150331,0,UQQ310,제1종지구단위계획구역,3,0,0080, , ,08,대,UQA122,제2종일반주거지역, ,1,02000,공동주택,11110-100020854,197.08,0,서울특별시 종로구 신교동 6-80번지,20141029,43,11110, , ,20141010,324.32,0,20150327,164.56,324.32
98.35,0100,신축,19991207,0,69.653,10200, ,12,0012,20131126,8, , ,0,0,0000,370,주거환경개선지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-265,141.2,0,서울특별시 종로구 신교동 12번지,19991207,44,11110,서울특별시 종로구 신교동, , ,395.67,5, ,280.2195,395.67
68.35,0100,신축,19970328,0,59.8,10200, , ,0017,20130618,0, , ,4,0,0006,370,주거환경개선지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-166,114.3,0,서울특별시 종로구 신교동 17-6번지,19970421,45,11110, , ,19970421,383.6,2, ,241.08,275.55
77.27,0200,증축, ,0,67.6,10200,신교동 근.생및다세대주택, ,0017,20140905,0,UQQ310,제1종지구단위계획구역,5,0,0006, , ,08,대,UQA122,제2종일반주거지역, ,1,04000,제2종근린생활시설,11110-100020680,114.3,0,서울특별시 종로구 신교동 17-6번지, ,46,11110, , , ,450.65,0,20140904,293.64,335.63
38.64,0200,증축, ,0,72.91,10200,수정빌라, ,0017,20090326,0, , ,5,0,0009,370,주거환경개선지구,08,대,1022,제2종일반주거지역, ,1,02000,공동주택,11110-4615,53,0,서울특별시 종로구 신교동 17-9번지, ,47,11110, , , ,203.8,0,20060927,311.62,165.16
38.64,0100,신축,19961011,0,72.91,10200, , ,0017,20130618,0, , ,5,0,0009,112,최고고도지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-145,53,0,서울특별시 종로구 신교동 17-9번지,19961121,48,11110, , ,19961121,193.2,0, ,291.62,154.56
0, , ,20160531,0,0,10200, , ,0017,20160601,0, , ,0,0,0010, , ,08,대, , , ,0, , ,11110-100025523,0,0,서울특별시 종로구 신교동 17-10번지, ,49,11110, , , ,0,0, ,0,0
238.46,0100,신축,20160905,0,58.36,10200, , ,0017,20170524,0,UQQ310,제1종지구단위계획구역,10,0,0010,UQH110,최고고도지구,08,대,UQA001,도시지역, ,1,02000,공동주택,11110-100026235,408.6,0,서울특별시 종로구 신교동 17-10번지,20160927,50,11110, , ,20160928,646.01,0,20170523,158.1,646.01
47.52,0200,증축, ,0,70.4,10200,신교, ,0017,20110723,0, , ,5,0,0021,112,최고고도지구,08,대,0100,도시지역, ,1,02000,공동주택,11110-4627,67.5,0,서울특별시 종로구 신교동 17-21번지, ,51,11110, , , ,253.46,0,20061228,305.1,205.94
47.52,0200,증축, ,0,70.4,10200,신교, ,0017,20110723,0, , ,5,0,0021,112,최고고도지구,08,대,0100,도시지역, ,1,02000,공동주택,11110-4777,67.5,0,서울특별시 종로구 신교동 17-21번지, ,52,11110, , , ,253.46,0,20061228,305.1,205.94
65.9,0100,신축,19960423,0,59.63,10200, ,17,0017,20100112,0, , ,4,0,0031,260,주차장정비지구,08,대,1020,일반주거지역,31,1,02000,공동주택,11110-142,110.5,0,서울특별시 종로구 신교동 17-31번지,19960527,53,11110,서울특별시 종로구 신교동, ,19960527,322.3,1, ,238.55,263.6
65.9,0100,신축,19960423,0,573.0435,10200,신교동 17-31 공동주택 (김인순), ,0017,20110813,0, , ,4,0,0031, , ,08,대, , , ,1,02000,공동주택,11110-100011095,110.5,0,서울특별시 종로구 신교동 17-31번지, ,54,11110, , , ,322.3,0, ,238.552,263.6
38.91,0100,신축,19960410,0,58.16,10200,신교동17-44다세대주택, ,0017,20100827,0, , ,5,0,0044,370,주거환경개선지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-141,66.9,0,서울특별시 종로구 신교동 17-44번지,19960417,55,11110, , ,19960418,192.33,0,20050816,230.99,154.53
24.07,0100,신축,20050630,0,48.53,10200,., ,0017,20090326,0, , ,2,0,0046,112,최고고도지구,08,대,1022,제2종일반주거지역, ,1,02000,공동주택,11110-3238,49.6,0,서울특별시 종로구 신교동 17-46번지,20050802,56,11110, , ,20050804,81.09,1,20051130,163.49,81.09
0, , ,20050620,0,0,10200, , ,0017,20100325,0, , ,0,0,0046, , , , , , , ,0, , ,11110-6240,0,0,서울특별시 종로구 신교동 17-46번지, ,57,11110, , , ,0,0, ,0,0
25.52,0100,신축,20001115,0,64.94,10200,신교동주택, ,0039,20090326,1, , ,0,0,0002,370,주거환경개선지구,08,대,1020,일반주거지역, ,1,01000,단독주택,11110-405,39.3,0,서울특별시 종로구 신교동 39-2번지, ,58,11110, , ,20001120,47.07,0,20030630,119.77,47.07
23.22,0100,신축,20001115,0,69.94,10200,신교동주택, ,0039,20090326,1, , ,0,0,0002,370,주거환경개선지구,08,대,1020,일반주거지역, ,1,01000,단독주택,11110-349,33.2,0,서울특별시 종로구 신교동 39-2번지, ,59,11110, , , ,46.44,0, ,139.88,46.44
25.52,0200,증축,20070629,0,64.94,10200,신교동주택, ,0039,20110723,1, , ,0,0,0002,112,최고고도지구,08,대,0100,도시지역, ,1,01000,단독주택,11110-4048,39.3,0,서울특별시 종로구 신교동 39-2번지,20070703,60,11110, , ,20070704,68.2,0,20071015,173.54,68.2
43.92,0200,증축,20130610,0,58.8317,10200, , ,0039,20171118,1,UQQ310,제1종지구단위계획구역,0,0,0002,UQH110,최고고도지구,08,대,UQA001,도시지역, ,1,01000,단독주택,11110-100017643,74.6,0,서울특별시 종로구 신교동 39-2번지, ,61,11110, , , ,123.06,0, ,96,123.06
