archArea,archGbCd,archGbCdNm,archPmsDay,atchBldDongCnt,bcRat,bjdongCd,bldNm,block,bun,crtnDay,fmlyCnt,guyukCd,guyukCdNm,hhldCnt,hoCnt,ji,jiguCd,jiguCdNm,jimokCd,jimokCdNm,jiyukCd,jiyukCdNm,lot,mainBldCnt,mainPurpsCd,mainPurpsCdNm,mgmPmsrgstPk,platArea,platGbCd,platPlc,realStcnsDay,rnum,sigunguCd,splotNm,stcnsDelayDay,stcnsSchedDay,totArea,totPkngCnt,useAprDay,vlRat,vlRatEstmTotArea
0, , ,20010611,0,0,10100, , ,0052,20100325,0, , ,0,0,0038, , , , , , , ,0, , ,11110-4983,0,0,서울특별시 종로구 청운동 52-38번지, ,94,11110, , , ,0,0, ,0,0
32.99,0100,신축,20090908,0,39.6514,10100,청운동 52-42 단독주택 (고경희), ,0052,20091024,2, , ,0,0,0042,411,자연경관지구,08,대,1021,제1종일반주거지역, ,1,01000,단독주택,11110-100010883,83.2,0,서울특별시 종로구 청운동 52-42번지,20090909,95,11110, , ,20090909,90.69,0,20091023,109.0024,90.69
0, , ,20090724,0,0,10100, , ,0052,20100325,0, , ,0,0,0042, , ,08,대, , , ,0, , ,11110-100010702,0,0,서울특별시 종로구 청운동 52-42번지, ,96,11110, , , ,0,0, ,0,0
82.65,0100,신축,20030312,0,29.75,10100,청운동 단독주택, ,0052,20090326,1, , ,0,0,0051,200,경치지구,08,대,0100,도시지역, ,1,01000,단독주택,11110-2556,277.77,0,서울특별시 종로구 청운동 52-51번지,20030320,97,11110, , ,20030320,328.32,2,20030905,58.83,163.41
0, , ,20051118,0,0,10100, , ,0052,20100325,0, , ,0,0,0057, , , , , , , ,0, , ,11110-6438,0,0,서울특별시 종로구 청운동 52-57번지, ,98,11110, , , ,0,0, ,0,0
76.76,0100,신축,20051229,0,39.88,10100,청운동 한옥주택, ,0052,20140902,1, , ,0,0,0057,411,자연경관지구,08,대,1021,제1종일반주거지역, ,1,01000,단독주택,11110-3380,192.5,0,서울특별시 종로구 청운동 52-57번지,20060109,99,11110, , ,20060106,76.76,1,20060530,39.88,76.76
0, , ,20051118,0,0,10100, , ,0052,20100325,0, , ,0,0,0066, , , , , , , ,0, , ,11110-6437,0,0,서울특별시 종로구 청운동 52-66번지, ,100,11110, , , ,0,0, ,0,0
0, , ,20120216,0,0,10100, , ,0052,20120217,0, , ,0,0,0083, , ,08,대, , , ,0, , ,11110-100015299,0,0,서울특별시 종로구 청운동 52-83번지, ,101,11110, , , ,0,0, ,0,0
0, , ,20120216,0,0,10100, , ,0052,20120217,0, , ,0,0,0083, , ,08,대, , , ,0, , ,11110-100015298,0,0,서울특별시 종로구 청운동 52-83번지, ,102,11110, , , ,0,0, ,0,0
119.59,0100,신축,20120126,0,29.8386,10100, , ,0052,20120731,2,UOA120,상대정화구역,0,0,0083,UQF110,자연경관지구,08,대,UQA001,도시지역, ,1,01000,단독주택,11110-100015218,400.79,0,서울특별시 종로구 청운동 52-83번지,20120216,103,11110, , ,20120222,278.42,0,20120730,58.8612,235.91
135.04,0200,증축,20120126,0,33.69,10100, , ,0052,20140710,2, , ,0,0,0083,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100020246,400.79,0,서울특별시 종로구 청운동 52-83번지, ,104,11110, , , ,293.87,0,20120730,62.71,251.36
126.35,0200,증축,20060316,0,28.97,10100,청운동50-106주택, ,0052,20090326,1, , ,0,0,0106,990,기타지구,08,대,1021,제1종일반주거지역, ,1,01000,단독주택,11110-3856,436.2,0,서울특별시 종로구 청운동 52-106번지,20060323,105,11110, , ,20060324,266.23,0,20060703,52.81,230.36
157.91,0200,증축,20001113,0,26.7,10100, , ,0052,20100818,1, , ,0,0,0108, , ,08,대,1020,일반주거지역, ,1,01000,단독주택,11110-674,591.4,0,서울특별시 종로구 청운동 52-108번지, ,106,11110, , , ,320.08,0,20030710,45.78,270.79
112.31,0100,신축,20181224,0,29.5735,10100,청운동단독주택, ,0052,20190109,0,UOA120,상대정화구역,1,0,0127,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100033809,379.8,0,서울특별시 종로구 청운동 52-127번지,20190107,107,11110, , ,20190104,254.55,0, ,67.0221,254.55
97.85,0100,신축,20181224,0,28.924,10100,청운동 52-128 다세대주택, ,0052,20190124,0,ZQ0001,중점경관관리구역,2,0,0128,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,02000,공동주택,11110-100033810,338.3,0,서울특별시 종로구 청운동 52-128번지,20190123,108,11110, , ,20190121,291.75,0, ,64.7354,219
93.7,0100,신축,20190322,0,29.9648,10100,청운동 52-131 공동주택 (윤성원), ,0052,20190323,0,ZQ0001,중점경관관리구역,3,0,0131,UQF110,자연경관지구,08,대,UQA01X,도시지역, ,1,02000,공동주택,11110-100035831,312.7,0,서울특별시 종로구 청운동 52-131번지, ,109,11110, , , ,438.74,0, ,85.2031,266.43
0, , ,20130313,0,0,10100, , ,0053,20130315,0, , ,0,0,0003, , ,08,대, , , ,0, , ,11110-100017257,0,0,서울특별시 종로구 청운동 53-3번지, ,110,11110, , , ,0,0, ,0,0
156.11,0100,신축,20130328,0,28.8916,10100,청운동 53-3 단독주택 (황호양), ,0053,20180914,4, , ,0,0,0003,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100017312,540.33,0,서울특별시 종로구 청운동 53-3번지,20130602,111,11110, , ,20130531,656.98,0,20140220,84.6409,457.34
47.48,0200,증축,20121227,0,39.69,10100,청운동 단독주택, ,0053,20130803,1, , ,0,0,0008,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100016882,119.63,0,서울특별시 종로구 청운동 53-8번지,20130613,112,11110, , ,20130617,142.44,0,20130802,119.07,142.44
47.48,0100,신축,20010420,0,39.689,10100,단독주택, ,0053,20141024,1, , ,0,0,0008,200,경치지구, , ,1020,일반주거지역, ,1,01000,단독주택,11110-1081,119.63,0,서울특별시 종로구 청운동 53-8번지,20010510,113,11110, , ,200105,119.44,0,20011129,99.8412,119.44
0, , ,20110225,0,0,10100, , ,0053,20110226,0, , ,0,0,0016, , ,08,대, , , ,0, , ,11110-100013380,0,0,서울특별시 종로구 청운동 53-16번지, ,114,11110, , , ,0,0, ,0,0
145.06,0100,신축,20110323,0,29.9754,10100, , ,0053,20120425,0, , ,0,0,0016,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100013593,483.93,0,서울특별시 종로구 청운동 53-16번지,20110325,115,11110, , ,20110328,369.74,0,20120424,54.4252,263.38
100.84,0100,신축,19910419,0,58.93,10100,청운동다가구주택, ,0053,20090326,3, , ,0,0,0017,411,자연경관지구,08,대,1021,제1종일반주거지역, ,1,01000,단독주택,11110-92,171.13,0,서울특별시 종로구 청운동 53-17번지, ,116,11110, , , ,245.17,0,20061211,143.27,245.17
46.13,0100,신축,20070709,0,39.02,10100,., ,0053,20090326,0, , ,1,0,0018,411,자연경관지구,08,대,1021,제1종일반주거지역, ,1,01000,단독주택,11110-4107,118.23,0,서울특별시 종로구 청운동 53-18번지,20070710,117,11110, , ,20070711,137.43,0,20071211,116.24,137.43
0, , ,20070605,0,0,10100, , ,0053,20100325,0, , ,0,0,0018, , , , , , , ,0, , ,11110-6687,0,0,서울특별시 종로구 청운동 53-18번지, ,118,11110, , , ,0,0, ,0,0
0, , ,20130716,0,0,10100, , ,0053,20130723,0, , ,0,0,0019, , ,08,대, , , ,0, , ,11110-100017873,0,0,서울특별시 종로구 청운동 53-19번지, ,119,11110, , , ,0,0, ,0,0
45.9,0100,신축,20130806,0,39.9826,10100,청운동 53-19 단독주택 (김선규), ,0053,20140117,1, , ,0,0,0019,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100018037,114.8,0,서울특별시 종로구 청운동 53-19번지,20130926,120,11110, , ,20130930,132.9,0,20140116,115.77,132.9
0, , ,20110307,0,0,10100, , ,0053,20110308,0, , ,0,0,0031, , ,08,대, , , ,0, , ,11110-100013449,0,0,서울특별시 종로구 청운동 53-31번지, ,121,11110, , , ,0,0, ,0,0
36.72,0100,신축,20110302,0,39.73,10100, , ,0053,20120229,2, , ,0,0,0031,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100013423,92.42,0,서울특별시 종로구 청운동 53-31번지,20110307,122,11110, , ,20110309,103.48,0,20120228,111.97,103.48
154.74,0200,증축,20030429,0,29.15,10100,뿌리의집, ,0053,20090326,0, , ,0,0,0056,200,경치지구,08,대,1020,일반주거지역, ,1,04000,제2종근린생활시설,11110-2635,530.9,0,서울특별시 종로구 청운동 53-56번지, ,123,11110, , , ,473.91,3, ,48.13,255.5
175.66,0100,신축,20070403,0,27.7,10100,청운동 G주택, ,0053,20090326,0, , ,1,0,0057,411,자연경관지구,08,대,1021,제1종일반주거지역, ,1,01000,단독주택,11110-4073,634.1,0,서울특별시 종로구 청운동 53-57번지,20070411,124,11110, , ,20070411,634.53,5,20080507,64.84,411.17
0, , ,20070221,0,0,10100, , ,0053,20100325,0, , ,0,0,0057, , , , , , , ,0, , ,11110-6641,0,0,서울특별시 종로구 청운동 53-57번지, ,125,11110, , , ,0,0, ,0,0
144.56,0700,용도변경,20130906,0,22.1616,10100, , ,0053,20130911,1, , ,0,0,0060,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100018204,652.3,0,서울특별시 종로구 청운동 53-60번지, ,126,11110, , , ,288.46,0, ,42.0282,274.15
144.56,0700,용도변경,20131025,0,22.1616,10100, , ,0053,20131026,1, , ,0,0,0060,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100018469,652.3,0,서울특별시 종로구 청운동 53-60번지, ,127,11110, , , ,288.46,0, ,42.0282,274.15
140.66,0700,용도변경,20150501,0,21.56,10100, , ,0053,20150508,1, , ,0,0,0060,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100022710,652.3,0,서울특별시 종로구 청운동 53-60번지, ,128,11110, , , ,288.46,0,20150507,42.03,274.15
140.66,0700,용도변경,20180418,0,21.56,10100, , ,0053,20180419,0, , ,0,0,0060,UQF110,자연경관지구,08,대,UQA121,제1종일반주거지역, ,1,04000,제2종근린생활시설,11110-100030423,652.3,0,서울특별시 종로구 청운동 53-60번지, ,129,11110, , , ,288.46,0, ,42.03,274.15
45.99,0200,증축,20081022,0,39.89,10100, , ,0053,20090610,0, , ,1,0,0078,411,자연경관지구,08,대,1021,제1종일반주거지역, ,2,01000,단독주택,11110-100007235,115.3,0,서울특별시 종로구 청운동 53-78번지,20081027,130,11110, , ,20081030,62.31,0,20090609,54.04,62.31
0, , ,20070605,0,0,10100, , ,0053,20100325,0, , ,0,0,0083, , , , , , , ,0, , ,11110-6688,0,0,서울특별시 종로구 청운동 53-83번지, ,131,11110, , , ,0,0, ,0,0
36.8,0100,신축,20070829,0,39.82,10100,., ,0053,20140411,1, , ,0,0,0083,411,자연경관지구,08,대,1021,제1종일반주거지역, ,1,01000,단독주택,11110-4118,92.42,0,서울특별시 종로구 청운동 53-83번지,20070831,132,11110, , ,20070831,110.4,0,20071211,119.45,110.4
0, , ,20130730,0,0,10100, , ,0053,20130801,0, , ,0,0,0088, , ,08,대, , , ,0, , ,11110-100017954,0,0,서울특별시 종로구 청운동 53-88번지, ,133,11110, , , ,0,0, ,0,0
26.46,0100,신축,20130605,0,39.32,10100, , ,0053,20141021,1, , ,0,0,0088,UQF110,자연경관지구,08,대,UQA001,도시지역, ,1,01000,단독주택,11110-100017623,67.3,0,서울특별시 종로구 청운동 53-88번지,20140226,134,11110, , ,20140302,77.93,0,20141020,108.41,72.98
0, , ,20110907,0,0,10100, , ,0055,20110908,0, , ,0,0,0013, , ,08,대, , , ,0, , ,11110-100014357,0,0,서울특별시 종로구 청운동 55-13번지, ,135,11110, , , ,0,0, ,0,0
145.1,0100,신축,19991029,0,29.65,10100, , ,0056,20090326,3, , ,0,0,0001,112,최고고도지구,08,대,1020,일반주거지역, ,1,01000,단독주택,11110-311,489.3,0,서울특별시 종로구 청운동 56-1번지,19991026,136,11110, , , ,1014.59,7,20010423,88.71,434.07
173.98,0600,대수선,20071113,1,26.55,10100,., ,0056,20090326,1, , ,0,0,0003, , ,08,대,1021,제1종일반주거지역, ,1,01000,단독주택,11110-4192,655.2,0,서울특별시 종로구 청운동 56-3번지, ,137,11110, , , ,496.43,0,20071117,58.66,384.33
87.34,0100,신축,20020801,0,37.1,10100,청운단독주택, ,0056,20150402,1, , ,0,0,0004,990,기타지구,08,대,1020,일반주거지역, ,1,01000,단독주택,11110-1954,235.4,0,서울특별시 종로구 청운동 56-4번지,20020807,138,11110, , ,20020815,263.37,1,20021127,99.81,234.96
0, , ,20020806,0,0,10100, , ,0056,20100325,0, , ,0,0,0013, , , , , , , ,0, , ,11110-5478,0,0,서울특별시 종로구 청운동 56-13번지, ,139,11110, , , ,0,0, ,0,0
127.63,0100,신축,20040217,0,29.95,10100,에벤에셀, ,0056,20140517,0, , ,4,0,0014,300,자연환경지구,08,대,1021,제1종일반주거지역, ,1,02000,공동주택,11110-2857,426.1,0,서울특별시 종로구 청운동 56-14번지,20040402,140,11110, , ,20040409,653.46,5,20050117,86.45,368.37
0, , ,20040407,0,0,10100, , ,0056,20100325,0, , ,0,0,0021, , , , , , , ,0, , ,11110-6082,0,0,서울특별시 종로구 청운동 56-21번지, ,141,11110, , , ,0,0, ,0,0
172.17,0100,신축,20060710,0,52.15,10100,MJ하이빌, ,0056,20090326,0, , ,6,0,0041, , ,08,대,1021,제1종일반주거지역, ,1,02000,공동주택,11110-3663,330.16,0,서울특별시 종로구 청운동 56-41번지,20060911,142,11110, , ,20060911,495.03,6,20070501,149.94,495.03
0, , ,20021106,0,0,10100, , ,0056,20100325,0, , ,0,0,0041, , , , , , , ,0, , ,11110-5602,0,0,서울특별시 종로구 청운동 56-41번지, ,143,11110, , , ,0,0, ,0,0
211.01,0100,신축,20000219,0,50.34,10100,하정빌라, ,0056,20130618,0, , ,4,0,0042, , ,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-429,419.2,0,서울특별시 종로구 청운동 56-42번지,20000219,144,11110, , ,20000401,886.31,7,20010129,157.17,658.87
65.52,0100,신축,20150817,0,54.8514,10100,청운동 56-44 단독주택 (김대중), ,0056,20171118,1, , ,0,0,0044, , ,08,대,UQA121,제1종일반주거지역, ,1,01000,단독주택,11110-100023469,119.45,0,서울특별시 종로구 청운동 56-44번지, ,145,11110, , , ,328.79,0, ,139.9581,167.18
0, , ,20070913,0,0,10100, , ,0056,20100325,0, , ,0,0,0046, , , , , , , ,0, , ,11110-6728,0,0,서울특별시 종로구 청운동 56-46번지, ,146,11110, , , ,0,0, ,0,0
382.09,0100,신축,20020516,0,29.71,10100,청운동노블레스빌, ,0056,20090326,0, , ,6,0,0048, , ,10,학교용지,1020,일반주거지역, ,1,02000,공동주택,11110-1658,1286,0,서울특별시 종로구 청운동 56-48번지,20020626,147,11110, , , ,1521.24,14,20030404,84.64,1088.52
0, , ,20020524,0,0,10100, , ,0056,20100325,0, , ,0,0,0048, , , , , , , ,0, , ,11110-5387,0,0,서울특별시 종로구 청운동 56-48번지, ,148,11110, , , ,0,0, ,0,0
0, , ,20040219,0,0,10100, , ,0056,20100325,0, , ,0,0,0049, , , , , , , ,0, , ,11110-5990,0,0,서울특별시 종로구 청운동 56-49번지, ,149,11110, , , ,0,0, ,0,0
174.54,0100,신축,20021210,0,56.83,10100,청운동다세대주택, ,0056,20140711,0, , ,8,0,0049, , ,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-1861,307.13,0,서울특별시 종로구 청운동 56-49번지, ,150,11110, , , ,655.11,8, ,213.3,655.11
176.89,0100,신축,20030430,0,58.31,10100,청운동 다세대주택, ,0056,20140711,0, , ,4,0,0049, , ,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-2363,303.29,0,서울특별시 종로구 청운동 56-49번지,20030602,151,11110, , ,20030530,889.44,7,20040329,216.97,658.04
0, , ,20100528,0,0,10100, , ,0056,20100529,0, , ,0,0,0060,411,자연경관지구,08,대,1021,제1종일반주거지역, ,0, , ,11110-100012046,0,0,서울특별시 종로구 청운동 56-60번지, ,152,11110, , , ,0,0, ,0,0
71.06,0200,증축,20100308,0,33.3161,10100, , ,0056,20150207,0,318,대공방어협조구역,1,0,0070, , ,08,대,0100,도시지역, ,1,01000,단독주택,11110-100011630,213.29,0,서울특별시 종로구 청운동 56-70번지,20100309,153,11110, , ,20100310,120.14,0,20100422,56.33,120.14
0, , ,20150522,0,0,10100, , ,0056,20150523,0, , ,0,0,0077, , ,08,대, , , ,0, , ,11110-100022814,0,0,서울특별시 종로구 청운동 56-77번지, ,154,11110, , , ,0,0, ,0,0
50.91,0100,신축,20150825,0,39.68,10100,청운동 56-77 단독주택, ,0056,20160629,1, , ,0,0,0077,UQF110,자연경관지구,08,대,UQA001,도시지역, ,1,01000,단독주택,11110-100023518,128.3,0,서울특별시 종로구 청운동 56-77번지,20150914,155,11110, , ,20150916,151.89,0,20160628,118.39,151.89
0, , ,20160419,0,0,10100, , ,0057,20160420,0, , ,0,0,0027, , ,08,대, , , ,0, , ,11110-100025286,0,0,서울특별시 종로구 청운동 57-27번지, ,156,11110, , , ,0,0, ,0,0
114.14,0100,신축,20160211,0,49.33,10100,청운동 57-27 근생 및 다세대주택, ,0057,20161108,0, , ,8,0,0027, , ,08,대,UQA121,제1종일반주거지역, ,1,02000,공동주택,11110-100024788,231.4,0,서울특별시 종로구 청운동 57-27번지,20160513,157,11110, , ,20160512,459.1,0,20161107,149.97,347.04
0, , ,20160420,0,0,10100, , ,0057,20160421,0, , ,0,0,0042, , ,08,대, , , ,0, , ,11110-100025288,0,0,서울특별시 종로구 청운동 57-42번지, ,158,11110, , , ,0,0, ,0,0
184.87,0100,신축,20160707,0,52.4543,10100,진선재, ,0057,20170603,0,UOA110,절대정화구역,4,0,0042, , ,08,대,UQA121,제1종일반주거지역, ,0,02000,공동주택,11110-100025790,352.44,0,서울특별시 종로구 청운동 57-42번지,20160726,159,11110, , ,20160801,723,0,20170602,136.88,482.43
0, , ,20160418,0,0,10100, , ,0057,20160419,0, , ,0,0,0051, , ,08,대, , , ,0, , ,11110-100025285,0,0,서울특별시 종로구 청운동 57-51번지, ,160,11110, , , ,0,0, ,0,0
0, , ,20020304,0,0,10100, , ,0057,20100325,0, , ,0,0,0064, , , , , , , ,0, , ,11110-5230,0,0,서울특별시 종로구 청운동 57-64번지, ,161,11110, , , ,0,0, ,0,0
89.47,0100,신축,20011207,0,59.91,10100,청운동 다세대 신축공사,57,0057,20130618,0, , ,4,0,0064,112,최고고도지구,08,대,1020,일반주거지역,64,1,02000,공동주택,11110-1006,149.35,0,서울특별시 종로구 청운동 57-64번지,20020305,162,11110,서울시 종로구 청운동, ,20020305,423.97,3,20020723,226.7,338.57
89.47,0200,증축, ,0,59.91,10100, , ,0057,20150109,0, , ,5,0,0064, , ,08,대,UQA122,제2종일반주거지역, ,1,02000,공동주택,11110-100021666,149.35,0,서울특별시 종로구 청운동 57-64번지, ,163,11110, , , ,476.36,0,20150108,261.77,390.96
0,0700,용도변경,20110404,0,0,10100, , ,0059,20131018,0, , ,0,0,0005, , ,08,대, , , ,1,03000,제1종근린생활시설,11110-100013670,1,0,서울특별시 종로구 청운동 59-5번지, ,164,11110, , , ,62.81,0, ,0,0
108,0100,신축,20080624,0,59.5,10100,공동주택 (채옥희), ,0060,20090326,0, , ,4,0,0000,112,최고고도지구,08,대,1022,제2종일반주거지역, ,1,02000,공동주택,11110-100005957,181.5,0,서울특별시 종로구 청운동 60번지,20080728,165,11110, , ,20080728,308.13,0,20090205,169.77,308.13
0, , ,20080715,0,0,10100, , ,0060,20100325,0, , ,0,0,0000, , ,08,대, , , ,0, , ,11110-100006197,0,0,서울특별시 종로구 청운동 60번지, ,166,11110, , , ,0,0, ,0,0
0, , ,20190213,0,0,10100, , ,0063,20190214,0, , ,0,0,0000, , ,08,대, , , ,0, , ,11110-100034893,0,0,서울특별시 종로구 청운동 63번지, ,167,11110, , , ,0,0, ,0,0
175.23,0100,신축,20190125,0,48.68,10100, , ,0063,20190329,0,ZQ0001,중점경관관리구역,8,0,0000,UQH100,고도지구,08,대,UQA122,제2종일반주거지역, ,1,02000,공동주택,11110-100034531,360,0,서울특별시 종로구 청운동 63번지,20190328,168,11110, , ,20190327,686.23,0, ,190.62,686.23
111.96,0100,신축,20180302,0,58.77,10100,청운동 65 제2종근린생활시설 (재단법인 한중문화센터), ,0065,20180616,0,ZQ0001,중점경관관리구역,0,0,0000,UQH110,최고고도지구,08,대,UQA122,제2종일반주거지역, ,0,04000,제2종근린생활시설,11110-100030046,190.5,0,서울특별시 종로구 청운동 65번지, ,169,11110, , , ,467.6,0, ,193.98,369.53
0, , ,20180718,0,0,10100, , ,0065,20180719,0, , ,0,0,0000, , ,08,대, , , ,0, , ,11110-100031167,0,0,서울특별시 종로구 청운동 65번지, ,170,11110, , , ,0,0, ,0,0
106.42,0200,증축,20180628,0,55.86,10100,소소, ,0065,20190112,0,ZQ0001,중점경관관리구역,0,0,0000,UQH100,고도지구,08,대,UQA122,제2종일반주거지역, ,1,04000,제2종근린생활시설,11110-100030967,190.5,0,서울특별시 종로구 청운동 65번지,20180814,171,11110, , ,20180814,449.35,0,20190111,182.15,347
0, , ,20121112,0,0,10100, , ,0068,20121113,0, , ,0,0,0000, , ,08,대, , , ,0, , ,11110-100016626,0,0,서울특별시 종로구 청운동 68번지, ,172,11110, , , ,0,0, ,0,0
175.56,0200,증축,20020716,0,54.81,10100,청운동근.생증축공사, ,0069,20090326,1, , ,0,0,0000,112,최고고도지구,08,대,1020,일반주거지역, ,1,04000,제2종근린생활시설,11110-2051,320.3,0,서울특별시 종로구 청운동 69번지,20020817,173,11110, , ,20020817,286.19,5,20021206,79.68,255.21
59,0100,신축,20010322,0,51.89,10100,청운동 이씨 주택, ,0071,20130221,3, , ,0,0,0002,112,최고고도지구,08,대,1020,일반주거지역, ,1,01000,단독주택,11110-810,113.7,0,서울특별시 종로구 청운동 71-2번지,20010406,174,11110, , ,200104,227.97,2,20010924,150.94,171.62
62.35,0700,용도변경,20130308,0,0,10100, , ,0075,20130309,0, , ,0,0,0000, , ,08,대, , , ,1,04000,제2종근린생활시설,11110-100017234,0,0,서울특별시 종로구 청운동 75번지, ,175,11110, , , ,187.05,0, ,0,124.7
92.46,0100,신축,20020928,0,55.14,10100,없슴, ,0079,20090326,0, , ,3,0,0002, , ,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-1790,167.68,0,서울특별시 종로구 청운동 79-2번지,20021010,176,11110, , ,20021002,288.05,2,20030520,160.27,268.74
0, , ,20021004,0,0,10100, , ,0079,20100325,0, , ,0,0,0002, , , , , , , ,0, , ,11110-5557,0,0,서울특별시 종로구 청운동 79-2번지, ,177,11110, , , ,0,0, ,0,0
92.46,0700,용도변경,20170106,0,55.14,10100, , ,0079,20170112,2, , ,0,0,0002, , ,08,대,UQA120,일반주거지역, ,1,01000,단독주택,11110-100027082,167.68,0,서울특별시 종로구 청운동 79-2번지, ,178,11110, , , ,288.05,0, ,160.27,268.74
0, , ,20170125,0,0,10100, , ,0081,20170126,0, , ,0,0,0001, , ,08,대, , , ,0, , ,11110-100027184,0,0,서울특별시 종로구 청운동 81-1번지, ,179,11110, , , ,0,0, ,0,0
103.05,0100,신축,20170227,0,59.84,10100,청운동 81-1 외 다가구주택, ,0081,20180531,4,ZQ0001,중점경관관리구역,0,0,0001,UQH110,최고고도지구,08,대,UQA001,도시지역, ,1,01000,단독주택,11110-100027370,172.2,0,서울특별시 종로구 청운동 81-1번지,20170718,180,11110, , ,20170717,300.18,0,20180530,174.32,300.18
0, , ,20170125,0,0,10100, , ,0081,20170126,0, , ,0,0,0002, , ,08,대, , , ,0, , ,11110-100027183,0,0,서울특별시 종로구 청운동 81-2번지, ,181,11110, , , ,0,0, ,0,0
0, , ,20020318,0,0,10100, , ,0089,20100325,0, , ,0,0,0000, , , , , , , ,0, , ,11110-5257,0,0,서울특별시 종로구 청운동 89번지, ,182,11110, , , ,0,0, ,0,0
197.75,0100,신축,20160801,0,59.85,10100,청운동 89-2 제2종근린생활시설 (사단법인새사람선교회), ,0089,20160805,0, , ,0,0,0002, , ,08,대,UQA122,제2종일반주거지역, ,1,04000,제2종근린생활시설,11110-100025951,330.4,0,서울특별시 종로구 청운동 89-2번지, ,183,11110, , , ,850.31,0, ,199.09,657.79
414.37,0100,신축,20020221,0,39.18,10100,아트빌, ,0089,20090326,0, , ,16,0,0005,102,역사문화미관지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-1530,1057.6,0,서울특별시 종로구 청운동 89-5번지,20020228,184,11110, , ,200202,2211.86,19,20020909,146.65,1550.96
0, , ,20020218,0,0,10100, , ,0089,20100325,0, , ,0,0,0005, , , , , , , ,0, , ,11110-5202,0,0,서울특별시 종로구 청운동 89-5번지, ,185,11110, , , ,0,0, ,0,0
146.64,0200,증축,20150309,0,39.9673,10100,청운동 89-12 노유자시설 (서울특별시 종로구청), ,0089,20150310,0, , ,0,0,0012,UQG120,역사문화미관지구,08,대,UQA121,제1종일반주거지역, ,1,11000,노유자시설,11110-100022249,366.9,0,서울특별시 종로구 청운동 89-12번지, ,186,11110, , , ,475.83,0, ,90.7659,333.02
84.48,0100,신축,20010223,0,39.61,10100,궁정빌리디, ,0089,20090326,0, , ,5,0,0017,300,자연환경지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-799,213.3,0,서울특별시 종로구 청운동 89-17번지,20010305,187,11110, , ,20010306,422.4,4,20010621,158.42,337.92
422.35,0200,증축,20030703,0,39.95,10100,청운동새사람선교회, ,0089,20090326,0, , ,0,0,0020,112,최고고도지구,08,대,1020,일반주거지역, ,1,Z5000, ,11110-2536,1057.2,0,서울특별시 종로구 청운동 89-20번지,20031127,188,11110, , ,20031127,2172.32,17,20041112,133.39,1410.2
120.52,0100,신축,20020420,0,39.84,10100,청운동다세대 신축공사, ,0089,20090326,0, , ,5,0,0021,300,자연환경지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-1614,302.5,0,서울특별시 종로구 청운동 89-21번지,20021024,189,11110, , ,20021028,590.85,6, ,156.26,472.68
0, , ,20021220,0,0,10100, , ,0089,20100325,0, , ,0,0,0021, , , , , , , ,0, , ,11110-5636,0,0,서울특별시 종로구 청운동 89-21번지, ,190,11110, , , ,0,0, ,0,0
164.4,0100,신축,20010907,0,39.88,10100,해피빌, ,0089,20090326,0, , ,8,0,0022,200,경치지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-947,412.2,0,서울특별시 종로구 청운동 89-22번지,20010917,191,11110, , ,20010917,876.65,0,20020114,158.31,652.56
0, , ,20010904,0,0,10100, , ,0089,20100325,0, , ,0,0,0022, , , , , , , ,0, , ,11110-5081,0,0,서울특별시 종로구 청운동 89-22번지, ,192,11110, , , ,0,0, ,0,0
104.08,0100,신축,20000811,0,39.78,10100, , ,0089,20090326,0, , ,5,0,0023,112,최고고도지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11110-491,261.6,0,서울특별시 종로구 청운동 89-23번지,20000825,193,11110, , , ,487.56,5,20010111,146.65,390.39
14.4, , ,20010519,0,0,10100, , ,0089,20160223,0, , ,0,0,0107, , , , , , , ,0, , ,11110-1350,340.9,0,서울특별시 종로구 청운동 89-107번지, ,194,11110, , , ,14.4,0, ,0,0
