archGbCd,archGbCdNm,bjdongCd,bldNm,block,bun,crtnDay,flrArea,flrGbCd,flrGbCdNm,flrNo,ji,lot,mainPurpsCd,mainPurpsCdNm,mgmDongOulnPk,mgmFlrOulnPk,mgmPmsrgstPk,platGbCd,platPlc,rnum,sigunguCd,splotNm,strctCd,strctCdNm
0100,신축,10100, , ,0052,20101123,129.42,20,지상,4,0005, ,02003,다세대주택,11110-100010849,11110-100019581,11110-100011904,0,서울특별시 종로구 청운동 52-5번지,227,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20101123,136.5,20,지상,3,0005, ,02003,다세대주택,11110-100010849,11110-100019582,11110-100011904,0,서울특별시 종로구 청운동 52-5번지,228,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20101123,120.17,20,지상,5,0005, ,02003,다세대주택,11110-100010849,11110-100019583,11110-100011904,0,서울특별시 종로구 청운동 52-5번지,229,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20101123,59.85,20,지상,1,0005, ,04402,사무소,11110-100010849,11110-100019584,11110-100011904,0,서울특별시 종로구 청운동 52-5번지,230,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20101123,13.2,30,옥탑,1,0005, ,02003,다세대주택,11110-100010849,11110-100019585,11110-100011904,0,서울특별시 종로구 청운동 52-5번지,231,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20101123,4.2,30,옥탑,2,0005, ,02003,다세대주택,11110-100010849,11110-100019586,11110-100011904,0,서울특별시 종로구 청운동 52-5번지,232,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20101123,136.98,20,지상,2,0005, ,02003,다세대주택,11110-100010849,11110-100019587,11110-100011904,0,서울특별시 종로구 청운동 52-5번지,233,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20101123,13.68,20,지상,1,0005, ,02003,다세대주택,11110-100010849,11110-100019588,11110-100011904,0,서울특별시 종로구 청운동 52-5번지,234,11110, ,21,철근콘크리트구조
0200,증축,10100, , ,0052,20141001,12.48,20,지상,1,0005, ,02003,다세대주택,11110-100020075,11110-100038794,11110-100020788,0,서울특별시 종로구 청운동 52-5번지,235,11110, ,32,경량철골구조
0200,증축,10100, , ,0052,20141001,11.2,20,지상,5,0005, ,02003,다세대주택,11110-100020075,11110-100038795,11110-100020788,0,서울특별시 종로구 청운동 52-5번지,236,11110, ,32,경량철골구조
0200,증축,10100, , ,0052,20141001,16.8,20,지상,4,0005, ,02003,다세대주택,11110-100020075,11110-100038796,11110-100020788,0,서울특별시 종로구 청운동 52-5번지,237,11110, ,32,경량철골구조
0600,대수선,10100,효산빌리지, ,0052,20180328,146.22,20,지상,4,0005, ,02003,다세대주택,11110-100030336,11110-100059753,11110-100030171,0,서울특별시 종로구 청운동 52-5번지,238,11110, ,32,경량철골구조
0100,신축,10100,신현빌라트, ,0052,20090326,95.08,10,지하,1,0006, ,20001,주차장,11110-1193,11110-6271,11110-794,0,서울특별시 종로구 청운동 52-6번지,239,11110, ,21,철근콘크리트구조
0100,신축,10100,신현빌라트, ,0052,20090326,95.08,20,지상,1,0006, ,02003,다세대주택,11110-1193,11110-6272,11110-794,0,서울특별시 종로구 청운동 52-6번지,240,11110, ,21,철근콘크리트구조
0100,신축,10100,신현빌라트, ,0052,20090326,95.08,20,지상,2,0006, ,02003,다세대주택,11110-1193,11110-6273,11110-794,0,서울특별시 종로구 청운동 52-6번지,241,11110, ,21,철근콘크리트구조
0100,신축,10100,신현빌라트, ,0052,20090326,95.08,20,지상,3,0006, ,02003,다세대주택,11110-1193,11110-6274,11110-794,0,서울특별시 종로구 청운동 52-6번지,242,11110, ,21,철근콘크리트구조
0100,신축,10100,신현빌라트, ,0052,20090326,77.96,20,지상,4,0006, ,02003,다세대주택,11110-1193,11110-6275,11110-794,0,서울특별시 종로구 청운동 52-6번지,243,11110, ,21,철근콘크리트구조
0100,신축,10100,청운빌라, ,0052,20130618,160.24,10,지하,1,0010, ,02003,다세대주택,11110-841,11110-4888,11110-472,0,서울특별시 종로구 청운동 52-10번지,244,11110, ,21,철근콘크리트구조
0100,신축,10100,청운빌라, ,0052,20130618,109.08,20,지상,1,0010, ,02003,다세대주택,11110-841,11110-4889,11110-472,0,서울특별시 종로구 청운동 52-10번지,245,11110, ,21,철근콘크리트구조
0100,신축,10100,청운빌라, ,0052,20130618,109.08,20,지상,2,0010, ,02003,다세대주택,11110-841,11110-4890,11110-472,0,서울특별시 종로구 청운동 52-10번지,246,11110, ,21,철근콘크리트구조
0100,신축,10100,청운빌라, ,0052,20130618,109.08,20,지상,3,0010, ,02003,다세대주택,11110-841,11110-4891,11110-472,0,서울특별시 종로구 청운동 52-10번지,247,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20100604,101.77,10,지하,1,0015, ,02003,다세대주택,11110-813,11110-4783,11110-446,0,서울특별시 종로구 청운동 52-15번지,248,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20100604,101.77,20,지상,1,0015, ,02003,다세대주택,11110-813,11110-4784,11110-446,0,서울특별시 종로구 청운동 52-15번지,249,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20100604,101.77,20,지상,2,0015, ,02003,다세대주택,11110-813,11110-4785,11110-446,0,서울특별시 종로구 청운동 52-15번지,250,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20100604,101.77,20,지상,3,0015, ,02003,다세대주택,11110-813,11110-4786,11110-446,0,서울특별시 종로구 청운동 52-15번지,251,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20100604,78.24,20,지상,4,0015, ,02003,다세대주택,11110-813,11110-4787,11110-446,0,서울특별시 종로구 청운동 52-15번지,252,11110, ,21,철근콘크리트구조
0100,신축,10100,청운빌라, ,0052,20090326,89.88,10,지하,1,0016, ,02003,다세대주택,11110-2998,11110-14111,11110-2465,0,서울특별시 종로구 청운동 52-16번지,253,11110, ,21,철근콘크리트구조
0100,신축,10100,청운빌라, ,0052,20090326,84.87,20,지상,1,0016, ,02003,다세대주택,11110-2998,11110-14112,11110-2465,0,서울특별시 종로구 청운동 52-16번지,254,11110, ,21,철근콘크리트구조
0100,신축,10100,청운빌라, ,0052,20090326,86.9,20,지상,2,0016, ,02003,다세대주택,11110-2998,11110-14113,11110-2465,0,서울특별시 종로구 청운동 52-16번지,255,11110, ,21,철근콘크리트구조
0100,신축,10100,청운빌라, ,0052,20090326,81.46,20,지상,3,0016, ,02003,다세대주택,11110-2998,11110-14114,11110-2465,0,서울특별시 종로구 청운동 52-16번지,256,11110, ,21,철근콘크리트구조
0100,신축,10100,청운빌라, ,0052,20090326,64.38,20,지상,4,0016, ,02003,다세대주택,11110-2998,11110-14115,11110-2465,0,서울특별시 종로구 청운동 52-16번지,257,11110, ,21,철근콘크리트구조
0100,신축,10100,다세대주택, ,0052,20090326,77.15,10,지하,1,0018, ,02003,다세대주택,11110-936,11110-5496,11110-567,0,서울특별시 종로구 청운동 52-18번지,258,11110, ,21,철근콘크리트구조
0100,신축,10100,다세대주택, ,0052,20090326,33.73,10,지하,1,0018, ,02003,다세대주택,11110-936,11110-5497,11110-567,0,서울특별시 종로구 청운동 52-18번지,259,11110, ,21,철근콘크리트구조
0100,신축,10100,다세대주택, ,0052,20090326,110.88,20,지상,1,0018, ,02003,다세대주택,11110-936,11110-5498,11110-567,0,서울특별시 종로구 청운동 52-18번지,260,11110, ,21,철근콘크리트구조
0100,신축,10100,다세대주택, ,0052,20090326,110.88,20,지상,2,0018, ,02003,다세대주택,11110-936,11110-5499,11110-567,0,서울특별시 종로구 청운동 52-18번지,261,11110, ,21,철근콘크리트구조
0100,신축,10100,다세대주택, ,0052,20090326,110.88,20,지상,3,0018, ,02003,다세대주택,11110-936,11110-5500,11110-567,0,서울특별시 종로구 청운동 52-18번지,262,11110, ,21,철근콘크리트구조
0100,신축,10100,다세대주택, ,0052,20090326,88.8,20,지상,4,0018, ,02003,다세대주택,11110-936,11110-5501,11110-567,0,서울특별시 종로구 청운동 52-18번지,263,11110, ,21,철근콘크리트구조
0100,신축,10100,다세대주택, ,0052,20090326,13.6,30,옥탑,1,0018, ,02005,부대시설,11110-936,11110-5502,11110-567,0,서울특별시 종로구 청운동 52-18번지,264,11110, ,21,철근콘크리트구조
0100,신축,10100,다세대주택, ,0052,20090326,7.4,30,옥탑,2,0018, ,02005,부대시설,11110-936,11110-5503,11110-567,0,서울특별시 종로구 청운동 52-18번지,265,11110, ,21,철근콘크리트구조
0100,신축,10100,'빈귀자'씨다세대주택, ,0052,20120204,110.88,10,지하,1,0018, ,02003,다세대주택,11110-836,11110-4864,11110-467,0,서울특별시 종로구 청운동 52-18번지,266,11110, ,21,철근콘크리트구조
0100,신축,10100,'빈귀자'씨다세대주택, ,0052,20120204,110.88,20,지상,1,0018, ,02003,다세대주택,11110-836,11110-4865,11110-467,0,서울특별시 종로구 청운동 52-18번지,267,11110, ,21,철근콘크리트구조
0100,신축,10100,'빈귀자'씨다세대주택, ,0052,20120204,110.88,20,지상,2,0018, ,02003,다세대주택,11110-836,11110-4866,11110-467,0,서울특별시 종로구 청운동 52-18번지,268,11110, ,21,철근콘크리트구조
0100,신축,10100,'빈귀자'씨다세대주택, ,0052,20120204,110.88,20,지상,3,0018, ,02003,다세대주택,11110-836,11110-4867,11110-467,0,서울특별시 종로구 청운동 52-18번지,269,11110, ,21,철근콘크리트구조
0100,신축,10100,'빈귀자'씨다세대주택, ,0052,20120204,88.8,20,지상,4,0018, ,02003,다세대주택,11110-836,11110-4868,11110-467,0,서울특별시 종로구 청운동 52-18번지,270,11110, ,21,철근콘크리트구조
0100,신축,10100,단독주택,52,0052,20090326,69.3,10,지하,1,0023,23,01001,단독주택,11110-1508,11110-8000,11110-1080,0,서울특별시 종로구 청운동 52-23번지,271,11110,서울시 종로구 청운동,21,철근콘크리트구조
0100,신축,10100,단독주택,52,0052,20090326,44.43,20,지상,1,0023,23,01001,단독주택,11110-1508,11110-8001,11110-1080,0,서울특별시 종로구 청운동 52-23번지,272,11110,서울시 종로구 청운동,21,철근콘크리트구조
0100,신축,10100,단독주택,52,0052,20090326,44.43,20,지상,2,0023,23,01001,단독주택,11110-1508,11110-8002,11110-1080,0,서울특별시 종로구 청운동 52-23번지,273,11110,서울시 종로구 청운동,21,철근콘크리트구조
0100,신축,10100, , ,0052,20100112,70.85,20,지상,1,0026, ,01003,다가구주택,11110-100009088,11110-100015343,11110-100008788,0,서울특별시 종로구 청운동 52-26번지,274,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20100112,70.85,20,지상,3,0026, ,01003,다가구주택,11110-100009088,11110-100015344,11110-100008788,0,서울특별시 종로구 청운동 52-26번지,275,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20100112,70.85,20,지상,2,0026, ,01003,다가구주택,11110-100009088,11110-100015345,11110-100008788,0,서울특별시 종로구 청운동 52-26번지,276,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20100112,121.76,10,지하,1,0026, ,04008,사진관,11110-100009088,11110-100015346,11110-100008788,0,서울특별시 종로구 청운동 52-26번지,277,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동근생주택, ,0052,20090326,59.85,20,지상,1,0038, ,03001,소매점,11110-1269,11110-6686,11110-869,0,서울특별시 종로구 청운동 52-38번지,278,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동근생주택, ,0052,20090326,50.86,20,지상,2,0038, ,01001,단독주택,11110-1269,11110-6687,11110-869,0,서울특별시 종로구 청운동 52-38번지,279,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동근생주택, ,0052,20090326,50.86,20,지상,3,0038, ,01001,단독주택,11110-1269,11110-6688,11110-869,0,서울특별시 종로구 청운동 52-38번지,280,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동근생주택, ,0052,20090326,29.08,20,지상,4,0038, ,01001,단독주택,11110-1269,11110-6689,11110-869,0,서울특별시 종로구 청운동 52-38번지,281,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-42 단독주택 (고경희), ,0052,20091024,29.43,20,지상,2,0042, ,01003,다가구주택,11110-100008722,11110-100014330,11110-100010883,0,서울특별시 종로구 청운동 52-42번지,282,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-42 단독주택 (고경희), ,0052,20091024,31.43,20,지상,3,0042, ,01003,다가구주택,11110-100008722,11110-100014331,11110-100010883,0,서울특별시 종로구 청운동 52-42번지,283,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-42 단독주택 (고경희), ,0052,20091024,29.83,20,지상,1,0042, ,01003,다가구주택,11110-100008722,11110-100014332,11110-100010883,0,서울특별시 종로구 청운동 52-42번지,284,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 단독주택, ,0052,20090326,164.91,10,지하,1,0051, ,01001,단독주택,11110-3102,11110-14780,11110-2556,0,서울특별시 종로구 청운동 52-51번지,285,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 단독주택, ,0052,20090326,81.45,20,지상,1,0051, ,01001,단독주택,11110-3102,11110-14781,11110-2556,0,서울특별시 종로구 청운동 52-51번지,286,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 단독주택, ,0052,20090326,81.96,20,지상,2,0051, ,01001,단독주택,11110-3102,11110-14782,11110-2556,0,서울특별시 종로구 청운동 52-51번지,287,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 한옥주택, ,0052,20140902,76.76,20,지상,1,0057, ,01001,단독주택,11110-4016,11110-18465,11110-3380,0,서울특별시 종로구 청운동 52-57번지,288,11110, ,51,일반목구조
0100,신축,10100, , ,0052,20120731,118.89,20,지상,1,0083, ,01003,다가구주택,11110-100014654,11110-100028394,11110-100015218,0,서울특별시 종로구 청운동 52-83번지,289,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20120731,117.02,20,지상,2,0083, ,01003,다가구주택,11110-100014654,11110-100028395,11110-100015218,0,서울특별시 종로구 청운동 52-83번지,290,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0052,20120731,42.51,10,지하,1,0083, ,01003,다가구주택,11110-100014654,11110-100028396,11110-100015218,0,서울특별시 종로구 청운동 52-83번지,291,11110, ,21,철근콘크리트구조
0200,증축,10100, , ,0052,20140710,15.45,20,지상,1,0083, ,01003,다가구주택,11110-100019445,11110-100037518,11110-100020246,0,서울특별시 종로구 청운동 52-83번지,292,11110, ,21,철근콘크리트구조
0200,증축,10100,청운동50-106주택, ,0052,20090326,0,10,지하,1,0106, ,01001,단독주택,11110-4553,11110-20639,11110-3856,0,서울특별시 종로구 청운동 52-106번지,293,11110, ,11,벽돌구조
0200,증축,10100,청운동50-106주택, ,0052,20090326,10.08,20,지상,1,0106, ,01001,단독주택,11110-4553,11110-20640,11110-3856,0,서울특별시 종로구 청운동 52-106번지,294,11110, ,11,벽돌구조
0200,증축,10100,청운동50-106주택, ,0052,20090326,11.94,20,지상,1,0106, ,01001,단독주택,11110-4553,11110-20641,11110-3856,0,서울특별시 종로구 청운동 52-106번지,295,11110, ,11,벽돌구조
0200,증축,10100,청운동50-106주택, ,0052,20090326,0,20,지상,2,0106, ,01001,단독주택,11110-4553,11110-20642,11110-3856,0,서울특별시 종로구 청운동 52-106번지,296,11110, ,11,벽돌구조
0100,신축,10100,청운동단독주택, ,0052,20190109,88.58,20,지상,2,0127, ,01001,단독주택,11110-100034942,11110-100066125,11110-100033809,0,서울특별시 종로구 청운동 52-127번지,297,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동단독주택, ,0052,20190109,65,20,지상,3,0127, ,01001,단독주택,11110-100034942,11110-100066126,11110-100033809,0,서울특별시 종로구 청운동 52-127번지,298,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동단독주택, ,0052,20190109,100.97,20,지상,1,0127, ,01001,단독주택,11110-100034942,11110-100066127,11110-100033809,0,서울특별시 종로구 청운동 52-127번지,299,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-128 다세대주택, ,0052,20190124,36.68,20,지상,1,0128, ,02003,다세대주택,11110-100034943,11110-100066128,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,300,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-128 다세대주택, ,0052,20190124,36.07,10,지하,1,0128, ,02003,다세대주택,11110-100034943,11110-100066129,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,301,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-128 다세대주택, ,0052,20190124,36.68,20,지상,1,0128, ,02003,다세대주택,11110-100034943,11110-100066130,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,302,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-128 다세대주택, ,0052,20190124,36.14,20,지상,2,0128, ,02003,다세대주택,11110-100034943,11110-100066131,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,303,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-128 다세대주택, ,0052,20190124,36.68,20,지상,3,0128, ,02003,다세대주택,11110-100034943,11110-100066132,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,304,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-128 다세대주택, ,0052,20190124,36.68,10,지하,1,0128, ,02003,다세대주택,11110-100034943,11110-100066133,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,305,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-128 다세대주택, ,0052,20190124,36.68,20,지상,3,0128, ,02003,다세대주택,11110-100034943,11110-100066134,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,306,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-128 다세대주택, ,0052,20190124,36.14,20,지상,2,0128, ,02003,다세대주택,11110-100034943,11110-100066135,11110-100033810,0,서울특별시 종로구 청운동 52-128번지,307,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-131 공동주택 (윤성원), ,0052,20190323,88.81,20,지상,3,0131, ,02003,다세대주택,11110-100037325,11110-100069334,11110-100035831,0,서울특별시 종로구 청운동 52-131번지,308,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-131 공동주택 (윤성원), ,0052,20190323,88.81,20,지상,2,0131, ,02003,다세대주택,11110-100037325,11110-100069335,11110-100035831,0,서울특별시 종로구 청운동 52-131번지,309,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-131 공동주택 (윤성원), ,0052,20190323,88.81,20,지상,1,0131, ,02003,다세대주택,11110-100037325,11110-100069336,11110-100035831,0,서울특별시 종로구 청운동 52-131번지,310,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 52-131 공동주택 (윤성원), ,0052,20190323,172.31,10,지하,1,0131, ,04402,사무소,11110-100037325,11110-100069337,11110-100035831,0,서울특별시 종로구 청운동 52-131번지,311,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 53-3 단독주택 (황호양), ,0053,20180914,140.28,20,지상,3,0003, ,01003,다가구주택,11110-100018422,11110-100035806,11110-100017312,0,서울특별시 종로구 청운동 53-3번지,312,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 53-3 단독주택 (황호양), ,0053,20180914,160.04,20,지상,1,0003, ,01003,다가구주택,11110-100018422,11110-100035807,11110-100017312,0,서울특별시 종로구 청운동 53-3번지,313,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 53-3 단독주택 (황호양), ,0053,20180914,199.64,10,지하,1,0003, ,01003,다가구주택,11110-100018422,11110-100035808,11110-100017312,0,서울특별시 종로구 청운동 53-3번지,314,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 53-3 단독주택 (황호양), ,0053,20180914,157.02,20,지상,2,0003, ,01003,다가구주택,11110-100018422,11110-100035809,11110-100017312,0,서울특별시 종로구 청운동 53-3번지,315,11110, ,21,철근콘크리트구조
0200,증축,10100,청운동 단독주택, ,0053,20130803,13.25,20,지상,3,0008, ,01001,단독주택,11110-100016906,11110-100033369,11110-100016882,0,서울특별시 종로구 청운동 53-8번지,316,11110, ,21,철근콘크리트구조
0200,증축,10100,청운동 단독주택, ,0053,20130803,9.75,20,지상,2,0008, ,01001,단독주택,11110-100016906,11110-100033370,11110-100016882,0,서울특별시 종로구 청운동 53-8번지,317,11110, ,21,철근콘크리트구조
0100,신축,10100,단독주택, ,0053,20141024,47.48,20,지상,1,0008, ,01001,단독주택,11110-1509,11110-8003,11110-1081,0,서울특별시 종로구 청운동 53-8번지,318,11110, ,21,철근콘크리트구조
0100,신축,10100,단독주택, ,0053,20141024,37.73,20,지상,2,0008, ,01001,단독주택,11110-1509,11110-8004,11110-1081,0,서울특별시 종로구 청운동 53-8번지,319,11110, ,21,철근콘크리트구조
0100,신축,10100,단독주택, ,0053,20141024,34.23,20,지상,3,0008, ,01001,단독주택,11110-1509,11110-8005,11110-1081,0,서울특별시 종로구 청운동 53-8번지,320,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0053,20120425,106.36,10,지하,1,0016, ,03999,기타제1종근린생활시설,11110-100014101,11110-100026850,11110-100013593,0,서울특별시 종로구 청운동 53-16번지,321,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0053,20120425,132.44,20,지상,1,0016, ,01001,단독주택,11110-100014101,11110-100026851,11110-100013593,0,서울특별시 종로구 청운동 53-16번지,322,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0053,20120425,130.94,20,지상,2,0016, ,01001,단독주택,11110-100014101,11110-100026852,11110-100013593,0,서울특별시 종로구 청운동 53-16번지,323,11110, ,21,철근콘크리트구조
0900, ,10100,청운동다가구주택, ,0053,20090326,96.19,20,지상,1,0017, ,01003,다가구주택,11110-96,11110-453,11110-92,0,서울특별시 종로구 청운동 53-17번지,324,11110, ,21,철근콘크리트구조
0900, ,10100,청운동다가구주택, ,0053,20090326,74.49,20,지상,2,0017, ,01003,다가구주택,11110-96,11110-454,11110-92,0,서울특별시 종로구 청운동 53-17번지,325,11110, ,11,벽돌구조
0900, ,10100,청운동다가구주택, ,0053,20090326,74.49,20,지상,3,0017, ,01003,다가구주택,11110-96,11110-455,11110-92,0,서울특별시 종로구 청운동 53-17번지,326,11110, ,11,벽돌구조
0900, ,10100,청운동다가구주택, ,0053,20090326,18.9,30,옥탑,1,0017, ,01003,다가구주택,11110-96,11110-456,11110-92,0,서울특별시 종로구 청운동 53-17번지,327,11110, ,11,벽돌구조
0100,신축,10100,., ,0053,20090326,45.81,20,지상,2,0018, ,01001,단독주택,11110-4826,11110-21907,11110-4107,0,서울특별시 종로구 청운동 53-18번지,328,11110, ,31,일반철골구조
0100,신축,10100,., ,0053,20090326,45.81,20,지상,3,0018, ,01001,단독주택,11110-4826,11110-21908,11110-4107,0,서울특별시 종로구 청운동 53-18번지,329,11110, ,31,일반철골구조
0100,신축,10100,., ,0053,20090326,45.81,20,지상,1,0018, ,01001,단독주택,11110-4826,11110-21906,11110-4107,0,서울특별시 종로구 청운동 53-18번지,330,11110, ,31,일반철골구조
0100,신축,10100,청운동 53-19 단독주택 (김선규), ,0053,20140117,45.9,20,지상,2,0019, ,01001,단독주택,11110-100018203,11110-100035526,11110-100018037,0,서울특별시 종로구 청운동 53-19번지,331,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 53-19 단독주택 (김선규), ,0053,20140117,41.1,20,지상,3,0019, ,01001,단독주택,11110-100018203,11110-100035527,11110-100018037,0,서울특별시 종로구 청운동 53-19번지,332,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 53-19 단독주택 (김선규), ,0053,20140117,45.9,20,지상,1,0019, ,04402,사무소,11110-100018203,11110-100035528,11110-100018037,0,서울특별시 종로구 청운동 53-19번지,333,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0053,20120229,29.84,20,지상,3,0031, ,01003,다가구주택,11110-100013768,11110-100026107,11110-100013423,0,서울특별시 종로구 청운동 53-31번지,334,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0053,20120229,36.92,20,지상,1,0031, ,01003,다가구주택,11110-100013768,11110-100026108,11110-100013423,0,서울특별시 종로구 청운동 53-31번지,335,11110, ,21,철근콘크리트구조
0100,신축,10100, , ,0053,20120229,36.72,20,지상,2,0031, ,01003,다가구주택,11110-100013768,11110-100026109,11110-100013423,0,서울특별시 종로구 청운동 53-31번지,336,11110, ,21,철근콘크리트구조
0200,증축,10100,뿌리의집, ,0053,20090326,13.53,20,지상,2,0056, ,04010,학원,11110-3183,11110-14994,11110-2635,0,서울특별시 종로구 청운동 53-56번지,337,11110, ,11,벽돌구조
0100,신축,10100,청운동 G주택, ,0053,20090326,143.69,20,지상,2,0057, ,01001,단독주택,11110-100005536,11110-100007939,11110-4073,0,서울특별시 종로구 청운동 53-57번지,338,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 G주택, ,0053,20090326,152.3,20,지상,3,0057, ,01001,단독주택,11110-100005536,11110-100007940,11110-4073,0,서울특별시 종로구 청운동 53-57번지,339,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 G주택, ,0053,20090326,115.18,20,지상,1,0057, ,01001,단독주택,11110-100005536,11110-100007941,11110-4073,0,서울특별시 종로구 청운동 53-57번지,340,11110, ,21,철근콘크리트구조
0100,신축,10100,청운동 G주택, ,0053,20090326,223.36,10,지하,1,0057, ,01001,단독주택,11110-100005536,11110-100007942,11110-4073,0,서울특별시 종로구 청운동 53-57번지,341,11110, ,21,철근콘크리트구조
0700,용도변경,10100, , ,0053,20130911,14.31,10,지하,1,0060, ,01001,단독주택,11110-100017066,11110-100033758,11110-100018204,0,서울특별시 종로구 청운동 53-60번지,342,11110, ,11,벽돌구조
0700,용도변경,10100, , ,0053,20130911,140.66,20,지상,1,0060, ,04402,사무소,11110-100017066,11110-100033759,11110-100018204,0,서울특별시 종로구 청운동 53-60번지,343,11110, ,11,벽돌구조
0700,용도변경,10100, , ,0053,20130911,133.49,20,지상,2,0060, ,01001,단독주택,11110-100017066,11110-100033760,11110-100018204,0,서울특별시 종로구 청운동 53-60번지,344,11110, ,11,벽돌구조
0700,용도변경,10100, , ,0053,20131026,140.66,20,지상,1,0060, ,01001,단독주택,11110-100017378,11110-100034228,11110-100018469,0,서울특별시 종로구 청운동 53-60번지,345,11110, ,11,벽돌구조
0700,용도변경,10100, , ,0053,20131026,14.31,10,지하,1,0060, ,01001,단독주택,11110-100017378,11110-100034229,11110-100018469,0,서울특별시 종로구 청운동 53-60번지,346,11110, ,11,벽돌구조
0700,용도변경,10100, , ,0053,20131026,133.49,20,지상,2,0060, ,04402,사무소,11110-100017378,11110-100034230,11110-100018469,0,서울특별시 종로구 청운동 53-60번지,347,11110, ,11,벽돌구조
0700,용도변경,10100, , ,0053,20150508,14.31,10,지하,1,0060, ,01001,단독주택,11110-100022116,11110-100043376,11110-100022710,0,서울특별시 종로구 청운동 53-60번지,348,11110, ,11,벽돌구조
0700,용도변경,10100, , ,0053,20150508,133.49,20,지상,2,0060, ,01001,단독주택,11110-100022116,11110-100043377,11110-100022710,0,서울특별시 종로구 청운동 53-60번지,349,11110, ,11,벽돌구조
0700,용도변경,10100, , ,0053,20150508,140.66,20,지상,1,0060, ,01001,단독주택,11110-100022116,11110-100043378,11110-100022710,0,서울특별시 종로구 청운동 53-60번지,350,11110, ,11,벽돌구조
0700,용도변경,10100, , ,0053,20180419,14.31,10,지하,1,0060, ,04402,사무소,11110-100030567,11110-100060234,11110-100030423,0,서울특별시 종로구 청운동 53-60번지,351,11110, ,11,벽돌구조
0700,용도변경,10100, , ,0053,20180419,140.66,20,지상,1,0060, ,04402,사무소,11110-100030567,11110-100060235,11110-100030423,0,서울특별시 종로구 청운동 53-60번지,352,11110, ,11,벽돌구조
