,C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2,C2_NM,C2_NM_ENG,C2_OBJ_NM,DT,ITM_ID,ITM_NM,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
37,1511613102251772A.05,인천,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,3023,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
38,1511613102251772A.05,인천,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,673,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
39,1511613102251772A.05,인천,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,10,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
40,1511613102251772A.06,광주,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,135699,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
41,1511613102251772A.06,광주,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,63398,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
42,1511613102251772A.06,광주,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,65622,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
43,1511613102251772A.06,광주,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,2769,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
44,1511613102251772A.06,광주,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,1273,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
45,1511613102251772A.06,광주,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,2463,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
46,1511613102251772A.06,광주,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,146,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
47,1511613102251772A.06,광주,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,0,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
48,1511613102251772A.07,대전,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,130852,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
49,1511613102251772A.07,대전,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,57267,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
50,1511613102251772A.07,대전,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,66766,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
51,1511613102251772A.07,대전,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,2421,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
52,1511613102251772A.07,대전,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,1623,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
53,1511613102251772A.07,대전,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,2381,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
54,1511613102251772A.07,대전,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,358,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
55,1511613102251772A.07,대전,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,8,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
56,1511613102251772A.08,울산,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,121382,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
57,1511613102251772A.08,울산,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,65016,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
58,1511613102251772A.08,울산,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,50963,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
59,1511613102251772A.08,울산,,시도별,Metropolitan city and province,1511613102251772B.4,5층,,층수별,2264,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
60,1511613102251772A.08,울산,,시도별,Metropolitan city and province,1511613102251772B.5,6~10층,,층수별,1558,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
61,1511613102251772A.08,울산,,시도별,Metropolitan city and province,1511613102251772B.6,11~20층,,층수별,1344,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
62,1511613102251772A.08,울산,,시도별,Metropolitan city and province,1511613102251772B.7,21~30층,,층수별,204,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
63,1511613102251772A.08,울산,,시도별,Metropolitan city and province,1511613102251772B.8,31층이상,,층수별,0,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
64,1511613102251772A.09,경기,,시도별,Metropolitan city and province,1511613102251772B.0,계,Total,층수별,947727,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
65,1511613102251772A.09,경기,,시도별,Metropolitan city and province,1511613102251772B.2,1층,,층수별,529509,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
66,1511613102251772A.09,경기,,시도별,Metropolitan city and province,1511613102251772B.3,2~4층,,층수별,367118,1611613103251772T2,동수,116,2007,A,TX_116110034,건축물 현황(시도별층수별),동,Building
