,연도,월,서울특별시건수,서울특별시보증잔액(원),부산광역시건수,부산광역시보증잔액(원),대구광역시건수,대구광역시보증잔액(원),인천광역시건수,인천광역시보증잔액(원),광주광역시건수,광주광역시보증잔액(원),대전광역시건수,대전광역시보증잔액(원),울산광역시건수,울산광역시보증잔액(원),경기도건수,경기도보증잔액(원),충청북도건수,충청북도보증잔액(원),충청남도건수,충청남도보증잔액(원),전라북도건수,전라북도보증잔액(원),전라남도건수,전라남도보증잔액(원),경상북도건수,경상북도보증잔액(원),경상남도건수,경상남도보증잔액(원),강원도 건수,강원도 보증잔액(원),제주도건수,제주도보증잔액(원),세종특별자치시건수,세종특별자치시보증잔액(원),기타공급건수,기타공급금액(원)
92,2011,12,"46,255","2,073,981,553,978","14,878","1,432,184,811,385","7,461","537,936,284,768","35,720","2,415,735,173,971","7,176","738,453,259,341","9,248","837,459,318,212","2,177","194,895,629,401","73,897","4,449,257,949,558","4,952","485,891,454,977","6,360","544,564,688,734","6,329","513,755,946,487","6,059","549,511,624,605","3,823","186,615,146,004","14,870","1,416,900,170,174","2,883","170,830,408,097",352,"4,096,428,090",,,172,"4,269,445,112"
93,2012,1,"47,480","2,150,768,229,315","15,031","1,455,785,458,626","7,965","606,282,879,131","35,911","2,420,077,697,735","7,744","807,035,675,111","8,714","815,787,076,918","2,256","209,615,213,891","75,671","4,607,682,254,404","4,985","486,170,183,522","6,931","607,252,869,023","6,590","534,612,635,943","6,377","588,955,623,043","3,778","186,710,443,835","16,856","1,685,721,950,658","2,974","181,017,568,977",346,"4,009,690,918",,,169,"4,163,617,506"
94,2012,2,"49,965","2,305,657,357,925","17,563","1,772,702,733,199","8,743","732,505,060,446","36,371","2,416,880,714,216","7,793","812,590,764,295","9,011","866,772,992,785","2,509","244,951,000,490","78,563","4,770,873,159,071","5,304","525,743,364,598","7,707","683,637,423,709","7,435","612,789,078,773","6,669","601,169,264,286","3,775","190,552,291,104","17,967","1,833,991,190,624","3,090","192,033,659,871",347,"4,194,250,349",,,168,"4,143,080,916"
95,2012,3,"52,200","2,404,239,140,824","17,753","1,788,928,160,443","8,581","713,914,706,752","36,710","2,393,044,387,499","7,844","817,899,875,651","11,319","1,228,595,585,170","2,578","251,127,592,450","82,493","5,035,689,126,857","5,641","579,376,372,157","8,740","805,024,261,260","8,064","688,449,051,231","6,773","619,977,928,147","3,881","202,052,116,142","18,996","1,966,599,993,232","3,216","209,172,960,028",350,"4,230,375,683",,,166,"4,067,466,134"
96,2012,4,"54,865","2,571,352,286,977","19,556","2,088,641,290,410","9,770","869,907,617,946","37,158","2,329,697,809,705","8,333","894,981,822,234","11,364","1,223,816,645,542","2,602","253,217,108,530","85,751","5,188,844,301,771","5,918","621,600,893,498","9,553","908,966,510,563","8,103","689,952,268,149","7,104","676,076,230,791","3,966","211,678,173,598","19,139","1,980,243,241,059","4,460","373,411,878,756",345,"4,333,249,436",,,163,"3,932,481,962"
97,2012,5,"57,266","2,695,805,473,111","19,744","2,110,371,017,982","10,225","941,118,592,119","37,694","2,264,122,516,063","8,995","983,035,108,327","11,362","1,207,358,855,944","2,794","275,675,106,297","89,209","5,377,293,915,277","6,000","626,596,283,964","11,200","1,106,076,109,538","8,315","705,365,546,118","7,087","677,411,929,271","3,977","213,901,487,233","20,319","2,143,675,094,108","4,422","371,042,044,227",343,"4,349,192,948",,,163,"3,912,526,469"
98,2012,6,"59,502","2,784,140,948,563","19,788","2,113,920,041,645","10,381","967,659,968,286","38,172","2,212,890,768,189","10,329","1,140,988,000,759","11,410","1,203,801,305,282","2,848","278,624,977,541","91,455","5,407,702,835,276","5,866","574,439,864,064","13,759","1,419,273,881,726","8,526","724,691,098,553","7,250","698,547,742,612","4,205","238,609,371,095","21,796","2,328,727,408,983","4,503","378,821,991,947",339,"4,412,274,858",,,160,"3,960,805,039"
99,2012,7,"61,388","2,881,825,988,000","20,112","2,150,717,148,749","10,681","988,815,917,622","38,672","2,163,249,316,923","10,343","1,141,721,459,625","11,348","1,193,004,644,817","2,939","302,251,499,259","93,430","5,425,356,304,759","5,676","543,088,619,449","14,534","1,494,868,274,229","7,668","672,708,521,001","7,699","725,843,587,321","5,169","345,661,240,515","22,415","2,408,847,413,951","4,602","388,955,295,438",337,"4,450,301,694",,,159,"3,949,940,561"
100,2012,8,"63,382","2,982,108,155,335","21,159","2,312,155,140,811","10,549","972,554,014,018","38,718","2,091,923,350,021","9,960","1,097,531,237,149","11,338","1,185,783,447,688","3,308","359,377,074,833","95,988","5,510,080,169,520","5,694","539,759,757,146","16,712","1,821,759,089,819","7,621","688,581,157,797","7,739","727,738,467,158","5,840","408,476,064,650","23,479","2,553,011,113,195","4,950","431,410,362,659",338,"4,572,465,847",,,158,"3,995,261,395"
101,2012,9,"64,947","3,047,807,368,063","21,361","2,329,086,885,406","10,433","964,715,969,876","38,301","1,945,487,191,481","9,358","1,026,392,928,617","11,248","1,171,070,149,669","3,365","363,539,946,063","97,933","5,560,592,952,995","5,712","539,546,155,888","18,569","2,099,068,074,700","8,576","744,167,185,012","8,262","796,461,250,687","5,853","411,428,593,006","23,639","2,570,873,001,360","5,555","500,150,276,143",335,"4,654,486,000",,,154,"3,848,684,622"
102,2012,10,"66,944","3,136,331,143,602","22,168","2,460,750,895,573","10,071","920,033,881,564","38,506","1,895,686,462,184","9,276","1,016,774,787,996","11,201","1,156,451,568,320","3,400","364,581,256,400","100,316","5,582,514,631,573","5,937","578,215,614,533","19,039","2,168,463,145,177","8,020","751,944,922,230","8,358","805,676,692,911","5,603","382,225,936,512","23,874","2,593,867,008,347","5,676","512,917,489,819",335,"4,807,806,057",,,155,"3,928,804,378"
103,2012,11,"69,185","3,239,368,267,252","22,250","2,464,924,703,920","10,340","961,242,622,408","38,420","1,770,313,988,504","9,426","1,028,833,382,014","11,308","1,161,440,889,703","3,461","368,938,510,798","102,994","5,628,638,134,485","6,741","702,761,691,877","19,252","2,202,698,318,560","9,573","884,192,978,099","8,430","822,312,927,423","5,465","367,152,773,727","23,990","2,607,693,548,675","5,767","521,544,814,685",387,"8,007,573,111",,,155,"4,225,519,079"
104,2012,12,"70,881","3,297,872,084,139","22,066","2,440,740,897,444","10,854","1,034,509,417,177","38,694","1,737,524,928,651","9,159","991,073,442,300","11,315","1,149,822,146,698","3,515","370,303,962,425","104,034","5,498,777,667,347","6,781","707,189,082,166","19,912","2,305,493,715,097","8,870","823,931,373,070","8,343","821,587,305,859","6,077","384,983,903,053","23,745","2,573,641,893,941","5,934","538,345,690,987",364,"6,632,084,029",,,153,"4,186,182,653"
105,2013,1,"72,150","3,354,112,920,037","22,521","2,498,305,321,741","10,832","1,035,404,259,433","38,881","1,713,363,487,224","9,254","984,347,104,915","11,394","1,145,400,656,580","3,585","371,836,791,422","105,665","5,547,322,411,861","6,821","708,557,331,561","9,614","809,179,998,365","8,806","819,384,828,011","8,647","868,580,664,721","6,123","388,099,964,242","24,460","2,666,693,105,753","6,058","544,949,741,140",422,"11,521,223,258","10,519","1,519,965,610,882",153,"4,327,093,432"
106,2013,2,"74,758","3,477,877,022,965","22,464","2,475,886,093,784","10,809","1,031,116,167,944","39,152","1,694,037,043,942","9,230","977,600,888,674","11,617","1,147,681,855,343","3,655","372,460,636,583","108,425","5,611,327,546,429","6,640","684,028,339,076","9,841","828,943,928,668","9,628","909,573,996,289","8,531","851,263,812,144","6,183","390,735,319,903","24,863","2,688,555,868,761","6,372","574,435,037,765",449,"13,265,237,075","11,189","1,636,590,453,875",152,"4,307,567,714"
107,2013,3,"77,338","3,614,273,317,876","22,837","2,518,472,991,364","10,679","975,305,917,527","39,564","1,677,039,633,829","9,176","971,112,953,205","11,773","1,148,819,433,442","4,053","432,036,017,675","111,704","5,756,592,677,664","6,643","676,297,762,216","9,991","835,324,822,087","9,740","910,077,407,863","8,430","842,087,298,992","6,906","468,013,881,875","24,954","2,687,064,747,646","6,808","621,646,509,433",458,"14,183,732,524","11,248","1,642,189,035,560",150,"4,291,199,796"
108,2013,4,"80,195","3,741,448,700,064","22,905","2,508,519,129,551","9,826","885,918,626,599","40,022","1,662,483,564,223","8,981","937,427,204,001","11,944","1,152,913,269,708","4,163","438,348,955,144","115,163","5,902,305,775,180","6,717","678,312,879,520","10,153","841,161,535,848","10,145","941,742,408,715","7,887","802,049,951,970","7,875","578,427,606,929","25,653","2,750,536,804,933","6,830","621,084,971,143",462,"14,742,938,779","11,279","1,645,169,176,877",147,"4,062,332,575"
109,2013,5,"82,479","3,798,493,261,458","23,467","2,567,448,258,124","9,300","806,125,146,098","41,016","1,771,813,035,380","8,985","933,682,202,520","12,015","1,151,083,767,712","4,677","496,524,071,944","117,003","5,820,933,501,558","6,776","679,890,784,478","10,141","825,780,173,621","10,197","942,974,246,860","8,157","796,799,602,070","7,941","580,230,911,490","25,664","2,736,997,171,779","6,595","602,725,101,627",448,"14,224,015,299","11,322","1,648,322,035,879",144,"3,993,063,519"
110,2013,6,"84,426","3,847,151,751,663","22,517","2,428,333,105,595","8,560","703,903,723,074","41,351","1,728,036,796,633","8,514","856,725,945,447","12,173","1,155,064,612,104","4,521","471,903,870,308","119,687","5,811,596,492,064","5,402","463,370,850,698","9,345","700,245,004,388","10,641","1,004,974,244,047","8,515","778,050,455,306","7,525","526,944,285,029","24,365","2,552,446,851,385","6,438","582,360,741,350",448,"14,439,005,320","11,351","1,653,112,030,799",135,"3,574,300,013"
111,2013,7,"85,825","3,920,177,566,140","22,110","2,364,327,409,561","8,385","693,697,984,037","41,515","1,699,574,841,044","8,241","816,792,157,408","12,285","1,160,578,996,025","4,805","476,178,364,793","121,617","5,903,415,178,315","5,398","455,339,699,342","9,368","694,555,746,409","11,177","1,065,203,946,059","8,283","746,812,891,055","7,515","530,392,222,353","24,624","2,572,616,386,339","6,502","587,335,800,745",454,"14,953,581,799","11,314","1,637,266,246,835",135,"3,574,130,133"
112,2013,8,"87,560","4,001,274,046,519","21,633","2,300,283,187,709","8,417","695,554,049,714","41,557","1,657,749,181,470","8,157","803,049,229,782","12,230","1,145,954,706,172","4,833","474,657,821,488","123,854","6,030,999,342,592","6,060","475,758,781,438","9,502","686,557,567,265","11,257","1,065,895,256,190","8,286","742,088,407,347","7,557","532,866,699,517","25,132","2,620,957,633,932","6,545","591,414,092,954",478,"16,007,876,113","11,584","1,663,829,041,218",132,"3,540,540,853"
113,2013,9,"89,435","4,080,338,140,011","21,094","2,226,265,246,857","7,793","605,025,417,448","42,049","1,673,780,143,654","8,563","868,977,403,836","12,186","1,127,369,599,022","4,852","472,357,624,902","126,315","6,164,264,578,603","6,322","484,342,151,885","9,143","636,303,956,423","11,653","1,109,809,324,074","8,310","743,273,565,662","7,747","554,390,053,749","25,203","2,618,022,216,912","6,745","613,259,187,441",500,"17,164,170,388","11,794","1,686,738,348,091",130,"3,493,527,182"
114,2013,10,"91,873","4,184,465,400,160","20,316","2,106,774,745,897","7,511","562,619,127,987","42,668","1,704,380,955,321","8,227","820,887,047,258","12,182","1,112,797,683,013","4,825","461,580,714,928","129,529","6,307,234,444,183","6,493","493,057,121,221","9,623","679,813,108,168","11,296","1,050,966,477,382","7,866","682,335,272,561","8,657","649,759,810,266","23,991","2,443,831,182,020","6,791","617,237,402,537",526,"18,444,081,731","12,918","1,794,543,793,123",128,"3,475,488,324"
115,2013,11,"94,113","4,288,238,237,531","19,574","2,012,964,393,473","7,313","528,619,305,358","43,051","1,698,368,005,702","7,782","764,826,538,925","12,189","1,100,838,411,740","4,562","430,804,002,262","132,290","6,426,623,400,013","6,596","498,064,653,672","9,747","689,712,795,459","11,110","1,015,434,638,349","7,889","676,768,643,438","9,893","811,146,168,369","22,613","2,262,259,052,284","6,863","627,072,712,285",534,"18,769,185,617","14,001","1,875,111,546,381",125,"3,425,682,881"
116,2013,12,"96,535","4,420,812,813,070","19,279","1,933,727,672,762","7,310","524,273,970,253","43,320","1,672,056,374,379","7,022","670,828,696,674","12,200","1,100,289,162,802","4,109","370,151,515,265","134,085","6,443,022,030,759","6,878","505,758,269,334","9,976","711,213,025,392","11,026","1,014,782,814,174","7,144","590,690,983,706","9,439","761,380,929,619","21,226","2,095,456,862,425","6,975","637,370,640,133",556,"19,569,146,313","13,350","1,777,194,272,360",124,"3,377,415,845"
117,2014,1,"97,894","4,483,675,982,295","19,303","1,926,897,176,793","6,833","466,388,375,076","43,528","1,668,266,975,094","6,510","597,344,296,935","12,340","1,110,882,487,439","4,037","355,180,102,034","136,886","6,655,438,312,232","7,258","547,789,440,268","10,099","719,838,424,977","10,555","965,041,887,389","6,558","511,664,318,281","9,281","744,169,659,619","21,105","2,072,351,711,345","7,060","645,274,999,319",583,"21,297,870,576","13,137","1,744,782,864,008",123,"3,342,306,049"
118,2014,2,"100,790","4,648,974,220,282","18,800","1,853,586,299,132","6,716","454,089,056,235","43,538","1,643,552,663,809","6,101","521,987,707,855","11,837","1,019,165,249,048","4,460","430,842,262,862","139,783","6,790,810,621,001","8,125","636,863,715,351","10,290","733,293,238,275","10,032","916,790,489,639","5,911","426,800,816,684","9,387","759,703,025,475","21,384","2,081,852,885,653","7,115","650,131,681,168",612,"22,837,181,360","12,888","1,707,072,506,677",122,"3,142,196,972"
119,2014,3,"103,565","4,790,981,580,985","18,682","1,824,264,254,271","7,291","444,770,995,789","43,559","1,647,502,676,772","6,411","493,262,621,242","11,414","940,084,100,417","4,634","451,968,514,845","142,708","6,914,807,268,048","8,252","647,749,907,800","10,478","745,290,225,067","9,802","899,153,767,624","5,925","424,149,425,925","10,431","910,770,791,250","21,394","2,076,164,819,953","7,375","675,643,451,980",635,"23,810,956,695","12,826","1,695,608,186,537",120,"3,086,705,932"
120,2014,4,"106,925","4,994,820,670,384","18,471","1,787,333,075,949","8,397","605,412,616,039","44,447","1,741,319,861,831","6,155","454,225,607,438","11,058","872,719,868,754","4,610","443,506,605,658","145,931","7,031,640,142,172","7,752","574,267,938,744","10,995","789,839,860,253","9,784","895,284,069,131","5,876","414,022,030,406","10,355","931,303,380,217","20,963","1,995,239,619,072","6,879","606,030,481,253",649,"24,801,164,077","13,030","1,760,744,628,751",119,"3,061,105,834"
121,2014,5,"109,642","5,121,546,674,763","18,091","1,723,053,100,402","8,449","608,363,436,994","44,607","1,742,373,753,459","5,716","400,189,454,014","10,780","822,210,569,693","4,618","448,561,251,545","147,281","6,921,729,744,672","7,540","530,488,674,863","11,074","797,539,572,366","9,893","899,724,007,736","5,806","413,451,051,537","10,178","926,928,625,760","20,726","1,853,933,339,092","6,363","545,064,958,646",658,"25,377,982,958","12,429","1,686,470,733,097",118,"3,045,437,406"
122,2014,6,"113,324","5,404,067,772,514","17,039","1,560,613,916,455","9,109","622,926,691,876","44,820","1,746,652,200,796","5,914","426,573,993,062","10,387","758,583,237,622","4,584","443,601,220,553","148,523","6,842,904,610,335","7,842","543,348,878,621","10,800","756,575,023,111","9,924","898,035,993,976","5,500","390,923,711,560","9,459","845,293,847,608","20,716","1,841,320,508,653","6,134","512,321,726,920",665,"25,620,324,524","12,126","1,648,860,764,110",117,"3,018,352,651"
123,2014,7,"116,155","5,556,452,984,341","17,109","1,568,368,965,262","8,728","559,463,224,504","45,083","1,764,909,100,716","5,690","398,721,928,341","10,031","697,354,410,772","4,478","424,553,422,088","151,289","6,914,885,308,944","7,885","530,657,519,943","10,719","736,390,094,896","10,400","987,127,078,281","4,880","357,032,832,482","9,131","812,244,394,924","20,422","1,794,579,308,587","6,144","506,349,041,028",665,"25,564,980,041","11,781","1,594,638,719,070",116,"3,008,825,132"
124,2014,8,"118,669","5,686,684,895,927","16,300","1,456,665,664,874","8,218","484,050,345,031","45,683","1,850,885,582,861","5,587","386,095,308,535","9,817","656,741,403,838","4,458","420,790,670,343","153,886","7,047,029,301,866","8,109","551,127,245,253","11,288","797,142,432,486","10,449","1,000,397,597,265","5,861","488,064,615,677","9,414","861,102,952,198","20,498","1,802,855,926,278","5,499","424,282,266,169",676,"26,243,737,956","11,085","1,503,484,915,494",114,"2,913,674,171"
125,2014,9,"120,408","5,678,762,814,436","16,081","1,418,546,498,041","8,029","451,514,152,532","46,677","1,986,393,724,430","5,472","367,720,217,432","9,539","607,201,593,552","4,380","405,600,774,739","156,984","7,207,739,509,413","8,185","556,266,707,696","10,906","743,082,169,208","10,290","974,203,096,598","6,509","571,130,604,665","10,682","1,033,988,776,431","20,189","1,751,661,628,296","4,904","351,666,266,965",664,"26,034,882,711","10,411","1,403,093,879,458",112,"2,817,617,783"
126,2014,10,"123,880","5,801,550,000,000","16,334","1,459,210,000,000","7,659","385,796,000,000","47,281","2,003,560,000,000","6,341","481,740,000,000","9,271","558,607,000,000","4,397","405,178,000,000","162,208","7,437,210,000,000","8,367","565,222,000,000","10,235","650,370,000,000","9,909","912,089,000,000","6,883","557,451,000,000","11,735","1,171,560,000,000","20,029","1,714,310,000,000","4,387","271,379,000,000",701,"29,915,398,640","9,399","1,294,020,000,000",111,"2,813,765,659"
127,2014,11,"127,160","5,950,390,000,000","16,356","1,426,020,000,000","7,546","361,291,000,000","48,098","2,080,820,000,000","6,341","482,814,000,000","9,854","634,296,000,000","4,477","404,437,000,000","167,259","7,727,970,000,000","8,403","565,430,000,000","10,503","699,369,000,000","9,443","854,999,000,000","6,933","557,224,000,000","11,782","1,173,640,000,000","21,592","1,884,510,000,000","4,212","240,526,000,000",709,"30,781,409,058","9,521","1,338,640,000,000",109,"2,744,747,091"
128,2014,12,"129,980","6,081,060,000,000","15,892","1,308,960,000,000","8,510","413,560,000,000","50,565","2,465,060,000,000","6,792","504,028,000,000","9,698","596,468,000,000","4,976","470,206,000,000","172,436","8,124,280,000,000","8,058","537,124,000,000","11,047","760,381,000,000","9,764","914,824,000,000","7,160","553,513,000,000","11,650","1,159,510,000,000","20,999","1,790,510,000,000","4,490","261,565,000,000",714,"30,985,049,108","8,875","1,257,020,000,000",106,"2,659,021,703"
129,2015,1,"131,911","6,180,600,000,000","15,575","1,239,900,000,000","8,801","449,385,000,000","50,931","2,485,840,000,000","7,210","562,086,000,000","9,544","560,510,000,000","5,036","471,220,000,000","175,981","8,386,240,000,000","8,236","557,908,000,000","10,217","654,756,000,000","9,743","911,049,000,000","7,082","536,730,000,000","12,008","1,190,700,000,000","20,448","1,727,480,000,000","4,586","271,552,000,000","1,224","109,053,000,000","8,557","1,209,320,000,000",103,"2,612,676,300"
130,2015,2,"135,144","6,357,830,000,000","17,011","1,470,180,000,000","8,888","453,313,000,000","51,236","2,506,970,000,000","7,210","561,359,000,000","9,663","555,697,000,000","5,073","467,451,000,000","179,684","8,671,760,000,000","8,412","564,262,000,000","11,005","787,818,000,000","9,794","912,662,000,000","7,000","521,204,000,000","12,522","1,248,320,000,000","19,840","1,648,380,000,000","4,673","279,000,000,000","1,446","141,994,000,000","7,420","1,012,150,000,000",101,"2,602,818,250"
131,2015,3,"138,214","6,489,920,000,000","17,935","1,608,860,000,000","8,985","459,630,000,000","51,931","2,546,450,000,000","6,755","542,387,000,000","9,732","552,184,000,000","5,116","468,776,000,000","184,593","9,022,220,000,000","8,083","493,322,000,000","12,052","905,853,000,000","10,597","934,485,000,000","7,239","525,729,000,000","12,367","1,226,950,000,000","21,359","1,884,180,000,000","4,977","301,148,000,000","1,415","139,092,000,000","6,136","798,314,000,000",101,"2,601,922,504"
132,2015,4,"140,019","6,578,350,000,000","18,069","1,615,570,000,000","9,015","508,602,000,000","53,284","2,699,200,000,000","6,853","577,410,000,000","9,846","560,288,000,000","5,563","545,774,000,000","190,229","9,611,400,000,000","8,326","503,289,000,000","13,476","959,123,000,000","10,488","915,283,000,000","7,726","541,113,000,000","12,466","1,236,470,000,000","21,691","1,935,530,000,000","5,459","320,186,000,000","1,400","138,426,000,000","6,575","707,701,000,000",98,"2,468,581,878"
133,2015,5,"142,623","6,675,790,000,000","18,176","1,613,280,000,000","9,498","586,583,000,000","54,305","2,857,850,000,000","6,794","575,432,000,000","9,896","562,456,000,000","5,616","551,529,000,000","194,714","9,964,440,000,000","7,832","482,494,000,000","13,495","954,529,000,000","10,412","902,055,000,000","7,969","560,166,000,000","13,802","1,467,380,000,000","21,591","1,918,990,000,000","5,245","287,808,000,000","1,393","138,409,000,000","7,211","693,673,000,000",97,"2,439,462,878"
134,2015,6,"145,289","6,796,070,000,000","17,873","1,535,090,000,000","9,740","608,877,000,000","53,835","2,771,780,000,000","7,056","615,075,000,000","10,006","568,319,000,000","5,765","570,930,000,000","201,604","10,816,800,000,000","7,779","480,527,000,000","13,658","969,864,000,000","10,557","906,383,000,000","7,654","510,131,000,000","13,863","1,486,030,000,000","20,943","1,889,580,000,000","5,171","276,694,000,000","1,393","138,617,000,000","7,215","680,415,000,000",89,"2,372,539,094"
135,2015,7,"147,660","6,915,710,000,000","18,189","1,575,190,000,000","9,764","617,990,000,000","53,942","2,728,560,000,000","7,630","670,666,000,000","9,959","566,624,000,000","6,407","645,221,000,000","206,666","11,272,000,000,000","7,883","499,104,000,000","14,331","1,037,070,000,000","10,062","843,535,000,000","7,560","490,096,000,000","14,231","1,523,010,000,000","20,993","1,898,460,000,000","4,923","241,704,000,000","1,391","139,096,000,000","7,244","679,627,000,000",89,"2,372,066,761"
136,2015,8,"150,033","7,036,730,000,000","17,720","1,511,770,000,000","9,804","621,360,000,000","53,890","2,607,830,000,000","7,474","641,706,000,000","9,785","554,760,000,000","6,375","640,874,000,000","210,976","11,579,700,000,000","8,040","508,626,000,000","15,873","1,225,800,000,000","9,964","838,648,000,000","7,524","477,197,000,000","14,376","1,524,140,000,000","21,979","2,072,360,000,000","4,865","233,579,000,000","1,546","141,498,000,000","7,195","665,041,000,000",88,"2,304,493,022"
137,2015,9,"152,652","7,180,380,000,000","18,514","1,655,020,000,000","9,489","614,759,000,000","54,059","2,597,300,000,000","7,441","629,550,000,000","9,934","565,830,000,000","6,402","643,490,000,000","216,421","12,187,500,000,000","8,071","512,393,000,000","16,681","1,322,270,000,000","9,819","820,258,000,000","7,383","464,683,000,000","15,377","1,654,970,000,000","22,151","2,069,690,000,000","4,929","235,729,000,000","1,644","142,581,000,000","7,096","650,729,000,000",86,"2,248,874,022"
138,2015,10,"155,681","7,366,350,000,000","18,765","1,686,040,000,000","9,556","617,892,000,000","54,122","2,561,940,000,000","7,472","624,646,000,000","9,912","554,119,000,000","6,737","698,673,000,000","223,410","12,942,400,000,000","8,151","517,409,000,000","16,340","1,281,280,000,000","9,785","812,234,000,000","7,465","466,352,000,000","16,184","1,731,410,000,000","24,310","2,366,590,000,000","6,062","362,733,000,000","1,645","142,874,000,000","6,682","583,198,000,000",85,"2,218,617,087"
139,2015,11,"157,043","7,488,020,000,000","18,485","1,635,930,000,000","9,806","623,741,000,000","53,981","2,586,730,000,000","7,470","622,651,000,000","9,866","543,831,000,000","6,959","718,253,000,000","225,477","13,247,700,000,000","9,779","697,604,000,000","16,906","1,350,240,000,000","10,239","908,248,000,000","7,766","507,959,000,000","16,053","1,693,890,000,000","24,276","2,367,740,000,000","6,363","400,986,000,000","1,646","143,035,000,000","9,397","1,068,740,000,000",83,"2,133,562,620"
140,2015,12,"157,914","7,569,300,000,000","18,233","1,587,740,000,000","10,447","659,775,000,000","54,116","2,619,230,000,000","7,235","625,723,000,000","9,862","535,626,000,000","7,106","768,621,000,000","227,468","13,592,200,000,000","10,308","749,245,000,000","17,642","1,445,400,000,000","10,145","890,197,000,000","7,493","503,547,000,000","18,135","1,972,690,000,000","25,841","2,585,750,000,000","6,419","405,042,000,000","1,655","143,994,000,000","9,724","1,081,360,000,000",82,"2,091,569,540"
141,2016,1,"158,031","7,588,160,000,000","18,190","1,583,210,000,000","11,104","789,775,000,000","54,180","2,640,560,000,000","7,774","700,248,000,000","9,766","520,703,000,000","7,262","792,425,000,000","229,504","14,024,600,000,000","10,306","745,026,000,000","18,009","1,479,590,000,000","9,924","857,889,000,000","7,965","519,389,000,000","18,792","2,056,280,000,000","25,822","2,589,770,000,000","6,016","373,409,000,000","1,658","144,380,000,000","10,325","1,188,890,000,000",81,"2,083,136,018"
142,2016,2,"158,922","7,652,580,000,000","18,229","1,585,550,000,000","10,877","782,479,000,000","54,148","2,648,390,000,000","7,917","714,548,000,000","9,771","514,385,000,000","7,285","792,008,000,000","231,113","14,216,200,000,000","10,179","729,079,000,000","18,009","1,461,170,000,000","10,359","916,695,000,000","8,374","575,165,000,000","18,304","1,980,530,000,000","25,828","2,587,290,000,000","6,035","373,669,000,000","1,669","145,691,000,000","10,572","1,246,960,000,000",80,"2,077,637,671"
143,2016,3,"160,182","7,709,560,000,000","18,449","1,579,590,000,000","11,185","821,980,000,000","54,479","2,664,890,000,000","7,911","706,384,000,000","10,679","648,041,000,000","7,377","803,521,000,000","234,271","14,548,300,000,000","10,326","772,631,000,000","17,740","1,418,610,000,000","12,524","1,290,230,000,000","9,995","781,208,000,000","18,818","2,058,760,000,000","25,191","2,496,290,000,000","6,089","375,369,000,000","1,682","146,735,000,000","10,744","1,324,830,000,000",79,"2,068,049,843"
144,2016,4,"162,021","7,839,000,000,000","19,662","1,750,470,000,000","11,772","885,087,000,000","55,848","2,823,300,000,000","7,898","694,813,000,000","10,735","649,449,000,000",8204,"1,036,700,000,000",238071,"14,907,800,000,000","11,121","943,813,000,000",17899,"1,442,250,000,000","12,394","1,285,750,000,000","10,043","787,674,000,000","19,169","2,096,200,000,000","25,764","2,536,610,000,000","6,140","377,663,000,000","1,689","147,052,000,000","10,342","1,302,300,000,000",77,"2,040,129,485"
145,2016,5,"163,645","7,962,040,000,000","19,965","1,753,160,000,000","11,899","884,018,000,000","56,386","2,856,720,000,000","7,870","680,377,000,000","10,844","655,023,000,000",8620,"1,076,200,000,000",241006,"15,203,400,000,000","11,171","945,134,000,000",17260,"1,423,590,000,000","12,449","1,285,170,000,000","9,995","792,109,000,000","21,081","2,369,940,000,000","25,562","2,560,580,000,000","6,207","379,876,000,000","1,717","151,950,000,000","9,843","1,283,160,000,000",75,"1,994,407,684"
146,2016,6,"165,140","8,089,250,000,000","20,373","1,776,410,000,000","11,862","845,212,000,000","56,816","2,877,250,000,000","7,988","682,793,000,000","10,978","661,720,000,000","8,633","1,069,750,000,000",244258,"15,518,800,000,000","11,026","925,880,000,000",17280,"1,424,420,000,000","13,158","1,408,120,000,000","9,940","794,994,000,000","21,037","2,330,950,000,000","26,891","2,720,950,000,000","7,208","490,145,000,000","1,917","166,873,000,000","9,060","1,260,730,000,000",77,"2,091,095,739"
147,2016,7,"166,540","8,204,480,000,000","21,393","1,943,580,000,000","12,009","808,447,000,000","56,692","2,828,130,000,000","8,079","680,884,000,000","11,243","678,174,000,000","8,738","1,071,790,000,000",248553,"15,953,400,000,000","11,043","917,635,000,000",17368,"1,424,380,000,000","13,206","1,393,650,000,000","9,933","787,643,000,000","21,912","2,413,490,000,000","27,030","2,729,360,000,000","7,768","549,088,000,000","1,963","167,692,000,000","9,791","1,428,930,000,000",78,"2,127,508,032"
148,2016,8,"168,505","8,369,020,000,000","21,591","1,929,740,000,000","13,276","987,687,000,000","57,125","2,826,770,000,000","8,222","682,950,000,000","11,377","682,535,000,000",8828,"1,072,680,000,000",255267,"16,849,300,000,000","11,245","924,551,000,000",17878,"1,462,670,000,000","13,234","1,373,690,000,000","10,280","825,648,000,000","22,184","2,413,700,000,000","28,788","2,947,940,000,000","8,042","562,351,000,000","2,035","170,883,000,000","9,841","1,431,800,000,000",79,"2,170,998,401"
